feature	score	p-value	#I-out-of-11	#O-out-of-415
,,group_35533	131.060591457	2.40162627516e-30	6.0	4.0
,,group_35534	131.060591457	2.40162627516e-30	6.0	4.0
,,group_29796	118.076769889	1.66805268119e-27	6.0	5.0
,,group_31541	107.261336254	3.9017244137e-25	6.0	6.0
,,group_31538	107.261336254	3.9017244137e-25	6.0	6.0
,,group_29793	107.261336254	3.9017244137e-25	6.0	6.0
,,group_29792	107.261336254	3.9017244137e-25	6.0	6.0
,,group_18678	107.261336254	3.9017244137e-25	6.0	6.0
,,group_18679	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_18680	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31534	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31532	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31540	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31533	98.1138933356	3.94997760435e-23	6.0	7.0
,,era_1	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31536	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31537	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_31539	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_18681	98.1138933356	3.94997760435e-23	6.0	7.0
,,group_14825	90.2770145517	2.07043982709e-21	6.0	8.0
,,group_14826	90.2770145517	2.07043982709e-21	6.0	8.0
,,group_35540	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_7033	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35535	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35531	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_28645	89.3844468784	3.25082261842e-21	5.0	5.0
,,dnaJ_2	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_19042	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_4935	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35532	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35536	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35530	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_14300	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_17856	89.3844468784	3.25082261842e-21	5.0	5.0
,,group_35538	80.3760031863	3.09531473432e-19	5.0	6.0
,,group_35537	80.3760031863	3.09531473432e-19	5.0	6.0
,,group_13344	80.3760031863	3.09531473432e-19	5.0	6.0
,,group_14936	80.3760031863	3.09531473432e-19	5.0	6.0
,,group_13691	78.9443592552	6.38840803792e-19	7.0	14.0
PA14_51670,,queC	77.552026287	1.29272128091e-18	6.0	10.0
,,group_17629	77.552026287	1.29272128091e-18	6.0	10.0
,,group_11497	77.552026287	1.29272128091e-18	6.0	10.0
,,group_15999	72.8733844469	1.3823991629e-17	5.0	7.0
,,group_26369	72.8733844469	1.3823991629e-17	5.0	7.0
,,group_25841	72.8733844469	1.3823991629e-17	5.0	7.0
,,group_35539	72.8733844469	1.3823991629e-17	5.0	7.0
,,group_354	72.8733844469	1.3823991629e-17	5.0	7.0
,,group_21551	67.4290251917	2.18409758095e-16	7.0	17.0
,,clpX_2	66.5290925942	3.44767491106e-16	5.0	8.0
