feature	score	p-value	#I-out-of-1	#O-out-of-425
,,group_32024	425.0	1.99137139773e-94	1.0	0.0
,,group_32019	425.0	1.99137139773e-94	1.0	0.0
,,group_6518	425.0	1.99137139773e-94	1.0	0.0
,,group_458	425.0	1.99137139773e-94	1.0	0.0
,,group_32011	425.0	1.99137139773e-94	1.0	0.0
,,group_32017	425.0	1.99137139773e-94	1.0	0.0
,,group_32020	425.0	1.99137139773e-94	1.0	0.0
,,group_32014	425.0	1.99137139773e-94	1.0	0.0
,,group_32018	425.0	1.99137139773e-94	1.0	0.0
,,group_10657	425.0	1.99137139773e-94	1.0	0.0
,,group_32038	425.0	1.99137139773e-94	1.0	0.0
,,group_32042	211.501176471	6.46185297787e-48	1.0	1.0
,,group_18750	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32013	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32039	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32012	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32041	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32015	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32040	211.501176471	6.46185297787e-48	1.0	1.0
,,group_32016	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32028	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32030	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32025	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32034	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32031	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32036	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32029	140.336470588	2.24717043132e-32	1.0	2.0
,,group_1243	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32027	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32032	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32035	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32033	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32021	140.336470588	2.24717043132e-32	1.0	2.0
,,group_6513	140.336470588	2.24717043132e-32	1.0	2.0
,,group_5968	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32037	140.336470588	2.24717043132e-32	1.0	2.0
,,group_32026	140.336470588	2.24717043132e-32	1.0	2.0
,,group_22142	140.336470588	2.24717043132e-32	1.0	2.0
,,group_14841	104.755294118	1.38190361248e-24	1.0	3.0
,,group_18748	104.755294118	1.38190361248e-24	1.0	3.0
,,group_30636	104.755294118	1.38190361248e-24	1.0	3.0
,,group_14840	104.755294118	1.38190361248e-24	1.0	3.0
,,cshA	104.755294118	1.38190361248e-24	1.0	3.0
,,group_32023	104.755294118	1.38190361248e-24	1.0	3.0
,,group_30637	104.755294118	1.38190361248e-24	1.0	3.0
,,group_32022	104.755294118	1.38190361248e-24	1.0	3.0
,,group_30635	104.755294118	1.38190361248e-24	1.0	3.0
,,group_18749	83.4075294118	6.67672055823e-20	1.0	4.0
,,fpvA_3	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_17465	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_3894	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_4755	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_8224	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_32045	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_32043	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_14280	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_14839	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_32044	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_17464	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_22053	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_21140	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_17395	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_8072	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_17459	69.1764705882	9.00358054148e-17	1.0	5.0
PA14_51900,proS,proS	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_18751	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_30267	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_13863	59.0121008403	1.56705299416e-14	1.0	6.0
,,group_6027	59.0121008403	1.56705299416e-14	1.0	6.0
,,glnH	59.0121008403	1.56705299416e-14	1.0	6.0
,,group_11667	59.0121008403	1.56705299416e-14	1.0	6.0
,,group_30905	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_17460	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_13866	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_18747	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_24039	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_23854	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_17847	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_2002	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_17457	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_14663	45.4611764706	1.55694558699e-11	1.0	8.0
