feature	score	p-value	#I-out-of-15	#O-out-of-411
,,group_5356	137.0	1.20585087004e-31	5.0	0.0
,,group_33662	96.9164514318	7.23153115171e-23	7.0	6.0
,,group_33533	89.0277372263	3.8931545275e-21	7.0	7.0
,,group_53	86.0872992701	1.72165023531e-20	4.0	1.0
,,group_34076	86.0872992701	1.72165023531e-20	4.0	1.0
,,group_18715	82.1957177616	1.23256629344e-19	7.0	8.0
,,group_5527	82.1957177616	1.23256629344e-19	7.0	8.0
,,group_30922	73.8937087244	8.24386331841e-18	8.0	13.0
,,group_5553	70.9558608845	3.65306897757e-17	7.0	10.0
,,group_16435	69.8524220305	6.39115751347e-17	8.0	14.0
PA14_07430,,impA	66.2786699108	3.91472105981e-16	7.0	11.0
,,group_34072	63.5912408759	1.53108447032e-15	5.0	5.0
,,group_1980	62.0976565501	3.26840132049e-15	7.0	12.0
,,group_11770	60.1591240876	8.74903883108e-15	3.0	1.0
PA14_72040,,oatA_2	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33527	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33526	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33654	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33523	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33529	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_22329	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33534	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33661	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_14457	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33531	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_18923	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_31720	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_13932	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33525	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33535	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33650	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33530	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33528	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33652	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33532	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_33524	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_18924	58.3383941606	2.20694748088e-14	7.0	13.0
,,group_18977	56.9376244194	4.49856326578e-14	5.0	6.0
,,group_31710	54.9406326034	1.24226047213e-13	7.0	14.0
,,group_7647	54.9406326034	1.24226047213e-13	7.0	14.0
,,group_33567	54.9406326034	1.24226047213e-13	7.0	14.0
