feature	score	p-value	#I-out-of-1	#O-out-of-425
,,group_36446	425.0	1.99137139773e-94	1.0	0.0
,,group_36447	425.0	1.99137139773e-94	1.0	0.0
,,group_36448	425.0	1.99137139773e-94	1.0	0.0
,,group_9228	425.0	1.99137139773e-94	1.0	0.0
,,group_12752	211.501176471	6.46185297787e-48	1.0	1.0
,,group_8560	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_6926	83.4075294118	6.67672055823e-20	1.0	4.0
,,group_11620	69.1764705882	9.00358054148e-17	1.0	5.0
,,group_19156	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_4953	51.3894117647	7.57459731405e-13	1.0	7.0
,,group_17947	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_36231	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_1845	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_9150	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_3913	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_2785	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_25761	45.4611764706	1.55694558699e-11	1.0	8.0
,,group_12210	40.7190588235	1.75764524096e-10	1.0	9.0
,,group_13019	40.7190588235	1.75764524096e-10	1.0	9.0
,,group_2905	40.7190588235	1.75764524096e-10	1.0	9.0
,,group_25786	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25771	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25773	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25758	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25754	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25790	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25782	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25783	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25779	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25778	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25749	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25734	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25752	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25765	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25762	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25740	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25774	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25742	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25741	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25756	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25788	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25744	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25784	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25753	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25738	36.8395721925	1.28260272404e-09	1.0	10.0
PA14_69910,rep,rep	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25747	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25733	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25767	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25736	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25731	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25785	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25739	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25750	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25772	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25755	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25732	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25757	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25743	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25776	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25730	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25763	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_6011	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25764	36.8395721925	1.28260272404e-09	1.0	10.0
,,ctpL_2	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25760	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25789	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25759	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25777	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25737	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25787	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25735	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25746	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25768	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25792	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25775	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25751	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25748	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25766	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25745	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25781	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25791	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25780	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25793	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_25769	36.8395721925	1.28260272404e-09	1.0	10.0
,,group_11039	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_17937	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_17632	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24378	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24367	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_16982	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24379	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_317	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_17633	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24374	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_638	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_17934	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24366	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24368	33.6070588235	6.74475183563e-09	1.0	11.0
,,group_24377	33.6070588235	6.74475183563e-09	1.0	11.0
