feature	score	p-value	#I-out-of-135	#O-out-of-277
PA14_15435	500.625865406	6.94695977883e-111	610.37945447	290.457618576
PA14_22270	445.135205582	8.25737713841e-99	447.430554612	168.201968184
PA14_22080	407.036714498	1.61868841702e-90	362.338922264	113.235704709
PA14_22190	372.513685032	5.30752316236e-83	320.759206394	94.6593022318
PA14_22120	362.976647385	6.33045403646e-81	332.731338585	109.084151178
PA14_22230	355.47319108	2.72458711753e-79	275.943643965	66.4563851185
PA14_15450,merD	343.754347812	9.7107649462e-77	440.664988814	221.019197624
PA14_22090	341.103165011	3.66962781134e-76	299.662263989	91.5782047346
PA14_22110	335.813016883	5.20879701118e-75	285.668656215	82.4886114885
PA14_15470,merP	332.272408454	3.07509706963e-74	592.17199503	394.764325556
PA14_22220	330.571813302	7.21516022173e-74	256.263988637	61.5340745336
PA14_22100	327.032743141	4.25665631208e-73	257.526649895	63.9510807688
PA14_22210	326.505937645	5.54384286737e-73	252.781003015	60.5245512035
PA14_22140	325.018820324	1.16874462868e-72	279.086451096	81.9553900142
PA14_49510,pyoS3I	321.787162511	5.91046822452e-72	475.054876217	272.288796158
PA14_22250	306.89428958	1.03703551801e-68	247.592022295	64.6233307158
PA14_22240	297.998194184	8.99295096734e-67	253.521565556	73.2170031257
PA14_15420	287.600430297	1.65732699695e-64	424.885112882	243.683841251
PA14_15475,merT	284.374496509	8.36264058092e-64	652.392042728	513.731974745
PA14_22130	278.088540167	1.95948237612e-62	227.714473453	61.2086395663
PA14_15445,merE	266.070894455	8.15198847333e-60	348.647553441	178.773460193
PA14_22260	264.114332809	2.17628791349e-59	217.149179435	58.8291683471
PA14_27990	259.910223394	1.79508620721e-58	178.683906866	1234.87730665
PA14_29330	258.220878362	4.191092059e-58	493.5860855	345.859157021
PA14_22180	245.244516334	2.82629287849e-55	195.101368525	49.4911281999
PA14_15430,tnpR	227.804830835	1.79507316893e-51	556.598051878	454.567865794
PA14_59630	217.805245344	2.72349279036e-49	368.340251597	236.059692527
PA14_15460,merA	207.882152816	3.98043870933e-47	688.457605984	655.481396974
PA14_22160	206.45752124	8.14263421599e-47	179.348849235	53.7556586918
PA14_15410	202.5839705	5.70124001548e-46	413.718953677	303.050206311
PA14_59610	202.027902642	7.53891814444e-46	332.891430359	209.063589206
PA14_59620	198.220336237	5.10743494334e-45	349.074547762	230.665811823
PA14_15480,merR	190.650977403	2.29212335037e-43	699.655844993	696.551054478
PA14_08200	178.797028344	8.87324757404e-41	210.111427857	1133.0979558
PA14_13950	165.390508456	7.51631310396e-38	101.827335094	745.014364125
PA14_43100	164.820465266	1.00121897996e-37	570.061554393	553.31280749
PA14_08320	159.487094923	1.46457969455e-36	139.400113066	857.070276766
PA14_10830	157.322379266	4.35217373358e-36	493.123473722	457.781738835
PA14_08250	150.358701087	1.44729417877e-34	122.067468871	777.18117041
PA14_43090	145.293014306	1.85310992121e-33	263.233813818	177.597223956
PA14_31190	144.267892265	3.1047067533e-33	549.217772073	555.151802664
PA14_04710	141.637329982	1.16729831141e-32	397.914968567	350.187321241
PA14_14430	141.42540671	1.29873671478e-32	131.585887104	786.009847362
PA14_53620	138.547113936	5.532708623e-32	160.329937137	870.238563934
PA14_10840	131.23207275	2.20287055478e-30	388.957042132	351.54622175
PA14_13910	125.111524861	4.81132266396e-29	24.8351961711	368.870622143
PA14_13890	120.179321207	5.77930622044e-28	33.5072637449	393.088787064
PA14_01130	117.538727536	2.18786112285e-27	402.083729487	388.392066912
PA14_53650	117.275009276	2.49899405228e-27	192.711927213	910.697200677
PA14_31260	117.029158204	2.82878105646e-27	252.259314066	191.255783357
PA14_14420	114.588500446	9.68460975303e-27	94.6907021094	597.796827975
PA14_08280	113.724519647	1.49730069649e-26	238.6345844	1034.74671428
PA14_53660	107.34420493	3.74194306865e-25	264.433861348	1088.45413108
PA14_51520,spcU	106.774463744	4.98826894597e-25	541.489029157	609.003404107
