feature	score	p-value	#I-out-of-72	#O-out-of-354
,,group_8408	26.5920903955	2.51270347535e-07	28.0	42.0
,,group_29796	24.4088341037	7.7910608088e-07	8.0	3.0
,,group_17733	23.7302848399	1.10824818196e-06	13.0	11.0
,,group_86	23.7302848399	1.10824818196e-06	13.0	11.0
,,group_17732	23.7302848399	1.10824818196e-06	13.0	11.0
,,group_24847	23.7302848399	1.10824818196e-06	13.0	11.0
,,group_2923	21.8812192455	2.90058871215e-06	15.0	16.0
,,group_2753	21.272515786	3.98402964108e-06	10.0	7.0
,,group_2745	21.272515786	3.98402964108e-06	10.0	7.0
,,group_29793	21.1600753296	4.22474334176e-06	8.0	4.0
,,group_29792	21.1600753296	4.22474334176e-06	8.0	4.0
,,group_12677	20.2803672316	6.68833833475e-06	13.0	13.0
,,inhA	20.1859698682	7.02664133197e-06	35.0	70.0
,,group_35534	20.0747175141	7.44747168531e-06	7.0	3.0
,,group_35533	20.0747175141	7.44747168531e-06	7.0	3.0
,,group_14518	19.2266949153	1.16078776692e-05	6.0	2.0
PA14_48100,aprE,prsE_1	19.156009245	1.2045767287e-05	15.0	18.0
,,group_13691	18.8216976056	1.43525038091e-05	11.0	10.0
,,group_2123	18.8216976056	1.43525038091e-05	11.0	10.0
,,hsdM_2	18.7203389831	1.51359403786e-05	12.0	12.0
,,group_14307	18.7203389831	1.51359403786e-05	12.0	12.0
,,group_21551	18.7203389831	1.51359403786e-05	12.0	12.0
,,group_17525	18.7203389831	1.51359403786e-05	12.0	12.0
,,group_3413	18.6627471751	1.56000792376e-05	17.0	23.0
,,clpX_2	18.4424163407	1.75116325068e-05	8.0	5.0
,,group_26851	18.4424163407	1.75116325068e-05	8.0	5.0
,,group_26852	18.4424163407	1.75116325068e-05	8.0	5.0
,,group_26850	18.4424163407	1.75116325068e-05	8.0	5.0
,,group_4134	17.9315802592	2.28989789009e-05	15.0	19.0
,,group_9975	17.8761721708	2.3575447976e-05	32.0	65.0
,,group_8393	17.6385063559	2.67124682012e-05	9.0	7.0
,,group_12016	17.3814063761	3.05802941779e-05	13.0	15.0
,,group_10183	17.3814063761	3.05802941779e-05	13.0	15.0
,,group_17715	17.1870353851	3.38740251599e-05	16.0	22.0
,,group_24059	17.1603107345	3.43539557417e-05	11.0	11.0
,,group_5476	17.1603107345	3.43539557417e-05	11.0	11.0
,,group_24060	17.1603107345	3.43539557417e-05	11.0	11.0
,,group_24058	17.1603107345	3.43539557417e-05	11.0	11.0
,,group_26497	17.1603107345	3.43539557417e-05	11.0	11.0
,,group_1024	16.7887409201	4.1780464207e-05	15.0	20.0
,,group_21795	16.7644809679	4.23180603199e-05	32.0	67.0
,,group_21796	16.7644809679	4.23180603199e-05	32.0	67.0
,,group_21791	16.7644809679	4.23180603199e-05	32.0	67.0
,,group_689	16.7644809679	4.23180603199e-05	32.0	67.0
PA14_01960,,mdtE	16.7644809679	4.23180603199e-05	32.0	67.0
,,cnrA	16.7644809679	4.23180603199e-05	32.0	67.0
,,acrR_2	16.7644809679	4.23180603199e-05	32.0	67.0
,,group_13792	16.7644809679	4.23180603199e-05	32.0	67.0
,,group_16648	16.7368569729	4.29386761137e-05	31.0	64.0
,,group_14286	16.3788634098	5.18603324128e-05	24.0	44.0
,,group_7429	16.3788634098	5.18603324128e-05	24.0	44.0
,,group_9974	16.2840205346	5.45217993759e-05	33.0	71.0
,,group_21794	16.2314124294	5.60568718249e-05	32.0	68.0
,,ptlE	16.2314124294	5.60568718249e-05	32.0	68.0
,,group_21793	16.2314124294	5.60568718249e-05	32.0	68.0
,,group_13791	16.2314124294	5.60568718249e-05	32.0	68.0
,,group_16647	16.2314124294	5.60568718249e-05	32.0	68.0
,,group_13790	16.2314124294	5.60568718249e-05	32.0	68.0
,,group_2747	16.1029125268	5.99917023468e-05	13.0	16.0
,,group_3187	15.8700564972	6.78436770517e-05	6.0	3.0
,,group_8216	15.8700564972	6.78436770517e-05	6.0	3.0
,,group_4204	15.7215852443	7.33819704859e-05	9.0	8.0
,,group_60	15.7215852443	7.33819704859e-05	9.0	8.0
,,group_13472	15.7215852443	7.33819704859e-05	9.0	8.0
,,group_376	15.7206920904	7.34166276059e-05	15.0	21.0
,,ptlF_3	15.7129272249	7.371862296e-05	32.0	69.0
,,group_23989	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_17504	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_23990	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_17502	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_17503	15.7081798084	7.39038773149e-05	24.0	45.0
PA14_72320,,spmB	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_6165	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_17501	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_23988	15.7081798084	7.39038773149e-05	24.0	45.0
,,group_17526	15.6610783591	7.57674430534e-05	11.0	12.0
,,group_9840	15.6002824859	7.82428987748e-05	10.0	10.0
,,group_2329	15.6002824859	7.82428987748e-05	10.0	10.0
,,cia	15.30576956	9.14368147523e-05	14.0	19.0
