feature	score	p-value	#I-out-of-234	#O-out-of-148
,,group_642	44.9089317237	2.06414208143e-11	79.0	2.0
,,group_4175	43.3643923644	4.54381823141e-11	84.0	4.0
,,group_1510	41.149396155	1.41026821673e-10	84.0	5.0
,,group_2501	41.149396155	1.41026821673e-10	84.0	5.0
,,group_21791	40.6242257325	1.84504937424e-10	90.0	7.0
,,group_4170	40.5303673429	1.93583885041e-10	83.0	5.0
,,group_11732	39.8719056253	2.71175765602e-10	71.0	2.0
,,group_11684	39.8248833449	2.77783459925e-10	92.0	8.0
,,group_895	39.2932480781	3.64700263699e-10	81.0	5.0
,,group_13822	39.2426336593	3.74277769878e-10	70.0	2.0
,,ptlF_3	39.2196438863	3.78710775326e-10	91.0	8.0
,,topB_1	38.7724784501	4.76194739237e-10	73.0	3.0
,,group_11703	38.7724784501	4.76194739237e-10	73.0	3.0
,,group_21794	38.6149603292	5.1621723881e-10	90.0	8.0
,,ptlE	38.6149603292	5.1621723881e-10	90.0	8.0
,,group_21793	38.6149603292	5.1621723881e-10	90.0	8.0
,,group_13791	38.6149603292	5.1621723881e-10	90.0	8.0
,,group_16647	38.6149603292	5.1621723881e-10	90.0	8.0
,,group_13790	38.6149603292	5.1621723881e-10	90.0	8.0
,,group_196	38.6134520219	5.16616317037e-10	69.0	2.0
,,group_5523	38.3811734812	5.81910715131e-10	76.0	4.0
,,group_6414	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_7165	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_6416	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_21825	38.1466528067	6.56222148797e-10	72.0	3.0
PA14_58910,,soj_3	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_11709	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_13818	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_1377	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_13821	38.1466528067	6.56222148797e-10	72.0	3.0
,,group_16673	38.1466528067	6.56222148797e-10	72.0	3.0
