feature	score	avg I	avg O
snp_PA14_03050,pobA_269800	nan	0.0(+/-)0.0	0.0(+/-)0.0
gene_pa_selB_2	183.001358696	1.0(+/-)0.0	0.0(+/-)0.05
gene_pa_group_2663	17.5200228833	1.0(+/-)0.0	0.05(+/-)0.22
genexp_PA14_22510	8.74090263132	3.87(+/-)0.0	0.96(+/-)1.16
snp_PA14_59360,pilM2_5287714	1.86671591389	1.0(+/-)0.0	0.28(+/-)0.45
snp_PA14_33610_2970908	0.955332880435	1.0(+/-)0.0	0.39(+/-)0.49
snp_PA14_33690,pvdE_2988835	0.911047027507	1.0(+/-)0.0	0.4(+/-)0.49
snp_PA14_32790_2863344	0.434782608696	0.0(+/-)0.0	0.43(+/-)0.5
snp_PA14_31100_2705167	0.350543478261	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_33610_2969578	0.342391304348	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_59700_5312916	0.239130434783	0.0(+/-)0.0	0.24(+/-)0.43
snp_PA14_07770,ostA_667635	0.149456521739	0.0(+/-)0.0	0.15(+/-)0.36
snp_PA14_11050,moaF_955769	0.14402173913	0.0(+/-)0.0	0.14(+/-)0.35
snp_PA14_12650_1085934	0.110910582445	1.0(+/-)0.0	0.72(+/-)0.45
snp_PA14_28895_2499616	0.0597826086957	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_33630,pvdJ_2972828	0.0489130434783	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_03200_282769	0.0461956521739	0.0(+/-)0.0	0.05(+/-)0.21
snp_PA14_59350,pilV2_5287193	0.0326086956522	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_27500,yfbQ_2387668	0.0108695652174	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_52490_4656984	0.0108695652174	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_10400_898102	0.00815217391304	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_58720_5232799	0.00815217391304	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_13620	0.0054347826087	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_39640,cobN_3531505	0.00271739130435	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_38950_3470364	0.00271739130435	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_66400,aefA_5921196	0.00271739130435	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_09340,fptA_800518	0.00271739130435	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_39210,nadR_3492246	0.00197068604508	1.0(+/-)0.0	0.96(+/-)0.2
snp_PA14_11060,cupB1_957367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_30650,gacA_2655555	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_67020_5982809	183.001358696	1.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_58260_5188888	183.001358696	1.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_68450_6108058	0.641304347826	0.0(+/-)0.0	0.64(+/-)0.48
snp_PA14_00820_80110	0.584239130435	0.0(+/-)0.0	0.58(+/-)0.49
snp_PA14_28895_2500021	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59940_5338341	0.391304347826	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_32790_2860275	0.1875	0.0(+/-)0.0	0.19(+/-)0.39
snp_PA14_57540_5126397	0.0788043478261	0.0(+/-)0.0	0.08(+/-)0.27
snp_PA14_73020_6502803	0.0516304347826	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_22680,yrbE_1972546	0.0217391304348	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_51360,phnA_4565450	0.0190217391304	0.0(+/-)0.0	0.02(+/-)0.14
snp_PA14_14170_1212705	0.0163043478261	0.0(+/-)0.0	0.02(+/-)0.13
gene_pa_group_16413	0.0135869565217	0.0(+/-)0.0	0.01(+/-)0.12
snp_PA14_33280,pvdL_2913245	0.00815217391304	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_22060_1918791	0.0054347826087	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_44510_3964142	0.0054347826087	0.0(+/-)0.0	0.01(+/-)0.07
