feature	score	p-value	#I-out-of-171	#O-out-of-68
snp_PA14_12230,leuS_1057316	17.6029411765	2.72167091095e-05	0.0	7.0
gene_pa_group_13469	17.6029411765	2.72167091095e-05	0.0	7.0
gene_pa_group_5868	17.6029411765	2.72167091095e-05	0.0	7.0
snp_PA14_25610,maf-1_2240238	17.2755970809	3.23312453612e-05	3.0	11.0
gene_pa_group_1209	16.9599071207	3.81775691124e-05	6.0	14.0
gene_pa_group_17374	16.1487596988	5.85569019917e-05	1.0	8.0
snp_PA14_40320,xqhA_3603931	16.1487596988	5.85569019917e-05	1.0	8.0
snp_PA14_31110_2707125	15.406584512	8.66857107749e-05	14.0	20.0
snp_PA14_35050_3120637	15.3892563405	8.74842888525e-05	2.0	9.0
snp_PA14_40510,ccoN-2_3619522	15.3892563405	8.74842888525e-05	2.0	9.0
gene_pa_group_15178	15.3892563405	8.74842888525e-05	2.0	9.0
gene_pa_group_23060	15.3892563405	8.74842888525e-05	2.0	9.0
snp_PA14_47000_4188645	15.0882352941	0.000102600732617	0.0	6.0
snp_PA14_60000_5342918	15.0882352941	0.000102600732617	0.0	6.0
gene_pa_group_19615	15.0882352941	0.000102600732617	0.0	6.0
snp_PA14_61450_5483622	15.0882352941	0.000102600732617	0.0	6.0
snp_PA14_37990_3389274	15.0882352941	0.000102600732617	0.0	6.0
gene_pa_group_3104	15.0038104311	0.000107294312105	3.0	10.0
gene_pa_group_10926	15.0038104311	0.000107294312105	3.0	10.0
gene_pa_group_13303	15.0038104311	0.000107294312105	3.0	10.0
gene_pa_group_8411	15.0038104311	0.000107294312105	3.0	10.0
gene_pa_group_17025	15.0038104311	0.000107294312105	3.0	10.0
gene_pa_group_3101	15.0038104311	0.000107294312105	3.0	10.0
snp_PA14_31110_2707137	14.9105833469	0.000112728793761	2.0	0.0
snp_PA14_08160,lys_700934	14.8427989909	0.000116853355288	28.0	10.0
snp_PA14_33650,pvdD_2983743	14.3166771094	0.00015449013589	11.0	17.0
snp_PA14_31260_2718272	14.2892219408	0.000156759892497	1.0	3.0
gene_pa_group_6883	14.1530296329	0.000168525500663	15.0	20.0
gene_pa_group_2833	14.1530296329	0.000168525500663	15.0	20.0
snp_PA14_31200_2713416	14.1297508105	0.000170623783292	61.0	5.0
snp_PA14_59540_5297331	13.9819533751	0.00018457375253	10.0	16.0
snp_PA14_31260_2718438	13.9064470818	0.000192138278069	51.0	3.0
snp_PA14_31260_2718440	13.9064470818	0.000192138278069	51.0	3.0
snp_PA14_31190_2712636	13.8221545543	0.000200952678295	69.0	7.0
snp_PA14_38010_3391195	13.7022811318	0.000214194160596	1.0	7.0
snp_PA14_46440_4131081	13.7022811318	0.000214194160596	1.0	7.0
snp_PA14_35030_3119547	13.7022811318	0.000214194160596	1.0	7.0
snp_PA14_35030_3119690	13.7022811318	0.000214194160596	1.0	7.0
snp_PA14_19360_1671616	13.7022811318	0.000214194160596	1.0	7.0
snp_PA14_31180_2710530	13.6128689954	0.000224640329415	55.0	4.0
snp_PA14_31180_2710373	13.6128689954	0.000224640329415	55.0	4.0
snp_PA14_31180_2710292	13.6128689954	0.000224640329415	4.0	2.0
snp_PA14_31190_2712852	13.4667228529	0.000242832080638	68.0	7.0
snp_PA14_31280_2720259	13.4186650191	0.000249132934085	17.0	21.0
snp_PA14_31190_2712899	13.3925774531	0.000252622007267	59.0	5.0
snp_PA14_52480_4656716	13.3787566063	0.000254490386599	8.0	14.0
snp_PA14_33570_2953887	13.3787566063	0.000254490386599	8.0	14.0
snp_PA14_31180_2709761	13.2381765773	0.000274304618126	54.0	4.0
snp_PA14_31200_2713391	13.2381765773	0.000274304618126	4.0	2.0
gene_pa_group_8805	13.2381765773	0.000274304618126	54.0	4.0
gene_pa_group_6945	13.2381765773	0.000274304618126	54.0	4.0
snp_PA14_31180_2710481	13.1426149745	0.000288654714444	49.0	3.0
snp_PA14_55790_4983252	13.1235337117	0.000291609493716	7.0	13.0
snp_PA14_31190_2712644	13.1124324789	0.00029334255755	67.0	7.0
snp_PA14_58420_5205406	13.0531819745	0.000302769584334	2.0	8.0
snp_PA14_30500_2641913	13.0531819745	0.000302769584334	2.0	8.0
gene_pa_aroE_3	12.9912089592	0.000312956838038	16.0	20.0
gene_pa_group_2129	12.9912089592	0.000312956838038	16.0	20.0
snp_PA14_59540_5298506	12.9659709619	0.000317203909568	12.0	17.0
gene_pa_group_4649	12.8642900681	0.000334911926104	53.0	4.0
snp_PA14_31190_2711117	12.8642900681	0.000334911926104	53.0	4.0
snp_PA14_31090_2704868	12.8642900681	0.000334911926104	1.0	1.0
snp_PA14_51120_4544031	12.7725103199	0.000351750469747	3.0	9.0
gene_pa_group_8410	12.7725103199	0.000351750469747	3.0	9.0
gene_pa_group_3485	12.7638082645	0.000353390672751	5.0	11.0
snp_PA14_08540_730468	12.7638082645	0.000353390672751	0.0	1.0
snp_PA14_31090_2704748	12.7616250835	0.000353803377599	48.0	3.0
snp_PA14_31180_2710308	12.7251461988	0.000360771652053	32.0	0.0
gene_pa_group_22690	12.7023686668	0.000365192699574	4.0	10.0
snp_PA14_31150_2708491	12.6591555977	0.000373730970415	1.0	0.0
snp_PA14_33610_2970635	12.5882098128	0.00038818778345	11.0	16.0
snp_PA14_48340_4301900	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_55650,sbcC_4960099	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_38990_3474529	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_42320,pscE_3772124	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_48540_4316778	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_06230_549498	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_39270_3497621	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_41270_3683363	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_52670,astD_4668992	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_31870_2772545	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_46490,fabF2_4138296	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_47960_4269738	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_32660_2837451	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_38000_3390074	12.5735294118	0.00039124899032	100.0	39.0
snp_PA14_62410_5567501	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_26610_2318687	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_04570_407021	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_40350_3605488	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_12450_1073814	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_28060,cpg2_2430724	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_33280,pvdL_2915111	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_38990_3474561	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_38570_3441215	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_56600_5045113	12.5735294118	0.00039124899032	0.0	5.0
snp_PA14_58900_5249310	12.5735294118	0.00039124899032	0.0	5.0
gene_pa_group_2831	12.5671325806	0.000392590485519	15.0	19.0
gene_pa_group_2305	12.5671325806	0.000392590485519	15.0	19.0
snp_PA14_59540_5298515	12.5671325806	0.000392590485519	15.0	19.0
snp_PA14_31090_2704636	12.5108256447	0.000404600763409	1.0	3.0
