feature	score	p-value	#I-out-of-67	#O-out-of-302
snp_PA14_00090,glyS_12145	30.6946229119	3.0200078793e-08	16.0	11.0
snp_PA14_13000_1116086	30.2562560416	3.78568207066e-08	27.0	32.0
snp_PA14_05390,chpA_469164	29.9383364634	4.46006689714e-08	17.0	13.0
snp_PA14_37730_3363525	29.5316027479	5.50123502789e-08	13.0	7.0
snp_PA14_25400,ugpQ_2221188	29.5316027479	5.50123502789e-08	13.0	7.0
snp_PA14_25330,nqrD_2215656	29.5316027479	5.50123502789e-08	13.0	7.0
snp_PA14_44660,ligA_3978116	29.4545813976	5.72425626399e-08	15.0	10.0
snp_PA14_41510,nasA_3703792	28.637766701	8.72635306207e-08	16.0	12.0
snp_PA14_03410_313019	28.2362124019	1.07376764633e-07	14.0	9.0
snp_PA14_26130,morB_2281925	28.2362124019	1.07376764633e-07	14.0	9.0
snp_PA14_55450,hxcQ_4937085	28.2362124019	1.07376764633e-07	14.0	9.0
snp_PA14_18660_1607114	28.0690374234	1.17063846118e-07	17.0	14.0
snp_PA14_31180_2710620	27.2364774005	1.80029852167e-07	21.0	22.0
snp_PA14_45030,ttuD_4016164	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_30350,yqjG_2630695	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_58870,ndh_5242542	27.0457080727	1.98700912092e-07	16.0	53.0
snp_PA14_45070_4020850	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_32570_2828060	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_45050,pykF_4018748	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_25480_2227202	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_07760,surA_666000	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_46710_4163608	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_37730_3362998	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_58780,coaE_5238450	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_30400,dsrE_2632978	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_45170_4028519	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_17620,potC_1514342	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_66190_5897741	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_25560,rne_2233896	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_58820_5240265	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_49820,cobB_4431004	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_58900_5248596	27.0457080727	1.98700912092e-07	13.0	8.0
snp_PA14_35240_3134501	27.0457080727	1.98700912092e-07	0.0	0.0
snp_PA14_00150_16433	26.0686715429	3.29487026418e-07	14.0	10.0
snp_PA14_37560,asnB_3342717	25.8918677786	3.61087150617e-07	12.0	7.0
snp_PA14_37810,pcoB_3371218	25.8918677786	3.61087150617e-07	12.0	7.0
snp_PA14_51600_4586765	25.8918677786	3.61087150617e-07	12.0	7.0
snp_PA14_37745_3365196	25.8918677786	3.61087150617e-07	12.0	7.0
snp_PA14_37640_3349842	25.8918677786	3.61087150617e-07	12.0	7.0
snp_PA14_62410_5567759	25.8859407433	3.62197569358e-07	7.0	1.0
snp_PA14_31070_2703433	24.9094418829	6.00874145177e-07	23.0	28.0
snp_PA14_55160,toxR_4899853	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_15830_1350011	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_05390,chpA_470677	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_17370,yedE_1491641	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_15780_1343908	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_66270,glnE_5907070	24.8059723957	6.34007229872e-07	13.0	9.0
snp_PA14_67710,trmH_6048573	24.7106490426	6.66150838855e-07	17.0	16.0
snp_PA14_31260_2718490	24.5638529208	7.18876656717e-07	2.0	7.0
snp_PA14_22290,vacJ_1942429	24.5324418588	7.30691438318e-07	20.0	22.0
snp_PA14_58890_5245448	24.5111731206	7.38801701278e-07	19.0	20.0
snp_PA14_42770_3804739	24.0922822971	9.182759102e-07	14.0	11.0
snp_PA14_58210_5180838	24.0922822971	9.182759102e-07	14.0	11.0
snp_PA14_01250,ychM_123164	24.0922822971	9.182759102e-07	14.0	11.0
snp_PA14_45030,ttuD_4016662	23.63116007	1.16682687539e-06	15.0	13.0
gene_pa_group_8868	23.63116007	1.16682687539e-06	15.0	13.0
snp_PA14_31180_2710616	23.5784434363	1.19923498422e-06	22.0	27.0
snp_PA14_66820,phaC1_5966897	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_05290,algH_461534	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_33270,pvdG_2911691	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_55600_4948357	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_49610_4414412	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_04050_365392	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_05160_450983	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_71510,soxG_6373317	23.5636651181	1.20848105574e-06	12.0	8.0
gene_pa_group_16200	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_14960,yafV_1270947	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_38680_3449338	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_03980_358831	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_55800_4983784	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_25960,cobW_2264771	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_29350,pfeA_2540955	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_09680_832408	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_17220,lpxB_1476343	23.5636651181	1.20848105574e-06	0.0	2.0
snp_PA14_68970_6152674	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_17510_1503995	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_55660,recD_4962785	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_11400,ribD_989159	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_00640,phzH_66004	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_68360_6099284	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_00080_10195	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_17220,lpxB_1476372	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_41575,sigX_3714132	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_17280,mesJ_1484468	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_27020,mttC_2350269	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_38550,maiA_3438141	23.5636651181	1.20848105574e-06	12.0	8.0
gene_pa_group_14879	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_13650_1173980	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_53220,fumC2_4718351	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_66690_5956338	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_20030,hasD_1727105	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_10330,ompK_890462	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_13600_1169558	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_63960_5698530	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_35320,kguD_3140380	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_52490_4657105	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_20230,nosR_1742688	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_19500,ssuA_1685859	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_17040,glnD_1461750	23.5636651181	1.20848105574e-06	12.0	8.0
snp_PA14_44100_3925982	23.5636651181	1.20848105574e-06	12.0	8.0
