feature	score	avg I	avg O
snp_PA14_03050,pobA_269800	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_00510_50470	72.8	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_33630,pvdJ_2972828	2.3760989011	0.2(+/-)0.4	0.05(+/-)0.21
snp_PA14_28895_2499616	0.302197802198	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_03200_282769	0.233516483516	0.0(+/-)0.0	0.05(+/-)0.21
snp_PA14_59350,pilV2_5287193	0.164835164835	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_27500,yfbQ_2387668	0.0549450549451	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_52490_4656984	0.0549450549451	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_10400_898102	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_58720_5232799	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_13620	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_39640,cobN_3531505	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_38950_3470364	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_66400,aefA_5921196	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_09340,fptA_800518	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_39210,nadR_3492246	0.00996170967842	1.0(+/-)0.0	0.96(+/-)0.2
snp_PA14_11060,cupB1_957367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_30650,gacA_2655555	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_28895_2500021	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_32790_2860275	0.947802197802	0.0(+/-)0.0	0.19(+/-)0.39
snp_PA14_59940_5338341	0.571462912088	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_57540_5126397	0.398351648352	0.0(+/-)0.0	0.08(+/-)0.27
snp_PA14_73020_6502803	0.260989010989	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_68450_6108058	0.203985844664	0.8(+/-)0.4	0.64(+/-)0.48
snp_PA14_22680,yrbE_1972546	0.10989010989	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_51360,phnA_4565450	0.0961538461538	0.0(+/-)0.0	0.02(+/-)0.14
snp_PA14_14170_1212705	0.0824175824176	0.0(+/-)0.0	0.02(+/-)0.13
gene_pa_group_16413	0.0686813186813	0.0(+/-)0.0	0.01(+/-)0.12
