feature	score	std	#I-out-of-20	#O-out-of-334
genePA##,,group_22552	0.00220912710152	0.019911570208	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_30796	0.00218242608526	0.0213174074701	  (0, 0)	0.132845047365	  (0, 0)	0.116841077483
genePA##,,group_32022	0.00215419055938	0.0204374262192	  (0, 0)	0.153543857016	
genePA##,,group_16972	0.00208092528507	0.0194941644562	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_1856	0.00196880300311	0.0161125442324	  (0, 0)	0.0796726818376	  (0, 0)	0.316669239097
genePA##,,group_35634	0.0018805590922	0.021351563415	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_22556	0.00186429531394	0.0193173484201	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##PA14_69630,rnk,rnk	0.00185962897351	0.0215954258561	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_8473	0.00184440364824	0.0198433893612	  (0, 0)	0.139552217538	  (0, 0)	0.163198888281
genePA##,,group_7478	0.00180310215168	0.0174756072964	  (0, 0)	0.122115043845	  (0, 0)	0.134477477336
genePA##,,group_35599	0.00175221279952	0.0210083942647	  (0, 0)	0.154258970461	  (0, 0)	0.0789618816193
genePA##,,group_16973	0.00171398687461	0.0208897826863	  (0, 0)	0.201610285586	  (0, 0)	0.402577990503
genePA##,,group_35644	0.00167521106564	0.0199404269769	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_32137	0.00167411871062	0.0191974496473	  (0, 0)	0.146049403187	  (0, 0)	0.10480918667
genePA##,,group_22546	0.00165048767889	0.0156255850461	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_16970	0.00164706637429	0.0182969849151	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_17596	0.00163918601342	0.0194209287441	  (0, 0)	0.175174146651	  (0, 0)	0.138234429078
genePA##,,group_4891	0.00161273648968	0.0162999169387	  (0, 0)	0.170225364372	  (0, 0)	0.192098323017
genePA##,,group_17600	0.00154123542102	0.0177447917033	  (0, 0)	0.175174146651	  (0, 0)	0.138234429078
genePA##,,group_13217	0.00153272974712	0.0172921790015	  (0, 0)	0.120330221477	  (0, 0)	0.0678893438014
genePA##,,group_165	0.00152468653257	0.0157943350016	  (0, 0)	0.130219782823	  (0, 0)	0.16584375976
genePA##,,group_35606	0.00151781395595	0.018701231368	  (0, 0)	0.154258970461	  (0, 0)	0.0789618816193
genePA##,,group_26379	0.00151661742118	0.0179309141292	  (0, 0)	0.161636265644	  (0, 0)	0.240313115099
genePA##,,group_9453	0.00151261678945	0.0165851481023	  (0, 0)	0.0871791604372	  (0, 0)	0.125962716811
genePA##,,group_7698	0.00150739585729	0.0142273432546	  (0, 0)	0.0849771229237	  (0, 0)	0.110020408131
genePA##,,group_7020	0.00148510706668	0.0160730780201	  (0, 0)	0.180123784934	  (0, 0)	0.810833030166
genePA##,,group_22557	0.00148004257168	0.0183560481041	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_6543	0.00145546877733	0.0158275963676	  (0, 0)	0.116836383736	  (0, 0)	0.249564358178
genePA##,,group_22553	0.00144841733284	0.0162898270217	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_21051	0.00143680481954	0.0144759996663	  (0, 0)	0.0974068245728	
genePA##,,group_3440	0.00143294110356	0.0193853206016	  (0, 0)	0.226364287076	  (0, 0)	0.860511860037
genePA##,,group_14132	0.00143031856717	0.0179170843007	  (0, 0)	0.164035766781	  (0, 0)	0.254652030662
genePA##,,group_35626	0.00142560491861	0.0175545729534	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_5018	0.0014231105433	0.0158330874775	  (0, 0)	0.0849771229237	  (0, 0)	0.110020408131
genePA##,,group_7462	0.00142033704288	0.0143538320863	  (0, 0)	0.0994150176114	  (0, 0)	0.669439091884
genePA##,,group_8560	0.00140904938674	0.0126363758596	  (0, 0)	0.0799809963081	  (0, 0)	0.0272154948303
genePA##,,group_32023	0.00140781608575	0.0159280682695	  (0, 0)	0.153543857016	
genePA##,,group_12494	0.00140680384345	0.0145635348517	  (0, 0)	0.186264410934	  (0, 0)	0.574975733807
genePA##,,group_32043	0.00139077544764	0.0144291582244	  (0, 0)	0.086886652362	  (0, 0)	0.0694773990482
genePA##,,group_21064	0.00138808502948	0.0153633576636	  (0, 0)	0.0974068245728	
genePA##,,group_22559	0.00136670508779	0.0159285876649	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_22914	0.00136648549336	0.0171306668232	  (0, 0)	0.17072514057	  (0, 0)	0.428872757979
genePA##,,group_5678	0.0013365537343	0.0130451594693	  (0, 0)	0.0797255708469	  (0, 0)	0.17027635633
genePA##,,group_22848	0.00133173460856	0.0156336599431	  (0, 0)	0.160345578585	  (0, 0)	0.267622762104
genePA##,,group_21069	0.00132074446287	0.0134272386697	  (0, 0)	0.0974068245728	
genePA##,,group_11620	0.00131802363285	0.0134983471015	  (0, 0)	0.0779607754966	  (0, 0)	0.0593315217153
genePA##,,group_8047	0.00131447612288	0.0124118202506	  (0, 0)	0.072546834039	  (0, 0)	0.296698135652
genePA##,,group_4890	0.00130100137235	0.0145209259331	  (0, 0)	0.0838787300097	
genePA##PA14_37745,,novN	0.00129500090627	0.0144152945534	  (0, 0)	0.0974068245728	
genePA##,,group_6644	0.00129044313707	0.0136217877913	  (0, 0)	0.0849771229237	  (0, 0)	0.144806330279
genePA##,,group_22375	0.00127102117166	0.0158886742815	  (0, 0)	0.0632594372383	  (0, 0)	0.643829407472
genePA##,,group_7245	0.00124546270428	0.0134230516947	  (0, 0)	0.0838308176083	  (0, 0)	0.22132558876
genePA##,,group_20994	0.00124405573595	0.0132964090451	  (0, 0)	0.0974068245728	
genePA##,,group_3009	0.00122024807667	0.0132833314828	  (0, 0)	0.169783907953	  (0, 0)	0.953295651617
genePA##,,group_364	0.00121811378428	0.0154117578164	  (0, 0)	0.154477683065	  (0, 0)	0.696942101858
genePA##,,group_9053	0.00121584215658	0.0118292040039	  (0, 0)	0.0830347881822	  (0, 0)	0.158638305021
genePA##,,group_19113	0.00121442720814	0.0136758285686	  (0, 0)	0.154258970461	  (0, 0)	0.0789618816193
genePA##,,group_7460	0.00120921799909	0.0134600164972	  (0, 0)	0.119917240102	  (0, 0)	0.132057176825
genePA##,,group_344	0.00120844497145	0.015295623121	  (0, 0)	0.0731384160493	  (0, 0)	0.368964090608
genePA##,,nucM_2	0.00119519337523	0.0157980248084	  (0, 0)	0.169389796675	  (0, 0)	0.45576596951
genePA##,,group_4758	0.00119263928837	0.0137631212046	  (0, 0)	0.138306022965	  (0, 0)	0.104427243959
genePA##,,group_18751	0.0011782880937	0.0128778439468	  (0, 0)	0.086886652362	  (0, 0)	0.0694773990482
genePA##,,group_35629	0.0011773671903	0.0162853382933	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_32045	0.00116579381906	0.0137904494461	  (0, 0)	0.086886652362	  (0, 0)	0.0694773990482
genePA##,,group_4323	0.00115782060147	0.0136353716363	  (0, 0)	0.15785376075	  (0, 0)	0.367550530938
genePA##,,group_32574	0.00115674924703	0.0130637623769	  (0, 0)	0.089294787647	  (0, 0)	0.102601059245
genePA##,,group_19073	0.00115516758073	0.0159818962611	  (0, 0)	0.148553997304	  (0, 0)	0.106606554319
genePA##,,group_17599	0.0011509244801	0.015455760487	  (0, 0)	0.175174146651	  (0, 0)	0.138234429078
genePA##,,group_5832	0.0011496501048	0.0159527528672	  (0, 0)	0.139552217538	  (0, 0)	0.152513120093
genePA##,,group_31930	0.00114250381274	0.0158724308802	  (0, 0)	0.120407600155	  (0, 0)	0.176871845839
genePA##,,group_17809	0.00113980874081	0.0119287584972	  (0, 0)	0.0958821296243	  (0, 0)	0.362190161816
genePA##,,group_22560	0.00113820902048	0.0148405135012	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_638	0.00113634371017	0.0145721491896	  (0, 0)	0.105187169069	  (0, 0)	0.130581381686
genePA##,,group_12495	0.00113313219649	0.0123443623347	  (0, 0)	0.0834385484674	  (0, 0)	0.399065255966
genePA##,,yeeA	0.00112148712843	0.0127673563967	  (0, 0)	0.0778130967758	  (0, 0)	0.34486106281
genePA##,,group_6455	0.00111398342709	0.016990223743	  (0, 0)	0.0882739396908	  (0, 0)	0.702321704237
genePA##,,group_14260	0.00111137638597	0.0111503111861	  (0, 0)	0.0431831437204	  (0, 0)	0.15809415064
genePA##,,group_22411	0.00110511609682	0.013458719114	  (0, 0)	0.146049403187	  (0, 0)	0.106112032346
genePA##,,group_35638	0.00110423025919	0.0145258987571	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_30582	0.00110418410416	0.0131153801105	  (0, 0)	0.0971266365045	  (0, 0)	0.046973938359
genePA##,,ppc_2	0.00109736115154	0.0138251121399	  (0, 0)	0.15212993652	  (0, 0)	0.387116597634
genePA##,,group_16969	0.00109091503345	0.0139792019772	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_30716	0.0010870212237	0.0139664516997	  (0, 0)	0.101394486666	  (0, 0)	0.0548460010767
genePA##,,group_2036	0.00108633248619	0.0128600372429	  (0, 0)	0.0919909644592	  (0, 0)	0.110043217818
genePA##,,group_5514	0.00108266222631	0.0135310173992	  (0, 0)	0.07563343249	  (0, 0)	0.407692363827
genePA##,,group_22545	0.00108162777367	0.0134200438092	  (0, 0)	0.106766800909	  (0, 0)	0.217375781251
genePA##,,group_35646	0.00108005745006	0.0152120150587	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_17110	0.00107946810247	0.0137663641848	  (0, 0)	0.166021723684	  (0, 0)	0.189210253363
genePA##,,group_35637	0.00107926916649	0.0140247805701	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_21054	0.00107926498331	0.0131943422025	  (0, 0)	0.0777717565499	  (0, 0)	0.0415639572087
genePA##,,group_11930	0.00107517395457	0.0156547669605	  (0, 0)	0.162146725251	  (0, 0)	0.27938979914
genePA##,,group_4011	0.00106590748997	0.0130845431155	  (0, 0)	0.0754978942235	  (0, 0)	0.101873156433
genePA##,,queC_2	0.00106379727685	0.0135456321876	  (0, 0)	0.165105142473	  (0, 0)	0.203306257383
genePA##,,group_21140	0.00105536394659	0.0142310758804	  (0, 0)	0.130549825105	  (0, 0)	0.0873193366823
genePA##,,group_4755	0.00105464788867	0.012392611526	  (0, 0)	0.0872710984952	  (0, 0)	0.115247997631
genePA##,,group_16982	0.00105434970196	0.0124738165367	  (0, 0)	0.146110200663	  (0, 0)	0.104427243959
genePA##,,group_8600	0.00105390064373	0.0142801599459	  (0, 0)	0.0666936413337	  (0, 0)	0.605812109201
genePA##,,group_18973	0.00104513970333	0.0155162728095	  (0, 0)	0.151276646116	  (0, 0)	0.104768960531
genePA##,,group_35653	0.00104019720206	0.0140370781509	  (0, 0)	0.151276646116	  (0, 0)	0.10856040419
genePA##,,group_14373	0.0010359096547	0.0146617035676	  (0, 0)	0.166021723684	  (0, 0)	0.227143261537
