feature	score	avg I	avg O
snp_PA14_55260_4907825	19.7794118739	0.02(+/-)0.15	0.21(+/-)0.4
snp_PA14_30940,trbB_2687061	11.2090353161	0.12(+/-)0.33	0.3(+/-)0.46
snp_PA14_47490_4229774	9.54378500161	0.08(+/-)0.28	0.02(+/-)0.13
snp_PA14_39010,pqqF_3477260	7.71447559565	0.28(+/-)0.45	0.47(+/-)0.5
gene_pa_group_15778	5.51538461538	0.02(+/-)0.15	0.0(+/-)0.0
snp_PA14_09870_848490	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_31300_2722797	5.51538461538	0.02(+/-)0.15	0.0(+/-)0.0
snp_PA14_10090_867112	5.51538461538	0.02(+/-)0.15	0.0(+/-)0.0
snp_PA14_38480,gnyA_3432648	4.89225991712	0.24(+/-)0.43	0.14(+/-)0.34
snp_PA14_34280,metQ-l_3047941	4.2771348229	0.08(+/-)0.28	0.03(+/-)0.18
snp_PA14_06180,fiuI_546435	2.77252172514	0.02(+/-)0.15	0.0(+/-)0.06
snp_PA14_50300_4468454	2.17573221757	0.0(+/-)0.0	0.02(+/-)0.13
snp_PA14_30880,trbL_2681800	1.83846153846	0.01(+/-)0.09	0.0(+/-)0.0
snp_PA14_01670_153017	1.34437721275	0.02(+/-)0.15	0.01(+/-)0.09
snp_PA14_40260_3591329	1.08786610879	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_15460,merA_1309270	0.561261959798	0.27(+/-)0.44	0.31(+/-)0.46
snp_PA14_28040_2427991	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_58320_5193259	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_35000_3116757	0.136024644811	0.02(+/-)0.12	0.02(+/-)0.14
snp_PA14_50740_4508652	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_30630,pqsH_2654151	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_16910_1450193	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_29560_2563207	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_41150_3670871	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_50220,fleQ_4462212	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_23520_2047976	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_33610_2969470	10.3914612646	0.08(+/-)0.28	0.23(+/-)0.42
snp_PA14_37530_3340070	3.67692307692	0.02(+/-)0.12	0.0(+/-)0.0
snp_PA14_53570_4751264	2.91676982496	0.04(+/-)0.19	0.02(+/-)0.13
gene_pa_group_4796	2.35163574447	0.12(+/-)0.32	0.07(+/-)0.25
snp_PA14_09340,fptA_800063	2.17573221757	0.0(+/-)0.0	0.02(+/-)0.13
snp_PA14_64740,pchA_5768365	1.83846153846	0.01(+/-)0.09	0.0(+/-)0.0
snp_PA14_57340,murG_5109605	1.83846153846	0.01(+/-)0.09	0.0(+/-)0.0
snp_PA14_48910_4347831	1.63179916318	0.0(+/-)0.0	0.01(+/-)0.11
gene_pa_group_21650	1.29925973608	0.02(+/-)0.12	0.0(+/-)0.06
snp_PA14_10770_929353	1.29925973608	0.02(+/-)0.12	0.0(+/-)0.06
snp_PA14_05390,chpA_471864	1.29925973608	0.02(+/-)0.12	0.0(+/-)0.06
snp_PA14_00190,fmt_20843	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_46590_4148787	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_55280_4909000	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_19050,metG_1646183	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_38000_3390116	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_23500,tyrB_2044588	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_49110_4362835	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_63960_5699881	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_18780,mexF_1617044	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_09150,katA_774023	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_29400,rhs_2549819	0.382394592855	0.02(+/-)0.12	0.01(+/-)0.09
snp_PA14_62590,panC_5585031	0.382394592855	0.02(+/-)0.12	0.01(+/-)0.09
snp_PA14_19320_1666009	0.119000643708	0.63(+/-)0.48	0.66(+/-)0.47
snp_PA14_55980,yjgR_4997023	0.0648986160283	0.69(+/-)0.46	0.67(+/-)0.47
snp_PA14_40040_3568592	0.0331187640811	0.05(+/-)0.23	0.06(+/-)0.23
snp_PA14_40850,gpmA_3644982	0.0189250080463	0.03(+/-)0.17	0.03(+/-)0.18
snp_PA14_15620_1328273	0.0144217112587	0.3(+/-)0.46	0.29(+/-)0.46
gene_pa_group_14589	0.00619129824151	0.03(+/-)0.17	0.03(+/-)0.17
gene_pa_group_6598	0.0	1.0(+/-)0.0	1.0(+/-)0.0
snp_PA14_53820_4772171	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_38780,pqqE_3459513	1.83846153846	0.01(+/-)0.09	0.0(+/-)0.0
snp_PA14_55650,sbcC_4960504	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_28000_2424749	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_26850_2336485	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_48910_4348045	nan	0.12(+/-)0.32	0.1(+/-)0.3
snp_PA14_66270,glnE_5906829	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_35740,tpnA_3179383	15.6367281254	0.09(+/-)0.29	0.01(+/-)0.09
snp_PA14_32140,antC_2795748	3.62452526553	0.03(+/-)0.17	0.08(+/-)0.28
genexp_PA14_40100	3.08075703746	3.22(+/-)2.28	3.57(+/-)2.17
snp_PA14_43550_3878522	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_14310_1221236	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_49520,pyoS3A_4404367	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_05360,pilJ_466121	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_61180_5456424	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_72150_6429147	5.51538461538	0.02(+/-)0.15	0.0(+/-)0.0
snp_PA14_02620,mdcH_233287	2.77252172514	0.02(+/-)0.15	0.0(+/-)0.06
snp_PA14_35990_3202521	1.83846153846	0.01(+/-)0.09	0.0(+/-)0.0
snp_PA14_40040_3568241	1.34437721275	0.02(+/-)0.15	0.01(+/-)0.09
snp_PA14_47080_4193420	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_50330_4473842	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_55610,dnaE2_4949421	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_67630_6042808	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_62350,phuR_5562190	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_03030,aroQ2_267418	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_39590,metE_3523573	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
snp_PA14_38970_3473565	0.543933054393	0.0(+/-)0.0	0.0(+/-)0.06
