feature	score	std	#I-out-of-234	#O-out-of-148
genePA##,,group_13790	0.00238884281105	0.0165975830154	  (0, 0)	1.79254666674	  (0, 0)	0.156172349047
genePA##,,group_13792	0.00190634893843	0.013958518332	  (0, 0)	1.77935512313	  (0, 0)	0.15673564274
genePA##,,group_5523	0.00176567498506	0.014608601369	  (0, 0)	1.64194799499	  (0, 0)	0.0772048323422
genePA##,,group_8167	0.0017279345118	0.0121893786863	  (0, 0)	1.91937498183	  (0, 0)	0.552873109332
genePA##,,group_5350	0.00164838337327	0.0132679457325	  (0, 0)	1.78509500015	  (0, 0)	0.186975406978
genePA##,,group_21796	0.00159661699738	0.0137390915331	  (0, 0)	1.77935512313	  (0, 0)	0.15673564274
genePA##,,group_21794	0.00156695171766	0.0133623918978	  (0, 0)	1.79901215336	  (0, 0)	0.15673564274
genePA##,,group_196	0.00154411423395	0.0119995267756	  (0, 0)	1.57077840097	  (0, 0)	0.0460040918903
genePA##,,group_579	0.00151802291246	0.0127072326121	  (0, 0)	1.80375307021	  (0, 0)	0.19755489531
genePA##,,ptlF_3	0.00150499564404	0.0136089773218	  (0, 0)	1.80406407498	  (0, 0)	0.155060963469
genePA##,,group_895	0.00150090371749	0.0137100192759	  (0, 0)	1.70659280869	  (0, 0)	0.104691747224
genePA##PA14_68420,,group_8166	0.00143294028163	0.010472699877	  (0, 0)	1.24400044245	  (0, 0)	1.36642559234
genePA##,,group_4175	0.00140115304393	0.0142975971384	  (0, 0)	1.74911600473	  (0, 0)	0.0756654315635
genePA##,,group_2501	0.00138676900346	0.0134588313427	  (0, 0)	1.74236597328	  (0, 0)	0.0937325247252
genePA##,,group_4197	0.00132545133751	0.0123831541953	  (0, 0)	1.92611440825	  (0, 0)	0.494468307929
genePA##,,group_21793	0.00128919336265	0.012203515949	  (0, 0)	1.79901215336	  (0, 0)	0.15673564274
genePA##,,group_7210	0.00128052338972	0.0123954127676	  (0, 0)	1.5503329752	  (0, 0)	0.0460040918903
genePA##,,group_16647	0.00125810948867	0.0118590086626	  (0, 0)	1.79254666674	  (0, 0)	0.156172349047
genePA##,,group_5242	0.00124008068481	0.00983160497152	  (0, 0)	1.91490241836	  (0, 0)	0.529311517237
genePA##,,group_4326	0.00123669071969	0.0108176682992	  (0, 0)	1.56326783983	  (0, 0)	0.133835012598
genePA##PA14_46490,fabF2,group_6476	0.00119510478461	0.00955704627038	  (0, 0)	1.40997341388	  (0, 0)	1.35010328592
genePA##,,group_13843	0.0011756570727	0.0110055891852	  (0, 0)	1.94675796066	  (0, 0)	0.382178065194
genePA##,,group_21791	0.00116206276692	0.0105030348806	  (0, 0)	1.80553723056	  (0, 0)	0.138404114783
genePA##,,group_7079	0.00115284314274	0.0104617519415	  (0, 0)	2.02142172911	  (0, 0)	0.934641010203
genePA##,,group_13791	0.00115161579626	0.0112244513318	  (0, 0)	1.79254666674	  (0, 0)	0.156172349047
genePA##,,group_4170	0.00114625042709	0.0113335133877	  (0, 0)	1.73310996939	  (0, 0)	0.0940956502106
genePA##,,group_2233	0.00108755935063	0.0109863698472	  (0, 0)	1.56555475793	  (0, 0)	0.063771628504
genePA##,,ptlG_1	0.00108681259232	0.0102725519738	  (0, 0)	1.74495474127	  (0, 0)	0.201061420063
