feature	score	std	#I-out-of-4	#O-out-of-365
snp_PA14_03360_307139	0.00387577518926	0.0363475434892	1.0	0.0
snp_PA14_14140_1210803	0.0035204253378	0.0404864691143	1.0	0.0
snp_PA14_72300_6441338	0.00334442989154	0.0374222073738	1.0	0.0
snp_PA14_09380_804913	0.00313502094752	0.0399731410606	1.0	0.0
snp_PA14_02390_214997	0.00311679583412	0.0511263342249	2.0	1.0
snp_PA14_30880,trbL_2681632	0.0030027173913	0.0499370080369	1.0	0.0
snp_PA14_54690,ywnB_4848940	0.00299455040872	0.0498557712366	1.0	0.0
snp_PA14_64230,retS_5722900	0.00275798899618	0.0318228581256	1.0	0.0
snp_PA14_33280,pvdL_2917418	0.00266304347826	0.0470395740464	1.0	0.0
snp_PA14_00990_98209	0.00265112135821	0.043490638741	1.0	0.0
gene_pa_group_13592	0.00261529861837	0.03422282131	1.0	2.0
snp_PA14_23970,xcpQ_2083563	0.00259232585617	0.0338251198894	1.0	0.0
snp_PA14_35500,bkdB_3156557	0.00257977714241	0.0310815643222	1.0	0.0
snp_PA14_67220_5999589	0.00251947002021	0.039811797838	2.0	0.0
snp_PA14_51000,yigN_4531098	0.00250409457684	0.0460519834703	1.0	0.0
snp_PA14_30260,ate1_2620431	0.00249592391304	0.0460080495955	1.0	0.0
snp_PA14_03310_301173	0.00249182561308	0.0459862699287	1.0	0.0
snp_PA14_33610_2959939	0.00233536643884	0.0330774758737	1.0	0.0
snp_PA14_71970,wbpW_6414943	0.00230448396154	0.0427361244406	3.0	344.0
snp_PA14_69300_6181716	0.0022578414493	0.02612631981	1.0	0.0
gene_pa_group_21732	0.00225482835516	0.0450264865872	1.0	1.0
snp_PA14_32790_2850168	0.00224861528841	0.0450094269026	1.0	3.0
snp_PA14_00875,ppkA_85853	0.00222093084619	0.0416663062148	1.0	0.0
gene_pa_pilT_3	0.00222028340966	0.0355320712942	0.0	132.0
snp_PA4704.2,prrF2_5556176	0.00220870611642	0.0285101061071	1.0	0.0
snp_PA14_05590,metF_496212	0.00209645751886	0.0284910806522	1.0	0.0
snp_PA14_33690,pvdE_2990192	0.00205597826087	0.0281272626217	1.0	0.0
snp_PA14_03285_298287	0.002	0.0446766158074	1.0	0.0
snp_PA14_03270_294255	0.002	0.0446766158074	1.0	0.0
snp_PA14_31630_2749177	0.002	0.0446766158074	1.0	0.0
snp_PA14_30880,trbL_2681626	0.002	0.0446766158074	0.0	1.0
snp_PA14_51620_4587880	0.002	0.0446766158074	1.0	0.0
snp_PA14_61120_5449581	0.002	0.0446766158074	1.0	0.0
snp_PA14_48880,intT_4346077	0.002	0.0446766158074	1.0	0.0
snp_PA14_34150,sfnR_3037823	0.002	0.0446766158074	1.0	0.0
snp_PA14_03250_291599	0.002	0.0446766158074	0.0	19.0
snp_PA14_11180_973117	0.002	0.0446766158074	1.0	0.0
snp_PA14_28710,pheT_2471910	0.002	0.0446766158074	1.0	0.0
snp_PA14_07530,dnaG_649464	0.002	0.0446766158074	1.0	1.0
gene_pa_cheY_2	0.002	0.0446766158074	3.0	365.0
snp_PA14_21210_1836464	0.002	0.0446766158074	1.0	0.0
snp_PA14_00030,recF_3797	0.002	0.0446766158074	1.0	0.0
snp_PA14_29230_2529134	0.00199452813502	0.0314732400907	1.0	0.0
