feature	score	avg I	avg O
snp_PA14_03050,pobA_269800	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_55200_4903051	71.8974725275	0.8(+/-)0.4	0.03(+/-)0.17
snp_PA14_31100_2705167	2.94131101457	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_33610_2970908	1.97802197802	0.0(+/-)0.0	0.4(+/-)0.49
snp_PA14_12650_1085934	1.89495334854	0.2(+/-)0.4	0.73(+/-)0.45
snp_PA14_33610_2969578	1.73076923077	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_32790_2863344	0.637915521978	0.2(+/-)0.4	0.44(+/-)0.5
snp_PA14_28895_2499616	0.302197802198	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_33630,pvdJ_2972828	0.247252747253	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_03200_282769	0.233516483516	0.0(+/-)0.0	0.05(+/-)0.21
snp_PA14_59350,pilV2_5287193	0.164835164835	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_27500,yfbQ_2387668	0.0549450549451	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_52490_4656984	0.0549450549451	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_10400_898102	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_58720_5232799	0.0412087912088	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_13620	0.0274725274725	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_39640,cobN_3531505	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_38950_3470364	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_66400,aefA_5921196	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_09340,fptA_800518	0.0137362637363	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_39210,nadR_3492246	0.00996170967842	1.0(+/-)0.0	0.96(+/-)0.2
snp_PA14_11060,cupB1_957367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_30650,gacA_2655555	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_57540_5126397	33.565005684	0.8(+/-)0.4	0.07(+/-)0.25
snp_PA14_28895_2500021	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59940_5338341	1.97802197802	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_68450_6108058	1.53129307134	0.2(+/-)0.4	0.65(+/-)0.48
snp_PA14_00820_80110	1.27379504217	0.2(+/-)0.4	0.59(+/-)0.49
snp_PA14_73020_6502803	0.260989010989	0.0(+/-)0.0	0.05(+/-)0.22
genexp_PA14_26550	0.111481256579	6.44(+/-)0.39	6.07(+/-)0.49
snp_PA14_22680,yrbE_1972546	0.10989010989	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_51360,phnA_4565450	0.0961538461538	0.0(+/-)0.0	0.02(+/-)0.14
snp_PA14_14170_1212705	0.0824175824176	0.0(+/-)0.0	0.02(+/-)0.13
