feature	score	std	#I-out-of-6	#O-out-of-363
snp_PA14_22530_1960711	0.00338912164905	0.0356754468943	1.0	0.0
snp_PA14_19110,rhlB_1649948	0.00306020767348	0.0373295610501	1.0	0.0
snp_PA14_72760_6480553	0.00280704441928	0.0457404377795	2.0	258.0
snp_PA14_08070,gpFI_694764	0.00279183953642	0.0377005101417	1.0	2.0
snp_PA14_31110_2706591	0.00219766076736	0.0288888297126	2.0	2.0
snp_PA14_07470_640457	0.00217898662617	0.0328473183941	1.0	0.0
gene_pa_group_11087	0.00215291250736	0.0300905149486	2.0	61.0
snp_PA14_40470_3616595	0.00201532985048	0.0260232466047	1.0	0.0
gene_pa_ybaL_2	0.00201501668326	0.025144477018	5.0	363.0
snp_PA14_07960,prtR_686129	0.0020138137292	0.023079235339	1.0	2.0
gene_pa_group_3924	0.002	0.0446766158074	1.0	0.0
gene_pa_tsaC1	0.002	0.0446766158074	5.0	362.0
snp_PA14_03760_336685	0.00199450565813	0.0314727684379	1.0	0.0
gene_pa_group_4845	0.00196679713213	0.0318274127908	2.0	0.0
snp_PA14_28820_2487952	0.00186159467518	0.0221429402749	1.0	0.0
snp_PA14_48910_4348340	0.00183564257668	0.0238301797954	1.0	0.0
snp_PA14_43100_3840092	0.00182586036479	0.0261770633711	1.0	0.0
gene_pa_group_20525	0.001809110971	0.0286803054596	2.0	1.0
snp_PA14_10660,hpaA_919007	0.00180445356432	0.0214667243231	1.0	0.0
snp_PA14_33690,pvdE_2989057	0.00179119704378	0.0284186530328	1.0	0.0
snp_PA14_01770_162463	0.00175077008229	0.0255031696073	1.0	0.0
snp_PA14_45310,ccmF_4039328	0.00174918925645	0.0338803557055	1.0	0.0
snp_PA14_05480_484386	0.00172362787077	0.0385029300886	1.0	0.0
snp_PA14_59380_5289558	0.00172348516549	0.0249718797055	1.0	0.0
snp_PA14_30870,trbF_2680896	0.00170289359593	0.0243173565849	0.0	9.0
snp_PA14_10970_949348	0.00169000281088	0.0280211507137	1.0	0.0
snp_PA14_34580_3073376	0.00166356164384	0.0262889851207	1.0	0.0
snp_PA14_31270_2719002	0.00163147370495	0.0218754757101	1.0	0.0
snp_PA14_48500_4311573	0.00160643968592	0.0283757311591	1.0	0.0
snp_PA14_31110_2707024	0.00160434782609	0.0358384157237	0.0	50.0
snp_PA14_14380_1227139	0.00160157493941	0.0191629653079	1.0	0.0
snp_PA14_30900,trbJ_2683628	0.00159318235613	0.0254269836789	3.0	45.0
snp_PA14_33280,pvdL_2924303	0.0015817089664	0.0302209165143	1.0	1.0
snp_PA14_36650_3264296	0.00155819384975	0.0255143930748	1.0	0.0
snp_PA14_53660_4759232	0.00153099085336	0.0200860224414	1.0	0.0
gene_pa_oprD_7	0.00152958461053	0.0187569757145	3.0	360.0
snp_PA14_03070,pobR_271297	0.0015278968587	0.0218011869065	1.0	0.0
snp_PA14_59530_5296252	0.00151348082188	0.0203994523769	1.0	0.0
snp_PA14_65850,rocE_5865322	0.00150407608696	0.033598514741	3.0	140.0
snp_PA14_31260_2718448	0.00150407608696	0.033598514741	4.0	61.0
snp_PA14_49560,toxA_4408926	0.00150044775914	0.0200305432617	1.0	0.0
snp_PA14_66000_5878635	0.00149847541797	0.0249395724155	1.0	0.0
snp_PA14_34700_3082911	0.00149590163934	0.0334159114133	1.0	0.0
snp_PA14_31050_2700588	0.00149590163934	0.0334159114133	1.0	0.0
snp_PA14_11340,trx-1_986268	0.00149590163934	0.0334159114133	1.0	2.0
snp_PA14_07480_641419	0.00149315450931	0.0248049166426	2.0	91.0
snp_PA14_18780,mexF_1618444	0.00146579593307	0.0232144224818	1.0	0.0
snp_PA14_48010_4272705	0.00146019707407	0.0231497279545	0.0	3.0
snp_PA14_20330,phnE_1750958	0.00143868469376	0.0244066592177	1.0	0.0
snp_PA14_59690_5311474	0.00143635655897	0.0320857750738	5.0	156.0
snp_PA14_33340_2933604	0.00142986040846	0.0199301925833	1.0	0.0
snp_PA14_30910,trbE_2684689	0.00141209065293	0.019689351125	1.0	0.0
snp_PA14_11290_982692	0.00140933534317	0.0185576722985	1.0	0.0
gene_pa_group_4848	0.00140488376202	0.024116629305	1.0	0.0
snp_PA14_51550_4584556	0.00140380204158	0.0182998887222	0.0	2.0
snp_PA14_25590_2238226	0.00139726474118	0.0239859710081	1.0	0.0
snp_PA14_21990_1912392	0.00139020258263	0.0238935747824	1.0	0.0
snp_PA14_42160_3761313	0.00138961159524	0.0238543828212	1.0	0.0
snp_PA14_63320_5650718	0.0013874554526	0.0238365719124	1.0	1.0
snp_PA14_28400,oprQ_2453634	0.0013846932698	0.0237792785969	1.0	0.0
snp_PA14_68610,hslO_6118655	0.0013725150891	0.0185992879178	1.0	2.0
