feature	score	std	#I-out-of-25	#O-out-of-344
snp_PA14_59940_5339736	0.00182373526957	0.0166112002019	1.0	79.0
snp_PA14_31000_2693386	0.00127038546365	0.0127085060608	3.0	2.0
gene_pa_group_15593	0.00126223735566	0.010084104443	2.0	0.0
snp_PA14_42440,popD_3779827	0.00120532880088	0.0141407385912	3.0	0.0
snp_PA14_62040_5535562	0.00120182589048	0.0138317462096	2.0	0.0
gene_pa_pqqA	0.00119931722716	0.011270940188	23.0	343.0
snp_PA14_31900_2778776	0.00112651529924	0.0130857322907	2.0	0.0
snp_PA14_12630_1083502	0.001032837862	0.0120210807068	0.0	1.0
snp_PA14_20860_1796740	0.00102924282402	0.0134240440719	3.0	1.0
snp_PA14_08210_702308	0.00095951407201	0.010754158295	2.0	0.0
snp_PA14_31040_2699275	0.000957094266496	0.0104985474406	3.0	1.0
snp_PA14_18970,pldA_1637020	0.000938976998619	0.00921786586886	2.0	0.0
gene_pa_moaA_3	0.000916937371619	0.00895460749741	23.0	344.0
snp_PA14_03240,hcpC_288807	0.000896199351695	0.0123835389815	3.0	0.0
gene_pa_group_22376	0.000869835326346	0.0103043313031	3.0	0.0
snp_PA14_59540_5298791	0.000853176715709	0.0110682848937	2.0	0.0
snp_PA14_04710_418618	0.000827042336665	0.00875982884263	1.0	0.0
snp_PA14_32790_2858696	0.000814723960419	0.00846587242867	1.0	0.0
gene_pa_pqqC_2	0.000810942249249	0.0100070379688	23.0	344.0
snp_PA14_59920_5336109	0.000810666878741	0.00982305940883	4.0	79.0
snp_PA14_08300,JF1_711330	0.000806303605592	0.0101276627809	2.0	3.0
snp_PA14_40040_3569554	0.000802053868793	0.00890759665367	1.0	0.0
snp_PA14_38140_3402182	0.000796529587897	0.0110442649684	2.0	1.0
snp_PA14_29420,ysgA_2551522	0.000776839985793	0.0108272777349	2.0	0.0
snp_PA14_12450_1072553	0.000769266382539	0.00823095773545	1.0	0.0
snp_PA14_03810,aguA_343756	0.000761199442664	0.0105550336913	3.0	2.0
gene_pa_group_1326	0.000759000672023	0.00804431443296	24.0	344.0
snp_PA14_01300,coxA_127474	0.000741941740748	0.00925761770724	2.0	0.0
gene_pa_group_1067	0.000738532771073	0.0115719154918	3.0	3.0
gene_pa_group_17361	0.000735457090497	0.00958112867783	4.0	3.0
snp_PA14_60310,pilY1_5376341	0.000723047084059	0.00951367525927	2.0	0.0
snp_PA14_01310,coxG_128123	0.000715251589026	0.00971118759796	0.0	1.0
gene_pa_pipB2	0.000712269923279	0.00807044648343	23.0	344.0
gene_pa_betA_1	0.000711297064053	0.0118737466666	22.0	338.0
snp_PA14_19100,rhlA_1648800	0.00070634012277	0.00835979645299	1.0	0.0
gene_pa_group_16121	0.000704243498588	0.00847674089728	2.0	0.0
snp_PA14_69840_6227875	0.000701457597715	0.00818936860434	1.0	0.0
snp_PA14_31160_2709074	0.000699183993791	0.00954373579603	2.0	1.0
snp_PA14_60070_5348163	0.000696197351381	0.010105416685	2.0	1.0
snp_PA14_36710,glgB_3271840	0.000693713823129	0.00782798225273	1.0	0.0
snp_PA14_38730,yhhS_3453244	0.000689881107357	0.00930812795736	3.0	1.0
snp_PA14_59560_5301215	0.000677960711647	0.00775879113814	3.0	4.0
gene_pa_group_12744	0.000676733453813	0.0080184802001	2.0	0.0
snp_PA14_39330,rbsA_3500915	0.000665486223316	0.00722610081807	3.0	3.0
snp_PA14_17900,metR_1537669	0.000663192824679	0.00919448782531	3.0	1.0
gene_pa_adhB_3	0.000662251086662	0.0102200121086	2.0	0.0
snp_PA14_59560_5301245	0.000661480441467	0.0071433282641	1.0	0.0
snp_PA14_69370,algP_6187753	0.000655670077073	0.00865270809937	11.0	187.0
snp_PA14_01230_120481	0.000654449919444	0.00800062958987	2.0	0.0
snp_PA14_49470,nrdB_4397940	0.000654230018948	0.00859938630487	4.0	4.0
snp_PA14_57010,groEL_5079945	0.000651015205815	0.0089412889944	1.0	0.0
snp_PA14_49780_4428099	0.00064998424581	0.00806752558618	2.0	0.0
gene_pa_group_23697	0.000648871876773	0.00925199057914	23.0	343.0
gene_pa_group_17794	0.000642108980007	0.00773197046928	1.0	1.0
snp_PA14_30970,bphR_2691234	0.000640068414677	0.00799589209875	1.0	0.0
snp_PA14_30910,trbE_2685692	0.00062436972522	0.00754984647315	0.0	0.0
gene_pa_group_6670	0.000621180870565	0.00889218540411	2.0	0.0
snp_PA14_59180_5268559	0.000620167619201	0.00830210830188	2.0	1.0
snp_PA14_39360_3504343	0.000619158006563	0.00802685412338	3.0	2.0
snp_PA14_30490_2640223	0.000616118471179	0.00990795647614	3.0	1.0
snp_PA14_62100_5542102	0.000615593751388	0.00976531065951	1.0	0.0
snp_PA14_45130_4024990	0.000614895784003	0.00996445025525	3.0	1.0
snp_PA14_60700,ccpR_5409078	0.00061189308653	0.00839656844724	1.0	1.0
snp_PA14_57920_5155479	0.000610152126998	0.00790681757864	2.0	0.0
snp_PA14_09740,yaaU_838220	0.000610127345605	0.0110370674734	2.0	0.0
snp_PA14_32790_2858840	0.000609463996817	0.00739799243245	2.0	0.0
snp_PA14_71240_6347739	0.000608038591329	0.00854094255089	1.0	0.0
snp_PA14_13220_1138307	0.000607986551529	0.00794858885118	2.0	0.0
snp_PA14_65690,icc_5850107	0.000603449138379	0.00867390660499	2.0	0.0
snp_PA14_46600_4151622	0.000599562188723	0.00916832081278	2.0	0.0
snp_PA14_55200_4902862	0.000593369342522	0.0127112839055	5.0	7.0
snp_PA14_60000_5343845	0.000592663712626	0.00761290538482	3.0	24.0
snp_PA14_03810,aguA_343516	0.000592564415191	0.00936002329981	4.0	3.0
snp_PA14_38410,amrB_3424176	0.000590355813824	0.00763537267523	22.0	342.0
snp_PA14_53790_4769253	0.000587934887634	0.0098244701768	3.0	1.0
snp_PA14_37810,pcoB_3371809	0.000586496068015	0.00944372911185	2.0	2.0
snp_PA14_26165_2284477	0.000584700617942	0.0130612224351	0.0	2.0
snp_PA14_10230,adh_880764	0.00058232329899	0.00620371372876	2.0	0.0
snp_PA14_50030_4447408	0.000576435393491	0.00941800346234	3.0	1.0
snp_PA14_57425,ftsI_5116392	0.00057500601227	0.0077372884456	5.0	9.0
snp_PA14_59560_5301265	0.000573895590116	0.00777066898556	3.0	4.0
snp_PA14_33610_2968784	0.000568720923592	0.00755044983309	1.0	0.0
snp_PA14_59580_5302571	0.000567970915146	0.00682785094102	4.0	12.0
snp_PA14_28810_2480664	0.000567039184385	0.00712230890481	1.0	0.0
snp_PA14_15430,tnpR_1306496	0.000566927015152	0.00731903273704	4.0	4.0
snp_PA14_52000_4615333	0.000566695575091	0.00813322466564	2.0	0.0
snp_PA14_60070_5350106	0.000565942914503	0.0108356541938	2.0	1.0
snp_PA14_01130_111109	0.000565156851059	0.00685320780482	1.0	0.0
snp_PA14_21870_1901226	0.000564086235471	0.00926380544255	2.0	2.0
snp_PA14_18230,fruR_1563382	0.000561253939235	0.00729063908877	2.0	0.0
snp_PA14_03810,aguA_343455	0.000561241619692	0.0104370280034	3.0	2.0
snp_PA14_67810,ctpA_6054613	0.000557809093473	0.00953601697007	2.0	0.0
snp_PA14_00925_93900	0.000557590897556	0.00766402711549	2.0	0.0
snp_PA14_32270,oprD3_2803851	0.000556973567001	0.00638779676513	1.0	0.0
gene_pa_group_22375	0.000556968428244	0.00943117921988	2.0	0.0
snp_PA14_46020_4094102	0.000556124520576	0.00764910881191	4.0	2.0
snp_PA14_33360_2936557	0.000555701444001	0.00617038395136	0.0	1.0
snp_PA14_19160,rarD_1655089	0.000555168108375	0.0097549335401	1.0	0.0
snp_PA14_31050_2700357	0.000552167535247	0.00838266304656	3.0	3.0
gene_pa_group_20602	0.000550556153224	0.00869389467929	4.0	3.0
