feature	score	p-value	#I-out-of-46	#O-out-of-323
snp_PA14_21940_1908910	63.6319508895	1.49976832011e-15	27.0	30.0
snp_PA14_28880_2493687	63.6319508895	1.49976832011e-15	27.0	30.0
gene_pa_group_23552	63.0934849913	1.97125042908e-15	17.0	10.0
gene_pa_group_13961	61.9698478934	3.48756798873e-15	24.0	24.0
snp_PA14_12860_1104122	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_37420_3331031	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_06580_574469	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_26390_2299973	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_61000_5441540	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_28895_2496335	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_55520,hxcU_4942104	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_73060,cynT_6505944	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_40640,cti_3628790	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_71180_6341992	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_36960_3292403	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_29940,nuoG_2592631	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_22840,ypuG_1983449	61.7535949518	3.89240248055e-15	27.0	31.0
snp_PA14_51420,pqsB_4569081	61.0630281819	5.5276511599e-15	26.0	29.0
snp_PA14_26140,cifR_2282153	60.7366944711	6.52426027851e-15	28.0	34.0
snp_PA14_26130,morB_2281979	60.7366944711	6.52426027851e-15	28.0	34.0
snp_PA14_21160_1830118	60.7366944711	6.52426027851e-15	28.0	34.0
snp_PA14_34130_3034210	59.9437397191	9.76079723068e-15	27.0	32.0
snp_PA14_36830_3282316	59.9437397191	9.76079723068e-15	27.0	32.0
snp_PA14_26970_2347008	59.9437397191	9.76079723068e-15	27.0	32.0
snp_PA14_50380,flgJ_4478955	59.9437397191	9.76079723068e-15	27.0	32.0
snp_PA14_17650_1517271	59.9437397191	9.76079723068e-15	27.0	32.0
