feature	score	std	#I-out-of-46	#O-out-of-323
snp_PA14_12860_1104122	0.0018276649933	0.0200514206465	27.0	31.0
gene_pa_group_1878	0.00136805604729	0.016416210316	29.0	40.0
snp_PA14_26390_2299973	0.00122683220763	0.0160541789994	27.0	31.0
snp_PA14_28880_2493687	0.00118429921255	0.0168987296929	27.0	30.0
snp_PA14_57480_5122255	0.0010433109641	0.0165056656976	27.0	36.0
gene_pa_group_1763	0.00104313183456	0.0129956910562	29.0	40.0
snp_PA14_27755,yliJ_2407645	0.00104089102435	0.0165427629562	24.0	29.0
snp_PA14_01860_169144	0.00098061022478	0.0148284472652	24.0	28.0
snp_PA14_41830,thrH_3737431	0.000944542744881	0.01491388618	24.0	28.0
snp_PA14_03530_321313	0.000933118854303	0.0139838593716	24.0	28.0
snp_PA14_22120_1930364	0.000930686873408	0.0148828239928	18.0	18.0
snp_PA14_02490,tonB2_224617	0.000927744447116	0.0140625421653	24.0	27.0
snp_PA14_33990_3022782	0.000918172976572	0.0147452881539	24.0	27.0
snp_PA14_39590,metE_3524318	0.000885168889363	0.014032370057	24.0	28.0
snp_PA14_07810_672035	0.000881784923896	0.0141742828335	25.0	31.0
snp_PA14_32790_2860227	0.000863342176245	0.0138053174082	24.0	28.0
gene_pa_group_15821	0.000851456527229	0.0123722739138	27.0	37.0
gene_pa_group_21240	0.000837922027444	0.0132420754096	25.0	34.0
gene_pa_group_1881	0.000828461838876	0.0132609466001	29.0	41.0
snp_PA14_71970,wbpW_6415011	0.000827628683798	0.00782933767175	15.0	196.0
snp_PA14_41990_3747242	0.000824030827622	0.0142073071289	24.0	27.0
snp_PA14_03220_286750	0.000818155139341	0.0143679354464	24.0	27.0
snp_PA14_11050,moaF_955769	0.00081507784666	0.0129828479259	24.0	29.0
snp_PA14_05390,chpA_470998	0.000811565084657	0.0128067729364	27.0	36.0
gene_pa_group_19253	0.000809283689326	0.0140443793875	15.0	8.0
snp_PA14_54010_4790322	0.000797375094188	0.013189589691	24.0	28.0
snp_PA14_06160,fiuA_544071	0.000793008713443	0.0126101593401	27.0	36.0
snp_PA14_50340,flgL_4475608	0.000789279488212	0.00879511017997	7.0	113.0
snp_PA14_37730_3364122	0.000778684523378	0.0135755734316	24.0	28.0
snp_PA14_66150_5893268	0.000773590895108	0.0124196344915	36.0	77.0
gene_pa_group_19862	0.000773228595009	0.0122020460173	18.0	17.0
snp_PA14_64220,purD_5722616	0.000770413809913	0.0121994560493	24.0	28.0
gene_pa_group_11925	0.000761068250567	0.0123090865519	7.0	0.0
snp_PA14_49520,pyoS3A_4403637	0.000754363681157	0.012151986806	25.0	32.0
snp_PA14_34710_3083504	0.000747899327102	0.0119906446351	24.0	28.0
