feature	score	std	#I-out-of-2	#O-out-of-367
snp_PA2852-PA2853,P14_2362579	0.00690258804477	0.079119169652	1.0	0.0
snp_PA14_26930_2343924	0.00545380434783	0.0703956699873	1.0	0.0
gene_pa_group_11599	0.00467028479747	0.0565935660298	1.0	0.0
snp_PA14_47810_4253749	0.00452314289543	0.0597975353405	1.0	0.0
snp_PA14_07480_640807	0.00450052107051	0.0605158443378	1.0	0.0
snp_PA14_38380,amrR_3420995	0.00403789341612	0.0580055366289	1.0	1.0
snp_PA14_40260_3592618	0.0039099378882	0.0617142103093	1.0	0.0
snp_PA14_07480_640680	0.00366758233622	0.0476076674219	1.0	0.0
snp_PA14_61610_5498006	0.00349590163934	0.0557372364674	1.0	1.0
snp_PA14_66620,pilQ_5947529	0.00334421774768	0.0480367683962	0.0	198.0
snp_PA14_13750,narK1_1182092	0.00332970027248	0.0536000420094	1.0	1.0
snp_PA14_31730_2760884	0.00324050048037	0.0501633623673	1.0	2.0
snp_PA14_29390_2545016	0.0030027173913	0.0499370080369	1.0	0.0
snp_PA14_43420_3868050	0.00300270994662	0.0499369337415	1.0	0.0
snp_PA14_32790_2859669	0.0029972826087	0.0498828888274	1.0	1.0
snp_PA14_14660,ycfJ_1250958	0.00288161784467	0.0487885364672	1.0	1.0
snp_PA14_33650,pvdD_2980234	0.00280435967302	0.0481210225226	1.0	1.0
snp_PA14_50300_4471561	0.00266304347826	0.0470395740464	1.0	2.0
snp_PA14_36180_3224039	0.00266304347826	0.0470395740464	1.0	0.0
snp_PA14_37680_3356447	0.00265757916012	0.0470015153896	1.0	2.0
snp_PA14_55117_4896865	0.00265572766974	0.0419067160131	1.0	0.0
snp_PA14_33630,pvdJ_2973280	0.00250679347826	0.0403430230343	1.0	19.0
snp_PA14_54420,mucA_4826012	0.00250409836066	0.0460520039739	1.0	0.0
snp_PA14_40040_3568625	0.00249045204806	0.0400901953554	1.0	0.0
snp_PA14_48115,aprD_4282867	0.00243354559003	0.0456952814323	1.0	2.0
gene_pa_group_23704	0.00238523552464	0.0388410721859	1.0	2.0
snp_PA14_55400_4929350	0.00238384447933	0.0388900493093	1.0	62.0
gene_pa_group_8232	0.00233239520735	0.0371659778038	1.0	0.0
snp_PA14_24940_2178761	0.0021553021843	0.0364913697898	1.0	2.0
snp_PA14_67500,gloA3_6025875	0.0020915403514	0.0373040431039	1.0	4.0
snp_PA14_06000,clpA_532412	0.00203131728235	0.0325429465425	0.0	23.0
snp_PA14_33650,pvdD_2982346	0.00200817444761	0.0354139414874	1.0	51.0
snp_PA14_40260_3592591	0.002	0.0446766158074	1.0	0.0
snp_PA14_16130_1373104	0.002	0.0446766158074	1.0	2.0
snp_PA14_40260_3592138	0.002	0.0446766158074	1.0	0.0
snp_PA14_40260_3592177	0.002	0.0446766158074	1.0	0.0
gene_pa_group_1169	0.002	0.0446766158074	1.0	0.0
snp_PA14_23460,orfN_2040236	0.002	0.0446766158074	1.0	0.0
snp_PA14_47370_4220036	0.002	0.0446766158074	1.0	1.0
gene_pa_group_3797	0.002	0.0446766158074	1.0	3.0
snp_PA14_60010_5344349	0.002	0.0446766158074	1.0	3.0
snp_PA14_07480_640660	0.002	0.0446766158074	0.0	15.0
gene_pa_group_4523	0.002	0.0446766158074	1.0	1.0
snp_PA14_45770,fliP_4069423	0.002	0.0446766158074	1.0	1.0
snp_PA14_40660_3630726	0.002	0.0446766158074	1.0	0.0
snp_PA14_68660,rimK_6122088	0.002	0.0446766158074	1.0	1.0
snp_PA14_44740,xdhB_3986966	0.002	0.0446766158074	1.0	0.0
snp_PA14_60320,pilE_5377373	0.002	0.0446766158074	1.0	0.0
snp_PA14_08760,rpoB_749860	0.002	0.0446766158074	1.0	0.0
