feature	score	std	#I-out-of-2	#O-out-of-367
snp_PA14_31270_2718936	0.00541169811041	0.0633560039878	1.0	0.0
snp_PA14_59270,pilO2_5280298	0.00448427633615	0.0594177214007	1.0	1.0
snp_PA14_48300_4297282	0.004	0.0631189353522	1.0	1.0
snp_PA14_24480,pelA_2137889	0.004	0.0631189353522	1.0	1.0
gene_pa_group_4223	0.00389041270806	0.052242478178	1.0	1.0
snp_PA14_59210_5273638	0.00356281175087	0.0539499673222	1.0	3.0
snp_PA14_25100_2196265	0.00332608695652	0.0492804606271	1.0	0.0
snp_PA14_24360_2119588	0.0029972826087	0.0498828888274	1.0	0.0
snp_PA14_42390,exsA_3777078	0.0029972826087	0.0498828888274	1.0	0.0
snp_PA14_51640_4589091	0.00286620359074	0.0438371698469	1.0	1.0
snp_PA14_21790,rdgC_1895551	0.00286101995529	0.0377611046055	0.0	2.0
snp_PA14_31280_2720324	0.00280876712329	0.0481576884527	1.0	2.0
gene_pa_group_4743	0.00266663688748	0.0420789758821	1.0	0.0
snp_PA14_24530,pelE_2144595	0.00266304347826	0.0470395740464	1.0	0.0
snp_PA14_15430,tnpR_1306726	0.00265940054496	0.0419646327682	1.0	0.0
snp_PA14_59540_5299043	0.00251297461286	0.0426698539668	1.0	2.0
snp_PA14_08300,JF1_709913	0.00241352034632	0.0356440921176	1.0	5.0
snp_PA14_16660,cadA_1425719	0.00238008770436	0.0434362784922	1.0	3.0
snp_PA14_59200_5271197	0.00236589002234	0.0386896191722	1.0	79.0
snp_PA14_59200_5271205	0.00229714387537	0.0367345801332	1.0	1.0
snp_PA14_16660,cadA_1425687	0.00225978246426	0.0362142407385	1.0	3.0
gene_pa_lexA_2	0.00224710821037	0.0358337605237	1.0	51.0
snp_PA14_33610_2960774	0.00218997808432	0.034829422992	1.0	11.0
snp_PA14_30900,trbJ_2683778	0.00212209787935	0.0427196496713	1.0	8.0
snp_PA14_59180_5268385	0.00208155896367	0.0283105158612	1.0	4.0
