feature	score	std	#I-out-of-7	#O-out-of-362
snp_PA14_32720_2841200	0.00382864525668	0.0408103975405	2.0	0.0
snp_PA14_14390_1228710	0.00294527570988	0.0470671430268	1.0	0.0
snp_PA14_35050_3120445	0.00242676489242	0.0338556912699	1.0	0.0
snp_PA14_61200_5461001	0.00224675087662	0.0278547148276	0.0	0.0
snp_PA14_47010_4189183	0.00199449068717	0.031473601508	1.0	0.0
snp_PA14_17320,eno_1489307	0.00187683923706	0.0308057970335	1.0	0.0
snp_PA14_33260,pvdS_2910169	0.00185510283072	0.0293693168145	1.0	0.0
snp_PA14_36250_3228479	0.00184002209255	0.0237433027275	1.0	0.0
snp_PA14_00510_49837	0.00182830437307	0.0342164280589	1.0	0.0
snp_PA14_17010,yjcE_1456195	0.00182621458908	0.0265488947035	1.0	0.0
snp_PA14_28780_2478638	0.00179007261368	0.0235922666376	1.0	0.0
snp_PA14_59540_5298965	0.00175475080339	0.0230082011051	1.0	2.0
snp_PA14_33690,pvdE_2989863	0.00172597999421	0.0227284277621	1.0	0.0
snp_PA14_06160,fiuA_543474	0.00171894409938	0.0383983025612	1.0	12.0
snp_PA14_25450,lolE_2224769	0.00169753719979	0.02891931337	1.0	0.0
snp_PA14_30740,mdaB_2667548	0.00169665882945	0.0243631758088	1.0	0.0
snp_PA14_15890,purT_1353727	0.00169500041794	0.0229750022988	1.0	0.0
snp_PA14_48920_4349319	0.00164754098361	0.0265352303427	1.0	0.0
snp_PA14_56250_5022541	0.00164123566611	0.0259124968822	1.0	0.0
snp_PA14_54570_4838020	0.00161125008454	0.0302225596563	2.0	1.0
gene_pa_group_5564	0.00160209504724	0.0260306600663	1.0	0.0
snp_PA14_43130_3841692	0.001587529274	0.0251089463746	1.0	0.0
snp_PA14_08480,argC_726130	0.00156901286808	0.0239696979899	1.0	0.0
snp_PA14_32830_2871638	0.00156870784784	0.0209173747897	1.0	0.0
snp_PA14_07800,djlA_671369	0.00156632336448	0.020887342201	1.0	0.0
snp_PA14_44160_3930223	0.00155819384975	0.0255143930748	1.0	0.0
snp_PA14_49150_4365730	0.00155544671972	0.0254610373241	1.0	0.0
snp_PA14_03170_280346	0.00153548432428	0.0242481590015	2.0	1.0
snp_PA14_39530_3519401	0.00153244724723	0.0202648518012	1.0	1.0
snp_PA14_38320,yfeH_3416056	0.0015155190947	0.018731833283	1.0	0.0
snp_PA14_37730_3363180	0.00149603736146	0.0211141164543	1.0	0.0
snp_PA14_40080_3572718	0.00149590910437	0.0248869995751	1.0	0.0
snp_PA14_31720_2759793	0.00149590163934	0.0248596875333	1.0	2.0
snp_PA14_11580_1001779	0.00149590163934	0.0334159114133	1.0	0.0
snp_PA14_33360_2936075	0.00149590163934	0.0334159114133	1.0	0.0
snp_PA14_01400,elaA_134142	0.00149437144375	0.0248443684818	1.0	0.0
snp_PA14_20570,amiB_1770798	0.00149175058996	0.0192023462784	1.0	1.0
snp_PA14_13730,narL_1178204	0.00146082191781	0.0231203688608	1.0	0.0
snp_PA14_58470,dppD_5207939	0.0014607893799	0.023149183265	1.0	1.0
snp_PA14_19810_1706884	0.00145226274268	0.0200442854998	1.0	0.0
snp_PA14_14650,secF_1250286	0.00143965596913	0.0200944946369	1.0	0.0
snp_PA14_33650,pvdD_2983569	0.00143635655897	0.0320857750738	3.0	23.0
snp_PA14_33280,pvdL_2919931	0.00139352865354	0.0159356889688	1.0	0.0
snp_PA14_33610_2960626	0.00137332073674	0.0237573720893	1.0	1.0
snp_PA14_30960,traG_2688880	0.0013571561535	0.0299482660389	2.0	8.0
snp_PA14_46340_4124254	0.00134142932523	0.0183154841972	1.0	0.0
snp_PA14_45000,gcl_4013150	0.00133335263165	0.02104120761	1.0	0.0
snp_PA14_71430_6361369	0.00132970502341	0.0233913990796	1.0	0.0
snp_PA14_30970,bphR_2691040	0.00132970027248	0.0297032541063	1.0	0.0
snp_PA14_70940,betA_6320606	0.00132961982293	0.0209811212711	1.0	0.0
snp_PA14_24480,pelA_2135931	0.00132961982293	0.0209811212711	1.0	0.0
snp_PA14_72690_6473180	0.00132602739726	0.0296212082887	1.0	1.0
snp_PA14_65810_5861164	0.00132602739726	0.0296212082887	1.0	0.0
snp_PA14_63250,yfcY_5644813	0.00132602739726	0.0296212082887	2.0	1.0
snp_PA14_21450_1859628	0.00131769254457	0.0209825572972	1.0	0.0
snp_PA14_59580_5302357	0.00131561335573	0.0179504610289	1.0	33.0
snp_PA14_62650_5590750	0.00131270105772	0.0208813071448	1.0	0.0
snp_PA14_57160,apbA_5091499	0.00131267963122	0.0218545846516	1.0	0.0
snp_PA14_59540_5297850	0.00131200063363	0.0149926161233	1.0	1.0
snp_PA14_43200_3849893	0.00130495138245	0.0216294536987	1.0	0.0
snp_PA14_11170_972898	0.00129208698614	0.0209149343121	1.0	0.0
snp_PA14_56410_5032057	0.0012825399112	0.0179989167322	1.0	0.0
snp_PA14_15350_1301718	0.00127906622853	0.018238419673	0.0	1.0
snp_PA14_12940_1108869	0.00126958105647	0.028360292548	2.0	42.0
snp_PA14_33000,gcvP2_2886553	0.00124426229508	0.0196628679694	1.0	0.0
snp_PA14_17480,rpoS_1499226	0.00124092355564	0.0176593068008	1.0	0.0
snp_PA14_62470,sfsA_5572670	0.00123940933784	0.016344885374	1.0	0.0
snp_PA14_66790,hslU_5965801	0.00123150830148	0.0226917146647	1.0	0.0
snp_PA14_33990_3023841	0.00122784771658	0.0159907647114	1.0	0.0
snp_PA14_00850_83526	0.00122105585926	0.019605801592	1.0	0.0
snp_PA14_67530_6032671	0.00121742339179	0.0194933773091	1.0	0.0
snp_PA14_38530,fahA_3437301	0.00121029947655	0.0205817512319	1.0	0.0
snp_PA14_59380_5289139	0.00120967668695	0.0225798900421	1.0	0.0
snp_PA14_45590,cheA_4056530	0.00119998096324	0.0227242086322	1.0	0.0
gene_pa_group_6540	0.00119781936503	0.0198773251081	1.0	0.0
snp_PA14_43610_3882293	0.00119454122271	0.0226044526598	1.0	0.0
snp_PA14_64690_5761189	0.00119344262295	0.0266594887769	1.0	2.0
snp_PA14_53780_4768770	0.00119344262295	0.0266594887769	1.0	0.0
snp_PA14_13530_1165965	0.00118383569047	0.0203575107047	1.0	0.0
gene_pa_group_18626	0.00117123362737	0.0157029008415	1.0	1.0
snp_PA14_34580_3073358	0.00116891112908	0.0186437277054	1.0	0.0
snp_PA14_33650,pvdD_2983403	0.00116725666906	0.0154056001615	1.0	0.0
snp_PA14_02910_256597	0.00115845246538	0.0184878307227	1.0	0.0
snp_PA14_21490_1864642	0.00115122615804	0.0183582524909	1.0	0.0
snp_PA14_33610_2961280	0.00113346379648	0.0253196632834	2.0	0.0
snp_PA14_11250_979356	0.00113346379648	0.0178860236741	1.0	0.0
snp_PA14_33650,pvdD_2983500	0.00112513672586	0.0149020953506	1.0	1.0
snp_PA14_55250_4906750	0.00111942848988	0.0224374880469	1.0	0.0
snp_PA14_33280,pvdL_2923097	0.00109397708347	0.0173125654439	0.0	6.0
snp_PA14_50870_4522147	0.00107747496339	0.0182432027818	1.0	0.0
snp_PA14_72520_6461544	0.00107423882608	0.0171646227867	1.0	5.0
snp_PA14_06950_602388	0.0010741076536	0.0186994890729	0.0	1.0
snp_PA14_11960_1034513	0.00107202328067	0.0169636750306	1.0	0.0
snp_PA14_24270,pepN_2106544	0.00107101041394	0.0174014841109	1.0	0.0
snp_PA14_35830,tnpT_3188312	0.00106150684932	0.0237122668419	2.0	113.0
snp_PA14_48610_4323138	0.00105907352316	0.023657910453	1.0	0.0
snp_PA14_33450,treA_2944711	0.00105721408336	0.0138899824317	1.0	0.0
snp_PA5181.1,P34_6107365	0.00105713969106	0.017186774252	1.0	0.0
snp_PA14_02410_216923	0.0010549632186	0.0235660932041	1.0	3.0
snp_PA14_63750_5683382	0.0010431927756	0.0185374326136	1.0	0.0
