feature	score	std	#I-out-of-35	#O-out-of-334
gene_pa_group_12427	0.00190826051708	0.0132657767859	3.0	0.0
gene_pa_group_7203	0.00151267815209	0.0121366121342	3.0	0.0
gene_pa_group_5543	0.00117908493234	0.00962756376563	2.0	0.0
gene_pa_group_513	0.00106079870838	0.0105441071914	5.0	2.0
gene_pa_group_15798	0.00103163208798	0.010831312782	4.0	1.0
snp_PA14_28810_2484183	0.000984145679077	0.00871335421762	2.0	0.0
snp_PA14_37790,pcoA_3370582	0.00098384630732	0.00886171736221	2.0	0.0
gene_pa_group_22857	0.00089673387491	0.00930673745779	3.0	1.0
snp_PA14_13170_1134825	0.00082337240302	0.00846398065424	2.0	1.0
gene_pa_group_22669	0.000751169212282	0.00789063849973	2.0	0.0
snp_PA14_33360_2936673	0.000709757427211	0.00806859405958	2.0	0.0
snp_PA14_59500_5294286	0.000687426827783	0.00802158855178	2.0	1.0
snp_PA14_35940_3198935	0.000685020982586	0.00682475989088	1.0	0.0
snp_PA14_40520_3619600	0.000683930736172	0.00839077000265	2.0	0.0
gene_pa_group_2468	0.000665798953642	0.00685431941195	1.0	0.0
snp_PA14_55090_4894510	0.000644174749857	0.00896336459258	2.0	0.0
snp_PA14_40540_3620038	0.000630499728893	0.0082295770844	3.0	0.0
snp_PA14_44910_4004905	0.000629725076857	0.00640768770521	2.0	0.0
snp_PA14_08130,gpU_698857	0.000620019607658	0.00670125303208	1.0	0.0
snp_PA14_40780_3640005	0.000619131383838	0.00798059394765	2.0	0.0
gene_pa_group_12351	0.000614842120055	0.00744023078505	2.0	0.0
snp_PA14_59070_5261615	0.000598636966847	0.00658667245529	1.0	0.0
snp_PA14_61830_5513985	0.000595030792589	0.00634859219672	3.0	4.0
snp_PA14_54130_4800631	0.000593248602861	0.00679277386299	5.0	3.0
gene_pa_group_12203	0.000592661016545	0.00603745310183	2.0	1.0
snp_PA14_07440_638602	0.000587680783995	0.00771616689544	2.0	1.0
snp_PA14_69270_6179969	0.000585535796579	0.00622666526804	1.0	0.0
snp_PA14_01670_153909	0.000569126559639	0.00751133337913	3.0	1.0
gene_pa_group_6272	0.000560198952667	0.00486675310681	1.0	0.0
snp_PA14_24740_2164673	0.000555354499093	0.00699130884585	1.0	0.0
snp_PA14_59540_5297846	0.000554996526371	0.00623363512798	1.0	0.0
snp_PA14_43000_3825497	0.000551416748184	0.00889638424298	3.0	2.0
gene_pa_group_2612	0.000537701918333	0.00718259273689	3.0	1.0
snp_PA14_27390_2376053	0.000532376514545	0.00891378875214	2.0	0.0
snp_PA14_13000_1115693	0.000526980525732	0.00702367253007	2.0	3.0
snp_PA14_59690_5310479	0.000525640368483	0.00743824423149	3.0	3.0
snp_PA14_23380,orfH_2029706	0.000525564960914	0.00698462574401	2.0	0.0
snp_PA14_45590,cheA_4056398	0.000525137725776	0.00568581020664	1.0	0.0
snp_PA14_32190_2798229	0.000524860572527	0.00598866962382	1.0	0.0
gene_pa_group_19626	0.000524139094933	0.00763645066369	2.0	0.0
snp_PA14_60270_5369272	0.000523502897073	0.00684845233575	2.0	0.0
snp_PA14_22330_1944863	0.00052312258784	0.00506946742786	1.0	0.0
snp_PA14_31500_2739533	0.00051912525282	0.00688299178665	3.0	1.0
snp_PA14_43460,paaH_3871355	0.000515996831425	0.00849476764564	3.0	1.0
snp_PA14_58690_5230903	0.000510851902631	0.00532069307022	1.0	0.0
snp_PA14_44120_3927408	0.0005034206751	0.00664375472619	3.0	3.0
snp_PA14_33970_3020675	0.000492526778288	0.00590857084213	1.0	0.0
snp_PA14_42890,stp1_3811743	0.000487859611293	0.00493649399398	1.0	0.0
snp_PA14_51070,opdD_4538089	0.000483037485168	0.00471068759093	1.0	0.0
gene_pa_group_22133	0.000478563019114	0.00690956022043	3.0	1.0
snp_PA14_03170_279780	0.000476523093923	0.00573808276051	2.0	0.0
