feature	score	std	#I-out-of-12	#O-out-of-357
snp_PA14_51620_4587902	0.0018290175119	0.0218681988914	1.0	0.0
gene_pa_group_23103	0.00166208791209	0.0371282315432	1.0	1.0
gene_pa_oppD	0.00163229981285	0.0225020221171	10.0	356.0
snp_PA14_72710_6475481	0.00148490047772	0.0192340543908	1.0	0.0
snp_PA14_30880,trbL_2682276	0.00148295607103	0.0152939100865	1.0	0.0
snp_PA14_13740,narX_1178860	0.00137958490033	0.0231632845936	0.0	1.0
snp_PA14_55800_4983774	0.00136367392373	0.0215444013808	2.0	3.0
snp_PA14_70910,16S-rRNA_6317513	0.0012971381564	0.0134229972925	1.0	0.0
snp_PA14_34960,opbA_3110591	0.00122181347451	0.0127103056613	1.0	1.0
snp_PA14_44900_4002961	0.00115551695704	0.0117938595387	1.0	0.0
snp_PA14_30880,trbL_2682725	0.00110906770014	0.0160274932937	1.0	2.0
snp_PA14_12780_1096298	0.00110111385953	0.0163567360895	1.0	0.0
snp_PA14_64090,aroQ1_5712549	0.00109326245447	0.0136658893521	1.0	0.0
snp_PA14_51420,pqsB_4569571	0.00107868248324	0.0142185066406	2.0	1.0
snp_PA14_02590,mdcE_231647	0.0010680499133	0.0170839278955	3.0	1.0
snp_PA14_57240_5100840	0.00105869451084	0.012353359593	1.0	0.0
snp_PA14_27410,trpC_2377750	0.00104237926619	0.0165857190244	1.0	0.0
snp_PA14_55100_4895269	0.00103291919699	0.0167194388058	2.0	4.0
snp_PA14_26920_2341857	0.00103233053619	0.013452046906	1.0	0.0
snp_PA14_30860,trbG_2680426	0.00103131021697	0.0163938222513	1.0	0.0
snp_PA14_37310_3321138	0.00102864530428	0.0162317491152	2.0	2.0
snp_PA14_55070_4892209	0.00102470104367	0.0115785943217	1.0	0.0
snp_PA14_31280_2720136	0.00102141386251	0.0133932664946	1.0	0.0
gene_pa_group_143	0.00102016006362	0.0161029937874	1.0	0.0
snp_PA14_58900_5246988	0.00101212505213	0.0192832159675	2.0	2.0
snp_PA14_19065,mrp_1647117	0.00100827855586	0.0130756003494	1.0	0.0
snp_PA14_15280_1295485	0.00100827043659	0.0134699806773	3.0	2.0
snp_PA14_13970_1198499	0.00100740550164	0.0143971487684	1.0	0.0
snp_PA14_69010_6155744	0.0010011859404	0.0129946134772	1.0	0.0
snp_PA14_00560,exoT_57185	0.000996643145553	0.0159760126127	2.0	2.0
snp_PA14_09450,phzD1_810702	0.000989506399716	0.0174306352759	1.0	0.0
snp_PA14_28170,yfdC_2438984	0.000988726202578	0.0132631416262	1.0	1.0
snp_PA14_34250_3045740	0.000981244906671	0.0197183402461	1.0	1.0
snp_PA14_32790_2862428	0.000974286750751	0.0114556821483	1.0	0.0
snp_PA14_30960,traG_2689123	0.000972896134442	0.0137948104327	1.0	0.0
snp_PA14_48330_4299688	0.00095648277351	0.0113956495369	1.0	0.0
snp_PA14_08310_712636	0.000954571673869	0.0150741491391	2.0	1.0
snp_PA14_49940_4440089	0.000953106261113	0.0134905768346	1.0	0.0
snp_PA14_32790_2862435	0.000951568055321	0.0127481098201	1.0	0.0
snp_PA14_59530_5296411	0.000941013042794	0.0148660487594	1.0	2.0
snp_PA14_31070_2701174	0.000933603930494	0.0130244573144	0.0	1.0
snp_PA14_12630_1084295	0.000932570639394	0.0147378634121	1.0	0.0
snp_PA14_26470,cbiD_2305944	0.000928449944348	0.0146694960155	1.0	0.0
snp_PA14_46980_4184778	0.000921515593583	0.017008453563	1.0	0.0
snp_PA14_00510_51035	0.000913263490144	0.0134224437183	1.0	1.0
snp_PA14_32590,dipZ2_2831022	0.000911820909886	0.0158556943288	1.0	0.0
gene_pa_hslU_2	0.000902571068965	0.0122166535146	2.0	0.0
snp_PA14_08300,JF1_711339	0.000902382522814	0.0143757820246	1.0	0.0
snp_PA14_43220_3852197	0.000900324081041	0.0138170604059	1.0	0.0
snp_PA14_58810_5239875	0.00088517743131	0.0144829375016	1.0	3.0
snp_PA14_49810_4430631	0.000883596871962	0.0122097033604	1.0	0.0
snp_PA14_29490,hplR_2558246	0.000876712328767	0.019584269943	1.0	2.0
snp_PA14_66310,aceF_5911243	0.000876712328767	0.019584269943	1.0	0.0
snp_PA14_31720_2759368	0.00087507082201	0.0115631114121	1.0	0.0
snp_PA14_16690,ppc_1428006	0.000874675329644	0.0195387668294	0.0	0.0
snp_PA14_27560_2392655	0.000870657581676	0.0127315773049	1.0	1.0
gene_pa_group_19048	0.000870518210324	0.0154046583741	1.0	2.0
snp_PA14_30280,trxB1_2621690	0.000857872980615	0.0100296417718	1.0	0.0
snp_PA14_60130_5356176	0.00085707869398	0.0191456877638	1.0	0.0
snp_PA14_67190_5997010	0.000854853616979	0.012447281858	1.0	0.0
snp_PA14_14220_1215031	0.000851322584089	0.0141761688935	0.0	9.0
snp_PA14_04890_431703	0.000847775175644	0.0189378629066	1.0	2.0
snp_PA14_30940,trbB_2687099	0.000847307995486	0.0138862500753	1.0	0.0
snp_PA14_14960,yafV_1270339	0.00083740765261	0.0116393334463	1.0	0.0
snp_PA14_20200,nosZ_1742120	0.000837388158417	0.0122853533949	1.0	0.0
snp_PA14_04560_406116	0.00083447913747	0.0113047094938	1.0	0.0
snp_PA14_03550,cynX_322686	0.00082476630672	0.0136033786213	2.0	0.0
snp_PA14_55400_4922564	0.000824621442774	0.0112333099139	1.0	0.0
snp_PA14_03170_280103	0.000820016837546	0.0132207740093	1.0	0.0
gene_pa_group_19071	0.000817307692308	0.0182572708828	1.0	1.0
snp_PA14_31270_2718855	0.000816466596137	0.0107731251459	1.0	1.0
snp_PA14_60590_5401490	0.000809500984321	0.0132397579989	1.0	0.0
snp_PA14_58000,sodM_5161037	0.000806625760603	0.0142526620588	1.0	0.0
snp_PA14_31080_2703952	0.000805418663046	0.00966019946143	1.0	0.0
snp_PA14_49760,rhlC_4426907	0.000801958672075	0.0129766843327	1.0	0.0
snp_PA14_11770,eutB_1020267	0.000800723871396	0.0141275641453	1.0	0.0
gene_pa_group_22434	0.000799750374973	0.0178650701222	1.0	0.0
snp_PA14_57770,hisC1_5144764	0.000799352715966	0.0126802548036	2.0	3.0
snp_PA14_31090_2704726	0.00079852506621	0.0126538598124	0.0	5.0
snp_PA14_25970,cobN_2266215	0.00079732039099	0.0129508223407	2.0	3.0
snp_PA14_17140,yaeL_1470077	0.000793460490463	0.0177245647454	1.0	1.0
snp_PA14_64940_5788582	0.000793460490463	0.0177245647454	1.0	0.0
snp_PA14_73360,gidB_6530510	0.000793460490463	0.0177245647454	1.0	0.0
snp_PA14_09520,mexI_819194	0.000793460490463	0.0177245647454	1.0	0.0
snp_PA14_29640,fhp_2568670	0.000792345073481	0.011312817025	1.0	0.0
snp_PA14_33910_3014316	0.000788290717408	0.0135446949557	1.0	0.0
snp_PA14_41810_3735356	0.000786849315068	0.012416457871	1.0	0.0
snp_PA14_44150,yijF_3929367	0.00078580005088	0.0114963870252	1.0	0.0
snp_PA14_60060_5347767	0.000783241436285	0.00901147772115	0.0	1.0
snp_PA14_27990_2422871	0.000782599028957	0.0125023732364	1.0	0.0
snp_PA14_00660_67722	0.000779486467323	0.0104543898806	1.0	0.0
snp_PA14_36580,glgB_3255768	0.000777158846089	0.0120691898886	1.0	1.0
gene_pa_group_21994	0.000775425602144	0.0122477532018	2.0	3.0
snp_PA14_40960,fimL_3651986	0.000774963256563	0.0126327412708	1.0	0.0
snp_PA14_24960_2182800	0.000773770491803	0.0122098924124	1.0	0.0
snp_PA14_26420_2301475	0.000771402933134	0.0127223392096	1.0	0.0
snp_PA14_08300,JF1_711345	0.00077016797596	0.0104212709306	1.0	0.0
snp_PA14_30930,trbC_2686811	0.000767423358618	0.0121178580637	1.0	0.0
snp_PA14_20030,hasD_1725557	0.000764794444464	0.0170842137835	1.0	0.0
snp_PA14_01230_121068	0.000760612497218	0.0169907961583	2.0	3.0
