feature	score	avg I	avg O
snp_PA14_03050,pobA_269800	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_31190_2711586	90.7527247956	0.5(+/-)0.5	0.0(+/-)0.05
gene_pa_group_21669	59.840599455	0.5(+/-)0.5	0.01(+/-)0.07
snp_PA14_03200_282769	8.99382913929	0.5(+/-)0.5	0.04(+/-)0.2
snp_PA14_32790_2863344	1.48777247956	1.0(+/-)0.0	0.43(+/-)0.5
snp_PA14_33690,pvdE_2988835	0.801089918256	0.0(+/-)0.0	0.4(+/-)0.49
snp_PA14_31100_2705167	0.702997275204	0.5(+/-)0.5	0.01(+/-)0.07
snp_PA14_33610_2969578	0.686648501362	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_11050,moaF_955769	0.288828337875	0.0(+/-)0.0	0.14(+/-)0.35
snp_PA14_12650_1085934	0.222425582232	1.0(+/-)0.0	0.72(+/-)0.45
snp_PA14_28895_2499616	0.119891008174	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_33630,pvdJ_2972828	0.0980926430518	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_59350,pilV2_5287193	0.0653950953678	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_27500,yfbQ_2387668	0.0217983651226	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_52490_4656984	0.0217983651226	0.0(+/-)0.0	0.01(+/-)0.1
snp_PA14_10400_898102	0.016348773842	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_58720_5232799	0.016348773842	0.0(+/-)0.0	0.01(+/-)0.09
gene_pa_group_13620	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_39640,cobN_3531505	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_38950_3470364	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_66400,aefA_5921196	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_09340,fptA_800518	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_39210,nadR_3492246	0.00395211152365	1.0(+/-)0.0	0.96(+/-)0.2
snp_PA14_11060,cupB1_957367	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_30650,gacA_2655555	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_00820_80110	0.60112793866	1.0(+/-)0.0	0.58(+/-)0.49
snp_PA14_68450_6108058	0.408465339676	1.0(+/-)0.0	0.64(+/-)0.48
snp_PA14_28895_2500021	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_32790_2860275	0.376021798365	0.0(+/-)0.0	0.19(+/-)0.39
snp_PA14_57540_5126397	0.158038147139	0.0(+/-)0.0	0.08(+/-)0.27
snp_PA14_73020_6502803	0.103542234332	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_59940_5338341	0.0620742506812	0.0(+/-)0.0	0.01(+/-)0.07
genexp_PA14_26550	0.052076271524	6.47(+/-)0.18	6.07(+/-)0.49
snp_PA14_22680,yrbE_1972546	0.0435967302452	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_51360,phnA_4565450	0.0381471389646	0.0(+/-)0.0	0.02(+/-)0.14
snp_PA14_14170_1212705	0.0326975476839	0.0(+/-)0.0	0.02(+/-)0.13
gene_pa_group_16413	0.0272479564033	0.0(+/-)0.0	0.01(+/-)0.12
snp_PA14_33280,pvdL_2913245	0.016348773842	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_22060_1918791	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_44510_3964142	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_67020_5982809	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_58260_5188888	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_61180_5456476	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_34130_3036049	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_46710_4163337	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_70270,algC_6264243	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_67560,typA_6035490	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_20050,hasF_1729318	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_30860,trbG_2679912	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_04630,ilvD_410975	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_56680,feoB_5050031	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_02990_262285	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_14310_1221243	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_69950_6241264	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_55400_4928068	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_68440_6105340	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_03800,oprE_341750	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_63830_5689861	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_20470_1759222	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
gene_pa_nagK	0.000134006342967	1.0(+/-)0.0	0.99(+/-)0.09
snp_PA14_40260_3592735	nan	0.0(+/-)0.0	0.0(+/-)0.0
gene_pa_group_6834	1.83989205617	0.5(+/-)0.5	0.14(+/-)0.35
snp_PA14_33350_2935241	1.66165469408	0.5(+/-)0.5	0.15(+/-)0.35
snp_PA14_53660_4760021	0.376021798365	0.0(+/-)0.0	0.19(+/-)0.39
snp_PA14_42750_3802440	0.119891008174	0.0(+/-)0.0	0.06(+/-)0.24
snp_PA14_08300,JF1_710639	0.108991825613	0.0(+/-)0.0	0.05(+/-)0.23
snp_PA14_06480_568564	nan	0.0(+/-)0.0	0.0(+/-)0.0
genexp_PA14_43020	0.260343061267	4.21(+/-)1.17	3.53(+/-)1.24
snp_PA14_23670_2058739	0.181604251582	0.5(+/-)0.5	0.33(+/-)0.47
snp_PA14_09520,mexI_817589	0.114441416894	0.0(+/-)0.0	0.06(+/-)0.23
gene_pa_group_15179	0.103542234332	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_26260_2291832	0.0490463215259	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_55230_4905215	0.0490463215259	0.0(+/-)0.0	0.02(+/-)0.15
genexp_PA14_56360	0.0467139965532	4.6(+/-)0.35	4.28(+/-)0.68
snp_PA14_65870_5868957	0.0326975476839	0.0(+/-)0.0	0.02(+/-)0.13
snp_PA14_56960_5076881	0.0217983651226	0.0(+/-)0.0	0.03(+/-)0.18
snp_PA14_09710,aldH_835468	0.016348773842	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_09970,fpvB_856719	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_27990_2422765	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_59320,pilS2_5284839	0.0108991825613	0.0(+/-)0.0	0.01(+/-)0.07
snp_PA14_11080,cupB3_960640	nan	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080593	0.0435967302452	0.0(+/-)0.0	0.02(+/-)0.15
snp_PA14_25880,etfA_2257833	0.016348773842	0.0(+/-)0.0	0.01(+/-)0.09
snp_PA14_60290,pilW_5371744	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_61000_5441318	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_12590_1080851	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_33740,pvdP_2995746	0.762942779292	0.0(+/-)0.0	0.38(+/-)0.49
snp_PA14_30700_2662392	0.424439320897	1.0(+/-)0.0	0.63(+/-)0.48
snp_PA14_59690_5311287	0.386920980926	0.0(+/-)0.0	0.19(+/-)0.4
snp_PA14_26930_2343506	0.00544959128065	0.0(+/-)0.0	0.0(+/-)0.05
snp_PA14_34660,gntR_3078751	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_69550_6204675	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_68080_6074662	0.283378746594	0.0(+/-)0.0	0.14(+/-)0.35
snp_PA14_61200_5460235	0.1689373297	0.0(+/-)0.0	0.08(+/-)0.28
snp_PA14_08160,lys_701284	0.130790190736	0.0(+/-)0.0	0.07(+/-)0.25
snp_PA14_15590_1322191	0.0544959128065	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_44320_3946802	nan	0.0(+/-)0.0	0.0(+/-)0.0
snp_PA14_59960_5340722	0.0980926430518	0.0(+/-)0.0	0.05(+/-)0.22
snp_PA14_32600_2831893	0.0653950953678	0.0(+/-)0.0	0.03(+/-)0.18
gene_pa_group_8133	0.0490463215259	0.0(+/-)0.0	0.02(+/-)0.15
