feature	score	std	#I-out-of-5	#O-out-of-364
snp_PA14_16750_1434261	0.00410736735815	0.048867127206	2.0	0.0
snp_PA14_19630,folE1_1694789	0.00371967644453	0.0498634433242	1.0	0.0
snp_PA14_53490_4742442	0.00333328356426	0.053644307732	2.0	0.0
snp_PA14_50180,fleR_4458228	0.0033303838066	0.0337115517598	1.0	0.0
snp_PA14_55400_4923448	0.00329421332675	0.0438756628933	0.0	2.0
snp_PA14_42880,stk1_3811245	0.00308099140473	0.0379534588033	2.0	0.0
snp_PA14_60130_5356274	0.00281618120662	0.042647854224	0.0	10.0
gene_pa_group_22436	0.00279346049046	0.0480310977748	1.0	0.0
snp_PA14_23500,tyrB_2045074	0.00267029472364	0.0470905195805	1.0	0.0
snp_PA14_23510,uvrB_2046766	0.0026666268523	0.0470646872011	2.0	0.0
snp_PA14_35030_3119732	0.00252754127254	0.0356961414675	1.0	0.0
snp_PA14_59290,pilQ2_5282954	0.00250409836066	0.0460520039739	2.0	1.0
snp_PA14_37360_3325533	0.00240727067766	0.0314525834059	2.0	0.0
snp_PA14_28840_2490880	0.00238331024931	0.0454728842924	1.0	0.0
snp_PA14_28840_2489847	0.00234154967003	0.0380636654108	3.0	1.0
snp_PA14_55400_4923455	0.00233790435201	0.0452948548821	2.0	1.0
snp_PA14_33360_2937052	0.00231783067595	0.0369545513017	0.0	1.0
snp_PA14_16300_1392218	0.00222464727638	0.0449475710566	2.0	0.0
snp_PA14_59650_5308694	0.00222459854099	0.0252151738515	0.0	1.0
snp_PA14_54480_4829715	0.00219612999008	0.0347853509154	2.0	1.0
snp_PA14_64810,vanB_5776083	0.00217385574619	0.0343344163292	2.0	2.0
snp_PA14_45970_4087414	0.00214428423132	0.036393170997	2.0	1.0
snp_PA14_51380,pqsE_4566675	0.00211092875681	0.0336597734976	2.0	2.0
snp_PA14_28840_2489862	0.00210893097053	0.0336240446502	3.0	1.0
gene_pa_group_17772	0.00207269244476	0.0327298549429	1.0	1.0
snp_PA14_43440_3870532	0.002	0.0446766158074	1.0	0.0
snp_PA14_50830_4516256	0.002	0.0446766158074	1.0	0.0
snp_PA14_66400,aefA_5920980	0.002	0.0446766158074	1.0	1.0
snp_PA14_11050,moaF_956218	0.002	0.0446766158074	2.0	0.0
snp_PA14_48730_4333005	0.002	0.0446766158074	1.0	0.0
snp_PA14_66600,aroB_5946404	0.002	0.0446766158074	2.0	2.0
snp_PA14_02720_242177	0.002	0.0446766158074	1.0	0.0
snp_PA14_48550_4317474	0.002	0.0446766158074	1.0	0.0
snp_PA14_04070_366957	0.002	0.0352408631549	0.0	4.0
snp_PA14_43460,paaH_3871310	0.00198910081744	0.0313874814762	1.0	1.0
snp_PA14_41270_3683155	0.0019242796666	0.0324719011731	0.0	1.0
snp_PA14_31130_2707946	0.0018800951087	0.0419981434263	1.0	26.0
gene_pa_group_17914	0.00187518822019	0.024623358952	1.0	0.0
snp_PA14_63660_5677264	0.00185648610121	0.0304716168512	1.0	0.0
snp_PA14_13970_1198493	0.00185352867756	0.0274146660125	1.0	11.0
snp_PA14_33690,pvdE_2989881	0.00183835711012	0.023858393859	1.0	0.0
snp_PA14_59540_5298507	0.00183603838408	0.0410139907465	1.0	77.0
snp_PA14_59530_5296218	0.00183381116283	0.0342430929816	1.0	0.0
snp_PA14_43740_3895332	0.00182094054526	0.0245884336047	1.0	0.0
snp_PA14_36605_3260553	0.00181475409836	0.0288132674862	2.0	0.0
snp_PA14_54710_4851553	0.00180536093819	0.0253907821317	2.0	2.0
snp_PA14_33360_2937146	0.00180489130435	0.0403182176892	1.0	2.0
gene_pa_group_1081	0.00179183838047	0.0283667740488	3.0	9.0
snp_PA14_43790_3899214	0.00171894409938	0.0383983025612	4.0	325.0
gene_pa_group_8380	0.0016757493188	0.0374334042528	1.0	41.0
snp_PA14_39820,ufrA_3549541	0.00166208791209	0.0371282315432	2.0	2.0
snp_PA14_14220_1215709	0.00166208791209	0.0371282315432	1.0	2.0
snp_PA14_06400_564145	0.00166208791209	0.0305430864146	2.0	0.0
snp_PA14_61720_5507138	0.00165759388698	0.026676412189	1.0	0.0
snp_PA14_59240,pilL2_5277516	0.00165566800303	0.0266187081731	2.0	1.0
snp_PA14_33370_2937490	0.00165044317607	0.0214459707594	2.0	2.0
snp_PA14_32460_2822408	0.00160434782609	0.0358384157237	2.0	206.0
snp_PA14_49640_4416957	0.00159561643836	0.0356433712962	1.0	1.0
snp_PA14_59940_5339881	0.00159561643836	0.0356433712962	0.0	1.0
snp_PA14_36120_3219170	0.00159561643836	0.0356433712962	2.0	2.0
gene_pa_group_3610	0.00159561643836	0.0356433712962	2.0	3.0
snp_PA14_30880,trbL_2682535	0.00158453452662	0.0302326132875	0.0	14.0
snp_PA14_60130_5356283	0.00157989006924	0.0213222642203	1.0	0.0
snp_PA14_12080,sltB1_1044212	0.00157326069151	0.0206934975806	2.0	0.0
snp_PA14_50630_4498582	0.00155566779915	0.0204358403494	2.0	2.0
snp_PA14_67170_5995720	0.00154440331041	0.0214051224162	2.0	0.0
snp_PA14_71710,mtr_6388148	0.00152157005586	0.0339893004049	2.0	2.0
snp_PA14_31110_2707140	0.00150817438692	0.0336900638275	4.0	63.0
snp_PA14_29160_2522519	0.00150553918422	0.023655894118	1.0	0.0
snp_PA14_31160_2708906	0.00150407608696	0.033598514741	2.0	76.0
gene_pa_group_618	0.00150407608696	0.033598514741	3.0	82.0
snp_PA14_15830_1350566	0.00149590163934	0.0334159114133	2.0	1.0
snp_PA14_17860,paaH_1534486	0.00149590163934	0.0334159114133	2.0	0.0
snp_PA14_19320_1666644	0.00149590163934	0.0334159114133	2.0	2.0
snp_PA14_29160_2522048	0.00149590163934	0.0334159114133	2.0	2.0
snp_PA14_59540_5298659	0.00149047432176	0.0248055237357	1.0	0.0
snp_PA14_46950_4180697	0.00146952431131	0.0263946760176	1.0	0.0
snp_PA14_33820,pvdQ_3005487	0.00146011728468	0.0231273317336	2.0	0.0
snp_PA14_46310_4119410	0.00146008734276	0.0231269020843	1.0	1.0
snp_PA14_31130_2707806	0.00145645569921	0.0230748745428	0.0	12.0
snp_PA14_34810,mxaA_3094317	0.00144920318287	0.0234506095346	2.0	1.0
snp_PA14_50830_4516368	0.00144863900251	0.0235282172554	1.0	1.0
snp_PA14_30960,traG_2688907	0.00144407251931	0.0272300380861	0.0	1.0
snp_PA14_50270,fliD_4464153	0.00144044600268	0.0243599735837	1.0	0.0
snp_PA14_53340_4729515	0.0014377138027	0.0243042204904	2.0	0.0
snp_PA14_09180,uvrA_775653	0.00143629976581	0.0230321300321	1.0	0.0
snp_PA14_38410,amrB_3424299	0.00142773625489	0.019124000019	2.0	4.0
snp_PA14_28830_2488586	0.00142072213501	0.0317365284974	3.0	4.0
snp_PA14_27220,ohr_2365211	0.00141685987371	0.019343817586	2.0	0.0
snp_PA14_60130_5356337	0.00141321222659	0.0232013883297	1.0	2.0
snp_PA14_35730_3177205	0.00141005382588	0.0222773578682	1.0	0.0
snp_PA14_19900_1715408	0.00140705861915	0.0241343990783	2.0	0.0
snp_PA14_55650,sbcC_4959751	0.00139944733468	0.024004084681	2.0	0.0
snp_PA14_31150_2708422	0.00139671513471	0.023947498366	1.0	0.0
snp_PA14_14975_1271283	0.00139453560138	0.023861460813	2.0	0.0
snp_PA14_34540_3070035	0.00137972133051	0.0308206399022	2.0	1.0
snp_PA14_59940_5339884	0.00137521226531	0.0222837408713	0.0	19.0
snp_PA14_05870_519640	0.00136328084591	0.0218008912442	1.0	0.0
snp_PA14_49100,yfcG_4361465	0.00135593030257	0.0224159528258	1.0	1.0
snp_PA14_53540_4747056	0.00134574882417	0.0174297425512	1.0	2.0
