feature	score	std	#I-out-of-1	#O-out-of-368
gene_pa_group_2461	0.008	0.0890842298053	1.0	0.0
snp_PA14_33650,pvdD_2982110	0.00567119565217	0.073241279302	1.0	0.0
gene_pa_group_6624	0.004	0.0631189353522	1.0	0.0
snp_PA14_60040_5346479	0.004	0.0631189353522	1.0	0.0
snp_PA14_35830,tnpT_3188630	0.004	0.0631189353522	1.0	0.0
gene_pa_group_4178	0.004	0.0631189353522	1.0	0.0
snp_PA14_60130_5357022	0.004	0.0631189353522	1.0	3.0
snp_PA14_30850,trbI_2678707	0.00382562418552	0.0547027080744	0.0	130.0
gene_pa_group_11753	0.00327554347826	0.0516980100427	1.0	2.0
snp_PA14_09200,ssb_779739	0.00325883152174	0.0515760193573	1.0	11.0
gene_pa_group_19245	0.00312687099073	0.049825597013	1.0	2.0
snp_PA14_18160_1559303	0.00249592391304	0.0460080495955	1.0	4.0
snp_PA14_60020_5344560	0.0023868852459	0.0376644138823	1.0	3.0
gene_pa_group_11030	0.00234604904632	0.0373973788333	0.0	91.0
snp_PA14_60010_5344264	0.00232698288118	0.0370934341736	1.0	1.0
gene_pa_group_18045	0.00228936212981	0.0377943045087	1.0	4.0
gene_pa_group_20672	0.00228258754041	0.0403859030705	1.0	2.0
snp_PA14_60140_5358083	0.00227031361368	0.0412628234679	1.0	9.0
snp_PA14_21790,rdgC_1895586	0.00216711956522	0.041702052247	1.0	11.0
snp_PA14_60920_5435724	0.00205013586957	0.0406778281322	1.0	7.0
gene_pa_group_14219	0.00204031512854	0.0371192245624	1.0	7.0
snp_PA14_60020_5345079	0.002	0.0446766158074	1.0	1.0
snp_PA14_33610_2968393	0.002	0.0446766158074	1.0	0.0
gene_pa_group_1277	0.002	0.0446766158074	1.0	1.0
gene_pa_group_4611	0.002	0.0446766158074	1.0	0.0
snp_PA14_34190,msuD_3040236	0.002	0.0446766158074	0.0	0.0
gene_pa_group_3938	0.002	0.0446766158074	1.0	1.0
gene_pa_group_8038	0.002	0.0446766158074	1.0	0.0
