feature	score	std	#I-out-of-3	#O-out-of-366
snp_PA14_31280_2720098	0.00402778731004	0.0548828883556	1.0	152.0
snp_PA14_31110_2705968	0.004	0.0631189353522	0.0	2.0
snp_PA14_72550,znuA_6464969	0.00370890646415	0.051630241283	1.0	1.0
snp_PA14_31130_2707289	0.00370685300539	0.058503058615	0.0	65.0
snp_PA14_03300_299289	0.00367209911505	0.0532452637868	1.0	0.0
snp_PA14_31240_2715866	0.00332422809838	0.040003346352	2.0	3.0
gene_pa_group_604	0.00326761227903	0.0502309473943	1.0	0.0
snp_PA14_33990_3021348	0.00320072224386	0.0426662648868	1.0	1.0
gene_pa_group_1323	0.00314020859598	0.04916064476	1.0	1.0
snp_PA14_31190_2712081	0.0029972826087	0.0498828888274	1.0	0.0
snp_PA14_11630_1007866	0.00271503870231	0.0457747362425	1.0	0.0
snp_PA14_31190_2712201	0.00271061559649	0.0430307308188	2.0	60.0
snp_PA14_66260,ilvE_5903376	0.0026893442623	0.0427057482299	1.0	0.0
gene_pa_group_6486	0.00268664914469	0.0364031746978	1.0	0.0
gene_pa_infB_2	0.00265842224432	0.0381698766972	1.0	0.0
snp_PA14_59650_5308625	0.00264528999611	0.0343961225957	2.0	281.0
snp_PA14_64570,irlR_5752387	0.00257559816958	0.0374914494652	1.0	1.0
snp_PA14_31260_2718175	0.00250592978068	0.0396172898016	1.0	1.0
snp_PA14_31960,czrR_2783392	0.0024849726776	0.0353747522713	2.0	5.0
snp_PA14_03220_286651	0.00247088402961	0.0406977051153	2.0	153.0
gene_pa_group_21457	0.00244393093806	0.0396124015146	1.0	10.0
snp_PA14_03290_298859	0.00239922551368	0.0381344722295	1.0	2.0
gene_pa_group_7227	0.00239755794546	0.0311432638715	1.0	0.0
snp_PA14_31240_2716461	0.0023786520484	0.0356317890611	2.0	7.0
snp_PA14_26670_2324707	0.00235622189198	0.0409875875684	1.0	1.0
snp_PA14_31040_2699357	0.00234971333015	0.0408753980642	0.0	9.0
snp_PA14_67030_5982899	0.00224265918389	0.0360614726047	1.0	3.0
snp_PA14_59070_5261061	0.00221985059281	0.029888199237	1.0	0.0
snp_PA14_03290_298739	0.00221499596883	0.0449244413005	1.0	2.0
gene_pa_group_12753	0.00211054330856	0.0333542591084	1.0	0.0
snp_PA14_55400_4923921	0.00206828367654	0.0359148771608	1.0	71.0
snp_PA14_31960,czrR_2783185	0.00202799594326	0.0426409932366	2.0	6.0
snp_PA14_03290_298752	0.002	0.0446766158074	0.0	2.0
gene_pa_group_4033	0.002	0.0446766158074	1.0	0.0
snp_PA14_58900_5248290	0.002	0.0446766158074	1.0	1.0
snp_PA14_28960_2504292	0.00199183301741	0.0314306245528	1.0	0.0
snp_PA14_31240_2716747	0.00198910081744	0.0313874814762	2.0	2.0
gene_pa_group_601	0.00198094738422	0.0312612025286	1.0	1.0
gene_pa_group_3125	0.00196467819441	0.031235499934	0.0	28.0
snp_PA14_31260_2718176	0.00196409108603	0.0309953571753	0.0	9.0
snp_PA14_31090_2704889	0.00195989910397	0.038763034724	2.0	96.0
snp_PA14_68680,envZ_6124251	0.00194834529919	0.0269259041382	1.0	0.0
snp_PA14_33960_3019227	0.00194187455453	0.0327554332427	1.0	60.0
