feature	score	std	#I-out-of-2	#O-out-of-367
snp_PA14_67150_5993799	0.00649908186234	0.0765708412902	1.0	0.0
gene_pa_tetC_1	0.00638659069059	0.0686869119577	1.0	365.0
snp_PA14_59090_5262821	0.00520867904531	0.0673330589652	2.0	108.0
snp_PA14_55410_4931496	0.00506162709944	0.0612122063288	0.0	1.0
snp_PA14_28895_2494318	0.00500265667575	0.0669151225875	1.0	0.0
snp_PA14_45960,lasR_4085730	0.0050026093382	0.0669147714808	1.0	0.0
snp_PA14_08050_692228	0.004	0.0631189353522	1.0	0.0
snp_PA14_03250_291806	0.0036757493188	0.0582284875012	1.0	0.0
gene_pa_group_19205	0.00355498248346	0.0561272213978	1.0	39.0
snp_PA14_30860,trbG_2679927	0.00349645171793	0.0552690337583	2.0	71.0
snp_PA14_23970,xcpQ_2082702	0.00346523841759	0.0458368752097	0.0	76.0
snp_PA14_60050_5346854	0.0033736183859	0.0532509955852	1.0	35.0
snp_PA14_51570_4585835	0.00334059945504	0.0537349406319	1.0	0.0
gene_pa_group_22199	0.00331295103936	0.0474447309649	1.0	365.0
gene_pa_group_13687	0.00312021857923	0.0511635521504	1.0	0.0
gene_pa_group_12825	0.00286670526605	0.0481244439245	1.0	1.0
snp_PA14_51620_4587860	0.00282156306897	0.0465596387787	1.0	1.0
snp_PA14_55600_4947649	0.00277695601401	0.0438457757027	1.0	122.0
snp_PA14_08040,gpI_691124	0.0027683411952	0.0454644635761	1.0	5.0
snp_PA14_63450_5658261	0.00274321984954	0.0457340394099	1.0	11.0
snp_PA14_02410_218084	0.00270961378984	0.0457753061349	1.0	228.0
snp_PA14_59700_5312893	0.00270826230161	0.041410172729	2.0	66.0
snp_PA14_31240_2716256	0.00270012915277	0.0453185651959	2.0	58.0
gene_pa_csp	0.00267397260274	0.0471165512866	1.0	1.0
snp_PA14_08020,gpW_689872	0.00266304347826	0.0470395740464	1.0	0.0
snp_PA14_51650_4590037	0.00262461658725	0.0446312416267	0.0	36.0
snp_PA14_28790_2479032	0.00260942389951	0.0443194506745	1.0	6.0
snp_PA14_55400_4923142	0.00251227280827	0.0404109049323	1.0	98.0
snp_PA14_47580_4237439	0.00251089177823	0.0404191971292	1.0	185.0
snp_PA14_50340,flgL_4474922	0.00241307901907	0.0392542766712	1.0	55.0
snp_PA14_23970,xcpQ_2082703	0.00233967391304	0.0372957555213	0.0	57.0
snp_PA14_30970,bphR_2691325	0.00231063346401	0.0380926608667	1.0	9.0
snp_PA14_23460,orfN_2040579	0.00228472359005	0.0300938211201	1.0	1.0
snp_PA14_08040,gpI_691219	0.00228446602831	0.0315978884879	0.0	1.0
snp_PA14_06000,clpA_532833	0.00227423121837	0.0371134062981	0.0	39.0
snp_PA14_55410_4931308	0.00227423121837	0.0371134062981	2.0	22.0
snp_PA14_31280_2720147	0.00223313138513	0.0359208043842	1.0	167.0
snp_PA14_59530_5296947	0.00220946866485	0.0355832245256	1.0	2.0
snp_PA14_48880,intT_4345194	0.00216576090992	0.0389108510661	1.0	2.0
snp_PA14_15460,merA_1308902	0.00214642426408	0.0378674678252	1.0	81.0
snp_PA14_51650_4589968	0.00210707262173	0.0375352145135	0.0	33.0
snp_PA14_22860_1984394	0.00208072092507	0.0328519246167	1.0	0.0
gene_pa_group_1106	0.00203199321673	0.0323524069986	1.0	321.0
gene_pa_group_17673	0.0020119070085	0.0422813505846	1.0	3.0
snp_PA14_59690_5311838	0.00200817444761	0.0354139414874	0.0	126.0
snp_PA14_08050_692217	0.002	0.0446766158074	1.0	1.0
snp_PA14_21300_1845517	0.002	0.0446766158074	1.0	0.0
snp_PA14_35740,tpnA_3180326	0.002	0.0446766158074	1.0	0.0
snp_PA14_03270_296917	0.002	0.0446766158074	1.0	0.0
gene_pa_group_4331	0.002	0.0446766158074	1.0	367.0
snp_PA14_45450_4047036	0.002	0.0446766158074	1.0	0.0
gene_pa_group_1096	0.002	0.0446766158074	1.0	3.0
snp_PA14_23720_2062341	0.00199995471492	0.0315588681394	1.0	0.0
snp_PA14_56340,mntH1_5027535	0.00195879676441	0.0437562052441	1.0	17.0
snp_PA14_55400_4924119	0.00194532638313	0.030711441588	0.0	1.0
snp_PA14_54170,putA_4806081	0.00194074333801	0.0433529222465	1.0	9.0
