feature	score	std	#I-out-of-1	#O-out-of-368
gene_pa_group_2164	0.006	0.0772269383052	1.0	0.0
snp_PA14_08300,JF1_708799	0.006	0.0772269383052	1.0	1.0
snp_PA14_61200_5461515	0.00599263849855	0.0656895567479	1.0	9.0
gene_pa_group_2195	0.0057643442623	0.07431842082	1.0	0.0
gene_pa_group_11288	0.00523723448922	0.0677720428032	1.0	1.0
snp_PA14_55170,cat_4900467	0.00413107458455	0.0575693628726	1.0	3.0
snp_PA14_33610_2969476	0.00396897233202	0.0626312484368	1.0	1.0
snp_PA14_08300,JF1_708800	0.00395985671937	0.0624887086999	1.0	1.0
gene_pa_group_2165	0.00392854465624	0.0619917388949	1.0	0.0
snp_PA14_33650,pvdD_2983408	0.00389988558352	0.0615595119188	1.0	1.0
snp_PA14_55170,cat_4900437	0.00388902650483	0.0549834406186	1.0	2.0
snp_PA14_08220_702766	0.00386491910285	0.0609935482082	1.0	2.0
snp_PA14_08220_702774	0.0038193849747	0.0603364992479	1.0	0.0
snp_PA14_62420_5568267	0.00381876695905	0.0602872377356	1.0	2.0
snp_PA14_60310,pilY1_5375881	0.00360871934605	0.0572797181545	1.0	0.0
snp_PA14_62420_5568315	0.00350407608696	0.0558466103578	1.0	0.0
snp_PA14_50300_4467326	0.00348227466352	0.0552340386236	1.0	1.0
snp_PA14_33610_2968429	0.00346591446125	0.0551680594008	1.0	22.0
snp_PA14_31090_2704510	0.00343456611862	0.054331516127	0.0	3.0
gene_pa_group_8510	0.00332998600987	0.048348239321	0.0	69.0
snp_PA14_33690,pvdE_2989809	0.00322831427365	0.0470508774671	1.0	9.0
snp_PA14_33610_2970879	0.00318860182566	0.0463038407204	1.0	33.0
snp_PA14_15430,tnpR_1306413	0.00315591563058	0.0511182482655	1.0	0.0
snp_PA14_58570,piuA_5217747	0.00313432394147	0.0422639688589	1.0	41.0
snp_PA14_08300,JF1_708891	0.0030557834536	0.0424652785861	1.0	6.0
snp_PA14_40260_3592010	0.00300815217391	0.0477611227352	1.0	20.0
snp_PA14_62410_5567789	0.00299455040872	0.0498557712366	1.0	3.0
snp_PA14_31080_2704139	0.00287642642041	0.0484495398834	1.0	1.0
snp_PA14_59690_5311291	0.00287575875212	0.0480122524995	0.0	9.0
snp_PA14_62420_5568297	0.00283363561813	0.0479781119668	1.0	4.0
snp_PA14_33330_2930449	0.00279356759976	0.0457390622321	1.0	72.0
snp_PA14_31230_2715201	0.00267391304348	0.0421936361322	1.0	83.0
snp_PA14_08300,JF1_709959	0.00257761270492	0.0453338023927	1.0	8.0
snp_PA14_33330_2930479	0.00251983117484	0.0455525672264	1.0	71.0
gene_pa_group_4715	0.00250679347826	0.0403430230343	1.0	11.0
snp_PA14_08300,JF1_711336	0.0023874777263	0.0362546740784	1.0	2.0
gene_pa_group_11354	0.00234195074636	0.0384272647584	1.0	8.0
gene_pa_group_3045	0.00229789402174	0.0410097886283	0.0	94.0
snp_PA14_33610_2969558	0.00228587827092	0.0438449067203	1.0	5.0
snp_PA14_60000_5343270	0.00224385869565	0.0411118931735	0.0	0.0
snp_PA14_33610_2968730	0.0022318988465	0.0384564005425	0.0	136.0
snp_PA14_60310,pilY1_5373938	0.00222817279601	0.0433922795634	1.0	50.0
snp_PA14_50240_4462740	0.00222542832904	0.035515822695	1.0	19.0
snp_PA14_23470,wbpM_2041685	0.00220494923632	0.0354279737205	1.0	17.0
snp_PA14_31090_2704699	0.00217250595039	0.0370734310021	0.0	2.0
snp_PA14_40260_3594512	0.00216168478261	0.0413662967532	0.0	3.0
snp_PA14_33610_2968240	0.0021603981854	0.0314858114735	1.0	11.0
snp_PA14_08300,JF1_710842	0.00213995584798	0.0430478463234	1.0	14.0
snp_PA14_58910_5252078	0.0021257721861	0.0269325577196	1.0	8.0
snp_PA14_60290,pilW_5371969	0.0021195932338	0.042758892693	1.0	9.0
snp_PA14_64580_5752547	0.00208885691815	0.0408559071114	1.0	7.0
snp_PA14_08300,JF1_709913	0.00200768335178	0.0381461295339	1.0	5.0
snp_PA14_51390,pqsD_4567848	0.002	0.0446766158074	1.0	0.0
snp_PA14_51580_4585979	0.002	0.0446766158074	1.0	0.0
snp_PA14_28760_2475565	0.002	0.0446766158074	1.0	1.0
snp_PA14_59130_5265437	0.002	0.0446766158074	1.0	0.0
snp_PA14_55740,chrA_4975613	0.002	0.0423706840874	1.0	17.0
snp_PA14_33630,pvdJ_2976704	0.00199703888597	0.042540509518	1.0	14.0
snp_PA14_31160_2709137	0.00199590170004	0.0353282469268	1.0	9.0
snp_PA14_50240_4462692	0.00196532608696	0.0439020592616	1.0	0.0
snp_PA14_22270_1939745	0.00196086956522	0.0438025081068	1.0	4.0
gene_pa_group_18359	0.00193858695652	0.0433047523329	1.0	73.0
snp_PA14_69170_6170724	0.00193777557592	0.0432866274632	0.0	176.0
snp_PA14_61200_5461476	0.00193115942029	0.0431388337415	1.0	4.0
snp_PA14_16660,cadA_1425971	0.00192830267559	0.0430750188987	1.0	25.0
snp_PA14_59070_5260850	0.00191123051602	0.0375246073531	0.0	56.0
snp_PA14_33610_2968322	0.0019099378882	0.0426647806235	1.0	22.0
snp_PA14_37030,cupA3_3297697	0.00190516304348	0.0425581186719	0.0	6.0
snp_PA14_60300,pilX_5372667	0.0018800951087	0.0419981434263	0.0	297.0
snp_PA14_55170,cat_4900455	0.00187891207154	0.0419717163779	1.0	3.0
snp_PA14_59540_5298182	0.00187571483035	0.0419002954198	0.0	213.0
snp_PA14_61040,katB_5444082	0.00187173913043	0.041811485011	1.0	14.0
snp_PA14_50270,fliD_4463929	0.00186218944099	0.0415981611079	0.0	188.0
snp_PA14_33630,pvdJ_2975348	0.00186194368756	0.041592671392	1.0	2.0
gene_pa_group_2618	0.00185430602007	0.0398494502253	1.0	28.0
snp_PA14_66910_5974926	0.00185117056856	0.0413520181428	1.0	51.0
snp_PA14_09200,ssb_780011	0.00185009827132	0.0355048311098	1.0	22.0
snp_PA14_14560_1244640	0.00183831521739	0.0410648513501	1.0	0.0
snp_PA14_66630,pilP_5949647	0.00180489130435	0.0403182176892	0.0	246.0
snp_PA14_33650,pvdD_2979160	0.00180070213341	0.0384380549493	1.0	36.0
snp_PA14_33650,pvdD_2984878	0.0017957340976	0.0361697603652	0.0	89.0
snp_PA14_31190_2712695	0.00179100871322	0.0350498090841	0.0	1.0
gene_pa_ltrA_3	0.00178746594005	0.0399289645363	1.0	18.0
gene_pa_group_631	0.00178260869565	0.0398204619153	1.0	23.0
snp_PA14_65090_5802661	0.00178260869565	0.0398204619153	0.0	1.0
gene_pa_group_8505	0.00178260869565	0.0398204619153	1.0	73.0
snp_PA14_22270_1939796	0.00178170165773	0.0341538571124	1.0	18.0
snp_PA14_08300,JF1_708684	0.00177150642273	0.0282090010423	0.0	55.0
snp_PA14_31080_2704142	0.00176102357541	0.0360019223753	0.0	26.0
snp_PA14_41520,ppkB_3704943	0.00175475543478	0.0391982671978	1.0	0.0
snp_PA14_43080_3833864	0.00175475543478	0.0391982671978	1.0	12.0
snp_PA14_59530_5296555	0.00175475543478	0.0391982671978	0.0	72.0
snp_PA14_33610_2971828	0.00175475543478	0.0391982671978	1.0	80.0
snp_PA14_00560,exoT_58312	0.00175475543478	0.0391982671978	0.0	233.0
snp_PA14_30940,trbB_2687643	0.00171894409938	0.0383983025612	1.0	29.0
snp_PA14_59690_5311021	0.00171894409938	0.0383983025612	0.0	90.0
snp_PA14_31190_2712186	0.00171894409938	0.0383983025612	0.0	23.0
gene_pa_group_7823	0.00171894409938	0.0383983025612	1.0	28.0
snp_PA14_33650,pvdD_2979813	0.00171894409938	0.0383983025612	0.0	119.0
snp_PA14_33610_2970299	0.00171894409938	0.0383983025612	0.0	2.0
