feature	score	std	#I-out-of-1	#O-out-of-368
snp_PA14_59380_5289378	0.00533695652174	0.0697512957987	1.0	0.0
snp_PA14_09750_839483	0.00500544959128	0.0669358641887	1.0	0.0
snp_PA14_10700_922316	0.0049972826087	0.0668753576987	1.0	1.0
snp_PA14_02410_217019	0.00491714972825	0.0558991995791	1.0	1.0
snp_PA14_37790,pcoA_3370038	0.00475203804348	0.0633584071232	1.0	2.0
snp_PA14_09750_839452	0.00467029972752	0.0648293079001	1.0	0.0
snp_PA14_60020_5345921	0.00431919419285	0.0568681644604	0.0	1.0
gene_pa_group_1068	0.004	0.0631189353522	1.0	0.0
snp_PA14_09750_839479	0.004	0.0631189353522	1.0	0.0
snp_PA14_59380_5289376	0.004	0.0631189353522	1.0	0.0
snp_PA14_08240_703751	0.004	0.0631189353522	1.0	0.0
snp_PA14_08270_706395	0.004	0.0631189353522	1.0	0.0
snp_PA14_59700_5312964	0.00379968238283	0.0560736656873	1.0	6.0
snp_PA14_15460,merA_1309730	0.00378260869565	0.0597874464446	0.0	56.0
snp_PA14_56190_5017699	0.00375475543478	0.0593757958227	1.0	1.0
snp_PA14_66100_5888731	0.00320869565217	0.0506323633586	1.0	53.0
snp_PA14_09750_840112	0.00320653950954	0.0521304795529	1.0	0.0
snp_PA14_71560,fdhA_6375492	0.00311252221301	0.0491383065407	1.0	0.0
snp_PA14_09750_840439	0.0030027173913	0.0499370080369	1.0	1.0
snp_PA14_56590_5044310	0.0029972826087	0.0498828888274	1.0	1.0
gene_pa_group_23538	0.00299455040872	0.0498557712366	1.0	1.0
snp_PA14_09770_842581	0.00299180327869	0.0498285659532	1.0	2.0
snp_PA14_02410_216926	0.00283131925096	0.0464984066908	1.0	19.0
snp_PA14_60870,morA_5432821	0.00275747282609	0.0451076572765	1.0	8.0
gene_pa_group_3	0.00272166149068	0.0444150655807	0.0	164.0
snp_PA14_60310,pilY1_5375611	0.00266304347826	0.0470395740464	1.0	3.0
