feature	score	p-value	#I-out-of-7	#O-out-of-362
snp_PA14_41270_3683363	163.889581689	1.59912803921e-37	4.0	1.0
gene_pa_group_5415	114.861977111	8.43700779173e-27	3.0	1.0
gene_pa_group_2800	114.861977111	8.43700779173e-27	3.0	1.0
snp_PA14_28810_2484431	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_28810_2482632	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA5181.1,P34_6107629	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_16661	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_01250,ychM_123049	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_69070,yhiH_6160410	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_17452	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_63080,lldP_5627550	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_40260_3593528	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_28810_2483706	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_31080_2704131	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_34150,sfnR_3037985	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_28810_2483575	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_07190,pgk_622144	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_51880,oprD_4606971	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_60000_5343452	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_03250_292652	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_17094	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_60000_5343500	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_31080_2703722	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_22952	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_50870_4522150	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_18294	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_56000,pctA_4999266	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_03270_294212	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_19643	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_15959	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_53520,oruR_4745310	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_28895_2497913	103.428571429	2.69953435485e-24	2.0	0.0
gene_pa_group_21588	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_47650,cobS_4242222	103.428571429	2.69953435485e-24	2.0	0.0
snp_PA14_31260_2718457	103.428571429	2.69953435485e-24	1.0	111.0
