feature	score	p-value	#I-out-of-135	#O-out-of-277
PA14_59990_5342403|1	137.08247422	1.15679315259e-31	76.0	5.0
PA14_37490_3336619|1	131.533948659	1.89210765879e-30	86.0	13.0
PA14_59540_5299046|1	124.202492312	7.60707071245e-29	73.0	7.0
PA14_59540_5299116|1	118.790931646	1.16370614667e-27	67.0	5.0
PA14_53560_4749482|1	114.540557829	9.92160841231e-27	83.0	17.0
PA14_15460,merA_1309232.1|1	114.143251253	1.21226615774e-26	63.0	4.0
PA14_13990_1199882|1	113.84215834	1.41105319826e-26	77.0	13.0
PA14_26140,cifR_2282153|1	113.380719348	1.7807816187e-26	66.0	6.0
PA14_26130,morB_2281979|1	113.380719348	1.7807816187e-26	66.0	6.0
PA14_55520,hxcU_4942104|1	112.703902909	2.50528746792e-26	64.0	5.0
PA14_26970_2347008|1	112.703902909	2.50528746792e-26	64.0	5.0
PA14_18340_1573309|1	111.722025318	4.11090276842e-26	92.0	25.0
PA14_12860_1104122|1	110.676236993	6.96681504481e-26	63.0	5.0
PA14_21940_1908910|1	110.676236993	6.96681504481e-26	63.0	5.0
PA14_06580_574469|8	110.676236993	6.96681504481e-26	63.0	5.0
PA14_67780_6052426|1	110.10613059	9.28823727205e-26	66.0	7.0
PA14_21160_1830118|1	110.10613059	9.28823727205e-26	66.0	7.0
PA14_61870_5518248|1	110.10613059	9.28823727205e-26	66.0	7.0
PA14_65810_5861287|1	109.641749866	1.17401615386e-25	97.0	30.0
PA14_26930_2343869|1	109.341861593	1.36577240029e-25	64.0	6.0
PA14_28880_2493687|1	108.649293045	1.93697150396e-25	62.0	5.0
PA14_00310_28735|1	108.096596396	2.55992754055e-25	65.0	7.0
PA14_23120_2005266|2	108.096596396	2.55992754055e-25	65.0	7.0
PA14_40640,cti_3628790|1	107.323842411	3.78058756806e-25	63.0	6.0
PA14_02310,atsA_207590|1	107.323842411	3.78058756806e-25	63.0	6.0
PA14_17650_1517271|1	107.323842411	3.78058756806e-25	63.0	6.0
PA14_22410_1950831|1	106.088254248	7.05234021975e-25	64.0	7.0
PA14_71350_6356469|1	106.088254248	7.05234021975e-25	64.0	7.0
PA14_36960_3292403|1	105.306818307	1.04615560623e-24	62.0	6.0
PA14_71580_6377396|1	104.9351426	1.26199737251e-24	65.0	8.0
PA14_59990_5342598|1	104.934526393	1.26238989754e-24	71.0	12.0
PA14_51420,pqsB_4569081|1	104.597704341	1.4963007164e-24	60.0	5.0
PA14_33610_2970539|1	104.459152293	1.60467706677e-24	75.0	15.0
PA14_28340_2449491|1	104.081155235	1.94196517966e-24	63.0	7.0
PA14_50380,flgJ_4478955|1	104.081155235	1.94196517966e-24	63.0	7.0
PA14_18040_1549391|1	104.081155235	1.94196517966e-24	63.0	7.0
PA14_11990_1036888|1	104.081155235	1.94196517966e-24	63.0	7.0
PA14_60020_5344845|1	103.066787288	3.24038123151e-24	77.0	17.0
PA14_11140_969423|1	103.066787288	3.24038123151e-24	77.0	17.0
PA14_03770,speB1_338673|1	102.938562791	3.45704483734e-24	64.0	8.0
PA14_59150_5266389|1	102.730090038	3.84066420936e-24	52.0	1.0
PA14_16410_1404920.1|1	102.534806522	4.23854800332e-24	74.0	15.0
PA14_55410_4931209|1	102.480445736	4.35646682981e-24	93.0	30.0
PA14_47090_4195513|1	102.430966707	4.46664626154e-24	78.0	18.0
PA14_11140_969871.1|1	102.430966707	4.46664626154e-24	78.0	18.0
PA14_34130_3034210|1	102.075353405	5.34494326899e-24	62.0	7.0
PA14_36830_3282316|1	102.075353405	5.34494326899e-24	62.0	7.0
PA14_30590_2648777|1	101.938762305	5.72649397867e-24	57.0	4.0
PA14_36000,prpR_3204810|1	101.938762305	5.72649397867e-24	57.0	4.0
PA14_61910_5521507|1	101.872305519	5.92186734932e-24	65.0	9.0
PA14_24080,xcpY_2091027.1|1	101.275936258	8.00220362333e-24	60.0	6.0
PA14_49520,pyoS3A_4403637|1	101.275936258	8.00220362333e-24	60.0	6.0
PA14_31780_2765005|1	101.275936258	8.00220362333e-24	60.0	6.0
PA14_20890,rfaD_1801119|2	100.94353994	9.46430963765e-24	63.0	8.0
PA14_21190_1833985.1|1	100.94353994	9.46430963765e-24	63.0	8.0
PA14_71180_6341164|1	100.94353994	9.46430963765e-24	63.0	8.0
PA14_15230,xseA_1290560|1	100.94353994	9.46430963765e-24	63.0	8.0
PA14_35970_3201512|1	100.876356957	9.7908270105e-24	66.0	10.0
PA14_05870_520408|13	100.549424526	1.15479103299e-23	58.0	5.0
PA14_42050_3750246|1	99.9453087448	1.56663986212e-23	67.0	11.0
PA14_30330,serS_2628316|2	99.9067540224	1.59743578151e-23	56.0	4.0
PA14_02930_258019|8	99.9067540224	1.59743578151e-23	56.0	4.0
PA14_05390,chpA_470998|1	99.8885167052	1.61221321627e-23	64.0	9.0
PA14_36080,yfaV_3214660|1	99.8885167052	1.61221321627e-23	64.0	9.0
PA14_60760_5414610|1	99.8885167052	1.61221321627e-23	64.0	9.0
PA14_29270,yaiW_2533005|1	99.8885167052	1.61221321627e-23	64.0	9.0
PA14_46490,fabF2_4138284|1	99.2621757331	2.21192515431e-23	59.0	6.0
PA14_63540,selA_5665867|1	99.2621757331	2.21192515431e-23	59.0	6.0
PA14_28040_2426950|1	99.2621757331	2.21192515431e-23	59.0	6.0
PA14_00060_7764|14	99.2621757331	2.21192515431e-23	59.0	6.0
PA14_67200_5998004|1	98.6278981691	3.04696344684e-23	92.0	31.0
PA14_36070_3213128|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_11580_1002226|6	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_25305,nqrB_2213424|3	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_55260_4907825|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_62110_5543178|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_62100_5542123|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_72890_6491370|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_02560,mdcB_229497|13	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_00700_70871|1	98.5266255192	3.20683853121e-23	57.0	5.0
PA14_59690_5311021|1	98.3891696751	3.43734038218e-23	81.0	22.0
PA14_08050_691684|1	98.138205924	3.9017771766e-23	87.0	27.0
PA14_13060_1121373|1	98.0678736282	4.04284957557e-23	60.0	7.0
PA14_72820_6486303|1	98.0678736282	4.04284957557e-23	60.0	7.0
PA14_02340,atsB_210129|1	98.0121782189	4.15817390795e-23	73.0	16.0
PA14_67190_5997735|1	98.0121782189	4.15817390795e-23	73.0	16.0
PA14_49520,pyoS3A_4403721|1	97.9849063091	4.21583809502e-23	66.0	11.0
PA14_59690_5311022|1	97.9282641555	4.33817165191e-23	82.0	23.0
PA14_55400_4925847|1	97.9066185319	4.38585317009e-23	63.0	9.0
PA14_50010,yliI_4445904|1	97.9066185319	4.38585317009e-23	63.0	9.0
PA14_06160,fiuA_544941|2	97.9066185319	4.38585317009e-23	63.0	9.0
PA14_05650_502648|1	97.9066185319	4.38585317009e-23	63.0	9.0
PA14_22160_1934441|1	97.8754184032	4.45550538784e-23	55.0	4.0
PA14_33200_2906822|1	97.2496055622	6.11161804575e-23	58.0	6.0
PA14_09710,aldH_835750|1	97.2496055622	6.11161804575e-23	58.0	6.0
PA14_68510_6111764|1	97.2496055622	6.11161804575e-23	58.0	6.0
PA14_32790_2863284|1	97.2496055622	6.11161804575e-23	58.0	6.0
PA14_53020,pbpG_4701815|1	97.2496055622	6.11161804575e-23	58.0	6.0
PA14_65670_5849465|1	97.1258666883	6.50574165414e-23	67.0	12.0
PA14_42080,fadB_3753662|1	96.9340763146	7.16744479042e-23	64.0	10.0
PA14_12150_1050531|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_32790_2863290|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_37950,cynT_3387698|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_24510,pelD_2143371|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_34000_3023955|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_00080_9710|500	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_35940_3199199.1|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_21870_1901805|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_31690_2754618|2	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_01870_171335.1|10	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_11970_1035325.1|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_20520_1764304|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_63100_5630549|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_18330,arnT_1571636|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_42600,pscP_3789814|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_34640,gntK_3077363|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_35950_3200290|1	96.5047790644	8.90286781984e-23	56.0	5.0
PA14_41520,ppkB_3705756|1	96.3225627642	9.7611275017e-23	68.0	13.0
PA14_64120_5715151|1	96.0963065815	1.09428754251e-22	81.0	23.0
PA14_68360_6098543|1	96.0663206473	1.11098768508e-22	59.0	7.0
PA14_02900,pcaK_256101|1	96.0663206473	1.11098768508e-22	59.0	7.0
PA14_15435_1307150|1	96.0663206473	1.11098768508e-22	59.0	7.0
PA4055-PA4056,sRNA2315_989631|1	96.0663206473	1.11098768508e-22	59.0	7.0
PA14_05540,mexB_490811|1	96.0663206473	1.11098768508e-22	59.0	7.0
PA14_61870_5518617|1	96.0269104369	1.13332481618e-22	65.0	11.0
PA14_08050_691742|2	96.0048741694	1.14600988077e-22	87.0	28.0
PA14_65370,amiB_5823126|1	95.9266908847	1.19217235839e-22	62.0	9.0
PA14_06120_540145.1|1	95.9266908847	1.19217235839e-22	62.0	9.0
PA14_36605_3259443|1	95.9266908847	1.19217235839e-22	62.0	9.0
PA14_22110_1928152|4	95.8447902403	1.24252559011e-22	54.0	4.0
PA14_02610,mdcG_232519|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_21490_1864854|3	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_16780_1436419|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_57640_5133652|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_53360,plcH_4731572|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_32790_2859876|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_01910,pcaG_174694|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_32100,xylY_2793130|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_36910,ligD_3289616|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_72510,thrB_6460556|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_46490,fabF2_4137979|1	95.2382824289	1.68794334417e-22	57.0	6.0
PA14_29720_2573611|1	95.1800919498	1.73829640833e-22	66.0	12.0
PA14_28895_2496335|1	94.9685000354	1.93438998266e-22	60.0	8.0
PA14_30460_2638143|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_36920_3290779|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_06160,fiuA_544071|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_57480_5122255|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_66160_5893967|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_26420_2301496|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_37420_3331118|1	94.9662529054	1.93658706981e-22	63.0	10.0
PA14_02490,tonB2_224617|6	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_53800,mntH2_4770526|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_68970_6152568|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_36670_3266371.1|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_09580_824859|7	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_03220_286750|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_32400,mexE_2817506|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_33530_2950861|16	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_21450_1859423|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_05390,chpA_471813.1|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_19290,srmB_1663600|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_41280_3684874|2	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_35620,pslK_3165683|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_64800,vanA_5774982|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_15910_1354685|2	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_55117_4896777.1|1	94.4839327896	2.47089892317e-22	55.0	5.0
PA14_66150_5893268|1	94.3768517202	2.60824640957e-22	93.0	34.0
PA14_43910_3909468|1	94.0714173909	3.04342451394e-22	64.0	11.0
PA14_24490,pelB_2139300|1	94.0663153239	3.05127937663e-22	58.0	7.0
PA14_28880_2493570|1	94.0663153239	3.05127937663e-22	58.0	7.0
PA14_60900_5434776|1	94.0663153239	3.05127937663e-22	58.0	7.0
PA14_53310_4724878|1	94.0663153239	3.05127937663e-22	58.0	7.0
PA14_71220,cls_6345695|1	94.0663153239	3.05127937663e-22	58.0	7.0
PA14_19940_1718862|1	93.9167268351	3.29081374784e-22	87.0	29.0
PA14_22110_1928163|1	93.8149067682	3.46452761523e-22	53.0	4.0
PA14_49560,toxA_4407502|1	93.6498344959	3.76585573406e-22	68.0	14.0
PA14_49530_4406047|1	93.3301778313	4.42592048228e-22	77.0	21.0
PA14_37030,cupA3_3297697.1|1	93.2370724609	4.63909747599e-22	65.0	12.0
PA14_01330_129569|1	93.2282666736	4.65978352713e-22	56.0	6.0
PA14_35530,bkdA1_3159525|1	93.2282666736	4.65978352713e-22	56.0	6.0
PA14_51530,exoU_4581681|1	93.2282666736	4.65978352713e-22	56.0	6.0
PA14_04950,mtgA_437516|1	93.2282666736	4.65978352713e-22	56.0	6.0
PA14_11290_983689|3	93.2282666736	4.65978352713e-22	56.0	6.0
