feature	score	p-value	#I-out-of-72	#O-out-of-354
PA14_32850	748.144753119	1.01578010837e-164	307.0	6521.0
PA14_69520	517.757186352	1.30166044318e-114	896.0	9566.0
PA14_31260	512.210108129	2.09585115838e-113	2236.0	6345.0
PA14_63450	472.718946157	8.20558873451e-105	43.0	2767.0
PA14_59230	470.787139634	2.16013891712e-104	1873.0	5171.0
PA14_20530	464.8037059	4.33045532004e-103	214.0	4244.0
PA14_23370,orfK	459.142162127	7.38876708942e-102	442.0	5981.0
PA14_69510	450.762503533	4.9223673732e-100	863.0	8893.0
PA14_15600	423.854873715	3.53505702589e-94	214.0	4024.0
PA14_23350,orfA	403.762085099	8.35575070733e-90	402.0	5358.0
PA14_69540	399.528246466	6.97637176331e-89	433.0	5560.0
PA14_03166	385.521245271	7.81487193679e-86	80.0	2681.0
PA14_15590	382.909652367	2.89394634485e-85	367.0	4976.0
PA14_41290	372.320951266	5.84595255526e-83	3690.0	12670.0
PA14_60320,pilE	361.203878241	1.53972845475e-80	568.0	6280.0
PA14_34170	350.296935763	3.651553887e-78	4027.0	14197.0
PA14_38180	334.393097738	1.06165560599e-74	2543.0	8284.0
PA14_31360	315.022618517	1.7583644878e-70	1765.0	13548.0
PA14_15350	314.496999093	2.28879058909e-70	536.0	5754.0
PA14_31370,tam	307.488172513	7.69868369077e-69	2160.0	15836.0
PA14_35800	294.503464789	5.19179665503e-66	1859.0	13920.0
PA14_35810	287.355556505	1.87398268693e-64	2039.0	14920.0
PA14_23380,orfH	279.11584465	1.17022662696e-62	586.0	5854.0
PA14_31350	275.704434902	6.48185997973e-62	1893.0	13940.0
PA14_10120	268.20332968	2.79569940967e-60	347.0	4138.0
PA14_54910	251.322477981	1.33699732015e-56	12.0	1362.0
PA14_23410,orfJ	249.315315115	3.66191248663e-56	188.0	2856.0
PA14_55090	248.846667339	4.63317687789e-56	186.0	2838.0
PA14_10050	246.231163001	1.72228358747e-55	169.0	2692.0
PA14_08110	245.64973062	2.30605876377e-55	4199.0	15738.0
PA14_08000	245.071528674	3.08271201308e-55	4415.0	16667.0
PA14_15360	243.987980598	5.31100768794e-55	178.0	2749.0
PA14_53670	240.646652809	2.842543532e-54	1616.0	11952.0
PA14_10090	237.187143283	1.6145393173e-53	423.0	4468.0
PA14_08010,gpV	235.270316986	4.22697382939e-53	4631.0	17688.0
PA14_10080	234.806801359	5.33464301312e-53	238.0	3147.0
PA14_10110	228.726042853	1.13025042628e-51	215.0	2941.0
PA14_54880	223.12721479	1.88052737024e-50	72.0	1779.0
PA14_08030	222.853792372	2.15732960815e-50	4798.0	18534.0
PA14_54890	221.056239438	5.32100036009e-50	67.0	1725.0
PA14_15500,traK	216.961498463	4.16081864408e-49	41.0	1472.0
PA14_35750,tpnC	216.87959855	4.33555174012e-49	1108.0	8678.0
PA14_01220	215.757932513	7.61599842571e-49	85.0	1851.0
PA14_08130,gpU	209.923196483	1.42765138269e-47	4280.0	16421.0
PA14_23420	205.716651517	1.18145170962e-46	763.0	6453.0
PA14_54920	205.603917575	1.25029858481e-46	119.0	2074.0
PA14_54930	205.207829378	1.52559039955e-46	254.0	3084.0
PA14_29750	203.391605782	3.7996000836e-46	3654.0	13789.0
PA14_08150,gpD	200.895674471	1.33161233869e-45	4686.0	18277.0
PA14_03310	200.645241658	1.51017345505e-45	429.0	4260.0
PA14_15400,repC	199.91174684	2.18318597693e-45	72.0	1658.0
PA14_59780,rcsC	199.776265565	2.33698482418e-45	119.0	2042.0
PA14_08090,gpFII	198.01145239	5.67267743621e-45	4448.0	17271.0
PA14_53610	197.847306496	6.16041862626e-45	76.0	1681.0
PA14_54860	197.310187147	8.06916687857e-45	28.0	1252.0
PA14_08100	197.182972361	8.60184676032e-45	4240.0	16376.0
PA14_15570	196.958648653	9.62825768718e-45	401.0	4047.0
PA14_08020,gpW	195.859435131	1.67279259176e-44	4098.0	15774.0
PA14_03330	195.758073718	1.76020696454e-44	802.0	6615.0
PA14_23360,wzz	195.023237071	2.54647838046e-44	943.0	7478.0
PA14_46540	194.864337316	2.7581625908e-44	126.0	2070.0
PA14_54900	194.421432775	3.44575602607e-44	48.0	1421.0
PA14_58740	193.383144475	5.80626735253e-44	976.0	7665.0
PA14_08200	193.021268682	6.96434023485e-44	1823.0	12672.0
PA14_08060	191.016180654	1.90776023359e-43	4617.0	18083.0
PA14_28780	190.181263326	2.90245350594e-43	499.0	4647.0
PA14_48460	188.223966424	7.76265267113e-43	1505.0	10770.0
PA14_54980	186.693123337	1.67565024038e-42	51.0	1408.0
PA14_08040,gpI	184.361207789	5.41069593053e-42	4670.0	18389.0
PA14_55080	184.073859397	6.2515134607e-42	161.0	2277.0
PA14_08120	183.2008418	9.69571655809e-42	4706.0	18560.0
PA14_31270	181.821256781	1.93988901147e-41	1308.0	4210.0
PA14_31040	181.409649153	2.38585037251e-41	1327.0	9654.0
PA14_55030	179.389830508	6.58637258002e-41	0.0	882.0
PA14_23390,orfE	178.653745238	9.53604562163e-41	272.0	3044.0
PA14_54960	178.403675779	1.08136189258e-40	48.0	1339.0
PA14_08250	178.208862994	1.19263837541e-40	1615.0	11305.0
PA14_23430	176.914550783	2.28628638921e-40	373.0	3721.0
PA14_15370	176.745762712	2.4887856023e-40	0.0	869.0
PA14_63440	176.565954508	2.72427489953e-40	791.0	6385.0
PA14_08070,gpFI	176.10001582	3.44346508983e-40	4952.0	19725.0
PA14_55020	175.93220339	3.74662674553e-40	0.0	865.0
PA14_08260	175.729665471	4.14828266509e-40	1922.0	13046.0
PA14_53600	173.914346409	1.03345034828e-39	102.0	1765.0
PA14_15560	172.605445051	1.99588714382e-39	97.0	1718.0
PA14_08280	171.625183478	3.26753196551e-39	2066.0	13819.0
PA14_48450	171.130841181	4.18971199672e-39	1663.0	11505.0
PA14_03370	170.500317419	5.75298299925e-39	841.0	6639.0
PA14_31050	170.135709677	6.91076632253e-39	1590.0	11072.0
PA14_03163	169.108647828	1.15837618442e-38	501.0	4503.0
PA14_08050	168.620921758	1.48039616758e-38	5002.0	20037.0
PA14_08140,XR2	167.173319097	3.06599510132e-38	3398.0	13032.0
PA14_15530,trbK	164.912649618	9.55853884454e-38	53.0	1313.0
PA14_28790	163.532606488	1.91367109401e-37	259.0	2856.0
PA14_46530	161.80559088	4.56206928885e-37	87.0	1579.0
PA14_46460	161.481379891	5.37024012731e-37	359.0	3520.0
PA14_31240	161.41861671	5.54250326605e-37	1482.0	10351.0
PA14_54850	161.251152888	6.02966174644e-37	679.0	5563.0
PA14_46550	161.197445021	6.19479488726e-37	122.0	1850.0
PA14_41280	157.478935054	4.02251104729e-36	4709.0	18879.0
PA14_08230	156.203389831	7.64227295254e-36	1980.0	13143.0
PA14_23400	154.524415164	1.778789895e-35	280.0	2941.0
PA0263.1,tRNA-Arg	153.939009686	2.38812849661e-35	2249.0	8240.0
PA14_48470	153.321165307	3.25899103732e-35	1150.0	8327.0
PA14_53580	149.02212978	2.83598158075e-34	293.0	2992.0
PA14_39540	148.086079387	4.54270569219e-34	4251.0	16970.0
PA14_28800	146.631728078	9.44578310662e-34	380.0	3552.0
PA14_14560	146.193907753	1.17747095238e-33	213.0	2424.0
PA14_48490	145.436162995	1.72427228214e-33	1333.0	9313.0
PA14_35770	145.302665388	1.84412877277e-33	2030.0	13289.0
PA14_59190	145.162914439	1.97853594522e-33	430.0	3865.0
PA14_30940,trbB	144.639611867	2.57484684274e-33	2926.0	11215.0
