feature	score	p-value	#I-out-of-293	#O-out-of-102
PA14_63920_5696365.1|1	26.2171107351	3.05107071515e-07	2.0	12.0
PA14_63920_5696410|1	26.2171107351	3.05107071515e-07	2.0	12.0
PA14_35420,pvcB_3149721|1	22.9803921569	1.6366218092e-06	0.0	8.0
PA14_25060_2192107|1	22.7665147167	1.8292536461e-06	4.0	13.0
PA14_43630_3883456|1	22.7222462903	1.87188187776e-06	5.0	14.0
PA14_28880_2493534|1	21.8551721768	2.94022997224e-06	15.0	22.0
PA14_03860_347434|1	20.6082522677	5.6352682385e-06	7.0	15.0
PA14_65300,hflX_5818703|1	20.3365383696	6.49484047809e-06	3.0	11.0
PA14_63100_5630926|1	20.3365383696	6.49484047809e-06	3.0	11.0
PA14_29490,hplR_2557422|1	20.2010640434	6.97141475589e-06	4.0	12.0
PA14_58700,nadC_5231997|1	19.5405504686	9.84866931156e-06	21.0	25.0
PA14_35210_3132028|1	18.6879177913	1.53954931879e-05	1.0	8.0
PA14_31260_2718335|1	18.6248339318	1.59134031015e-05	60.0	1.0
PA14_18350,fmt_1575697|1	18.0062692778	2.20178658856e-05	2.0	9.0
PA14_56110_5011847|1	18.0062692778	2.20178658856e-05	2.0	9.0
PA14_69570,corA_6207831|1	18.0062692778	2.20178658856e-05	2.0	9.0
PA14_10010_860852.1|1	17.7853017939	2.47286205525e-05	5.0	12.0
PA14_08360,trpC_716247|1	17.7221544433	2.5563199803e-05	3.0	10.0
PA14_31110_2706661|1	17.5848921303	2.74762550572e-05	57.0	1.0
PA14_31130_2707556|1	17.5567669966	2.78856621741e-05	63.0	2.0
PA14_14300_1220499|1	17.3148013734	3.1671032569e-05	10.0	16.0
PA14_03855_346208|1	17.2352941176	3.30243835483e-05	0.0	6.0
PA14_12850_1102776|1	17.2352941176	3.30243835483e-05	0.0	6.0
PA14_22490,acpD_1957385|1	17.2352941176	3.30243835483e-05	0.0	6.0
PA14_34840_3101924|1	17.2352941176	3.30243835483e-05	0.0	6.0
PA14_16660,cadA_1424662|1	17.2352941176	3.30243835483e-05	0.0	6.0
PA14_31180_2710269|1	17.2136640066	3.34025213075e-05	62.0	2.0
PA14_31260_2718406.1|1	17.1052927532	3.53636161491e-05	73.0	4.0
PA14_31090_2704228.1|1	16.8707203776	4.00140958133e-05	61.0	2.0
PA14_31180_2710268|1	16.8707203776	4.00140958133e-05	61.0	2.0
PA14_04140_372068|1	16.8550617346	4.03455848413e-05	9.0	15.0
PA14_23260,gyrA_2015001.1|1	16.7935190928	4.16753928094e-05	193.0	31.0
PA14_31080_2703653|1	16.5454332524	4.74982361672e-05	54.0	1.0
PA14_31090_2704229|1	16.5279438209	4.79383517659e-05	60.0	2.0
PA14_69280_6180065|1	16.422703242	5.06746410478e-05	8.0	14.0
PA14_31130_2707461|1	16.2745890265	5.47938612063e-05	65.0	3.0
PA14_31180_2710353|1	16.2745890265	5.47938612063e-05	65.0	3.0
PA14_31190_2712484|1	16.1853425531	5.7436823202e-05	59.0	2.0
PA14_31090_2704436|1	16.1853425531	5.7436823202e-05	59.0	2.0
PA14_31190_2711577|1	16.1049031364	5.99286775585e-05	70.0	4.0
PA14_33610_2966659|1	16.0259402396	6.24805392096e-05	7.0	13.0
PA14_31110_2706940.1|1	16.0000606471	6.33404545943e-05	75.0	5.0
PA14_31180_2710235.1|1	15.9464896841	6.51584997386e-05	80.0	6.0
PA14_31130_2707628|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_31090_2704868.2|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_31190_2711826|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_31130_2707238.1|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_31100_2705139|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_31070_2703352.1|1	15.9367791638	6.54936230933e-05	64.0	3.0
PA14_21190_1832342|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_15350_1301972|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_11650_1010678|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_27490_2386697|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_30850,trbI_2679195.2|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_31730_2760093|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_47260_4210437|1	15.8878781035	6.72077995195e-05	1.0	7.0
PA14_31180_2710583.1|1	15.8429253385	6.88233596665e-05	58.0	2.0
PA14_31080_2703960|1	15.7722432	7.14429864112e-05	69.0	4.0
PA14_19190,sfcA_1657744|1	15.6766378907	7.51466600091e-05	6.0	12.0
PA14_43640,gpsA_3883926|1	15.6766378907	7.51466600091e-05	6.0	12.0
PA14_65390,yjeF_5825372|1	15.6766378907	7.51466600091e-05	6.0	12.0
PA14_31180_2709596|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31260_2718182|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31090_2705009|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31110_2705917|2	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31180_2709739.1|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31180_2710517.1|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31080_2704170.2|1	15.5992818164	7.82843170322e-05	63.0	3.0
PA14_31080_2704029|1	15.5007015359	8.24746391369e-05	57.0	2.0
PA14_58960_5255181|1	15.4668113833	8.39667337487e-05	14.0	18.0
PA14_64950,pncA_5789408|1	15.3925939403	8.73299003009e-05	5.0	11.0
PA14_62410_5567471|1	15.3235628722	9.05796245063e-05	2.0	8.0
PA14_65420_5828426.1|1	15.3235628722	9.05796245063e-05	2.0	8.0
PA14_33610_2960432|1	15.3235628722	9.05796245063e-05	2.0	8.0
PA14_47260_4211189|5	15.3235628722	9.05796245063e-05	2.0	8.0
PA14_65920_5871328|1	15.3235628722	9.05796245063e-05	2.0	8.0
PA14_31090_2704733.1|1	15.262111408	9.3574787183e-05	62.0	3.0
PA14_31260_2718438|1	15.262111408	9.3574787183e-05	62.0	3.0
PA14_31110_2706997.1|1	15.262111408	9.3574787183e-05	62.0	3.0
PA14_31190_2712821.1|1	15.262111408	9.3574787183e-05	62.0	3.0
PA14_31280_2721118|1	15.262111408	9.3574787183e-05	62.0	3.0
