feature	score	p-value	#I-out-of-31	#O-out-of-102
PA14_35840	766.799499599	8.92563065954e-169	1394.0	1764.0
PA14_35850	658.211397628	3.65856758363e-145	1301.0	1722.0
PA14_35830,tnpT	396.843137569	2.68009783173e-88	1474.0	2556.0
PA14_31100	339.919620666	6.6431765743e-76	1014.0	1620.0
PA14_31040	313.122960539	4.55952467509e-70	1190.0	2080.0
PA14_31000	300.797599528	2.20801517523e-67	1066.0	1818.0
PA14_31010	299.351012027	4.56209676529e-67	1240.0	2231.0
PA14_35740,tpnA	294.338257032	5.64044172125e-66	1507.0	2894.0
PA14_31150	284.434369603	8.11515382423e-64	1116.0	1972.0
PA14_31030	267.191168791	4.64615216901e-60	1110.0	1999.0
PA14_31130	252.3573578	7.9528697503e-57	773.0	1248.0
PA14_46430	247.547776597	8.89317508549e-56	746.0	4527.0
PA14_63440	245.469111188	2.52493281825e-55	249.0	2236.0
PA14_46620	231.185958254	3.28630370817e-52	720.0	1170.0
PA14_31060	217.947608013	2.53554870009e-49	1225.0	2415.0
PA14_46400,yqhC	215.576886006	8.34105973106e-49	999.0	5421.0
PA14_35750,tpnC	214.757136074	1.25906295332e-48	958.0	1765.0
PA14_35820,tnpS	213.042694497	2.9789161319e-48	1424.0	2937.0
PA14_31240	212.043643264	4.92051775667e-48	1188.0	2340.0
PA14_46420	197.149985286	8.74562243908e-45	850.0	4693.0
PA14_31230	193.871912311	4.54171444489e-44	649.0	1084.0
PA14_01220	188.971853257	5.33035814645e-43	20.0	764.0
PA14_31260	185.408390554	3.19626897232e-42	665.0	1139.0
PA14_46610	182.959611124	1.09457509207e-41	486.0	740.0
PA14_35800	182.362750666	1.47759068843e-41	1444.0	3100.0
PA14_31050	175.596425063	4.43571884427e-40	1223.0	2548.0
PA14_31220	168.503759	1.57024968338e-38	462.0	713.0
PA14_32820	166.01423123	5.49233976708e-38	1147.0	2385.0
PA14_23350,orfA	165.058413835	8.88279462657e-38	235.0	1833.0
PA14_59120	164.776349118	1.02368471427e-37	12.0	629.0
PA14_46570	162.72323468	2.87531033297e-37	654.0	1165.0
PA14_33680,fpvA	160.368919257	9.39819573177e-37	1213.0	2577.0
PA14_22120	147.970239133	4.8154480349e-34	96.0	1069.0
PA14_60320,pilE	145.588043886	1.59735590754e-33	318.0	2129.0
PA14_31170	144.33640522	2.99944891682e-33	831.0	1649.0
PA14_35770	143.063964339	5.69174501169e-33	1345.0	2996.0
PA14_22090	143.013256378	5.83891924556e-33	95.0	1045.0
PA14_10050	140.150105285	2.46825092376e-32	55.0	814.0
PA14_35810	138.978730516	4.45192073091e-32	1531.0	3518.0
PA14_35700	138.095439121	6.94571425028e-32	20.0	594.0
PA14_22270	135.655418718	2.37343367775e-31	164.0	1366.0
PA14_35760	134.698191277	3.84372348213e-31	1327.0	2984.0
PA14_31110	134.445307426	4.36583556509e-31	836.0	1693.0
PA14_43090	133.612157621	6.64223079119e-31	251.0	1768.0
PA14_31280	131.222086091	2.21398072637e-30	1256.0	2808.0
PA14_31070	130.425009188	3.30796132257e-30	1182.0	2613.0
PA14_10080	129.645606301	4.89877910312e-30	87.0	952.0
PA14_10090	128.542771986	8.53871797946e-30	165.0	1341.0
PA14_22100	126.84368922	2.00997021791e-29	68.0	839.0
PA14_54870	124.929536247	5.2734403488e-29	11.0	490.0
PA14_32810	124.783092391	5.67733712199e-29	1442.0	3343.0
PA14_22110	123.177988164	1.27484190879e-28	82.0	901.0
PA14_22230	122.146471628	2.14409864851e-28	85.0	913.0
PA14_04710	120.751812065	4.33057339439e-28	377.0	2265.0
PA14_15490	120.656862745	4.54288225349e-28	0.0	397.0
PA14_54950	118.544555518	1.31760964697e-27	22.0	541.0
PA14_30970,bphR	117.307785655	2.45803597595e-27	1302.0	2996.0
PA14_53590	117.032439109	2.82410544168e-27	83.0	883.0
PA14_22130	116.475591474	3.73953390732e-27	50.0	701.0
PA14_10120	114.985772718	7.92641067251e-27	161.0	1264.0
PA14_33300	113.701206184	1.51500912932e-26	664.0	3421.0
PA14_23380,orfH	113.62806397	1.57193743019e-26	314.0	1954.0
PA14_22080	112.392674209	2.9310975321e-26	130.0	1103.0
PA14_46600	110.891133052	6.25109729792e-26	549.0	1044.0
PA14_22220	109.967582715	9.96063998609e-26	95.0	918.0
PA14_54980	109.883247713	1.03935533704e-25	11.0	440.0
PA14_51560	109.522145242	1.24703531974e-25	202.0	1432.0
PA14_22190	108.615868121	1.96991278187e-25	123.0	1053.0
PA14_20530	108.510359876	2.07761532173e-25	187.0	1358.0
PA14_03400	108.430980936	2.16251018959e-25	57.0	711.0
PA14_63450	107.170485744	4.08474780672e-25	82.0	840.0
PA14_15600	106.989093047	4.47626148484e-25	126.0	1061.0
PA14_54900	106.061115318	7.14958698547e-25	12.0	434.0
PA14_55090	104.816806209	1.33966257407e-24	144.0	1139.0
PA14_33350	103.961427593	2.06293389061e-24	641.0	3265.0
PA14_33320	103.393852647	2.74725836322e-24	742.0	3666.0
PA14_10960	101.409174783	7.4816451121e-24	606.0	3107.0
PA14_10110	100.680205885	1.08100496666e-23	114.0	976.0
PA14_54910	100.666489327	1.08851702855e-23	12.0	416.0
PA14_27690,fecI	100.500105419	1.18390655684e-23	427.0	2366.0
PA14_40100	99.2444568107	2.23180406228e-23	1484.0	3595.0
PA14_43100	98.7557928748	2.85640177443e-23	668.0	3339.0
PA14_15500,traK	98.5148437001	3.22597463588e-23	14.0	422.0
PA14_22210	97.8469502226	4.5200235692e-23	102.0	905.0
PA14_22240	97.1158407388	6.53876753242e-23	76.0	770.0
PA14_33340	96.8661257213	7.41769413329e-23	756.0	3676.0
PA14_10970	96.865384033	7.42047330223e-23	526.0	2753.0
PA14_22250	96.8089779409	7.63491193578e-23	77.0	774.0
PA14_22180	96.7895847903	7.71006163231e-23	62.0	695.0
PA14_15400,repC	95.2351569466	1.69061041179e-22	24.0	474.0
PA14_59160	95.0718248351	1.83601379814e-22	1391.0	3358.0
PA14_15660	94.3058025536	2.70356607215e-22	527.0	2741.0
PA14_54890	93.7736231062	3.53754767209e-22	30.0	505.0
PA14_15360	93.4243205003	4.22032906664e-22	78.0	766.0
PA14_58970	92.2720640945	7.55431900131e-22	1561.0	3854.0
PA14_46590	91.4426505122	1.14873636353e-21	525.0	1041.0
PA14_10980	91.259153898	1.26035610986e-21	737.0	3561.0
PA14_33330	90.9859805658	1.44693667178e-21	719.0	3488.0
PA14_39480	89.8153672126	2.61455554461e-21	136.0	1036.0
PA14_15460,merA	89.4530976575	3.13995025557e-21	1265.0	3037.0
PA14_46530	89.4314532487	3.17449191541e-21	18.0	417.0
PA14_59150	89.1377525673	3.68255846252e-21	1793.0	4537.0
PA14_03390	89.1174315318	3.72058099307e-21	105.0	884.0
PA14_53670	88.3057804967	5.6079334586e-21	1107.0	2604.0
PA14_40110	87.8306657324	7.130483563e-21	1332.0	3234.0
PA14_09350,fptB	87.7843397631	7.29945828678e-21	1399.0	3423.0
PA14_54930	87.3748557609	8.9784687852e-21	137.0	1030.0
PA14_30860,trbG	87.3681656929	9.00888977858e-21	1128.0	2667.0
PA14_30940,trbB	85.8360644837	1.95488194879e-20	1102.0	2603.0
PA14_35790	85.5010343467	2.31580433209e-20	1489.0	3692.0
PA14_23370,orfK	85.3256109457	2.53064176489e-20	359.0	1994.0
PA14_59200	84.9904522649	2.99809300865e-20	1911.0	4907.0
PA14_59320,pilS2	84.3291947302	4.18883791389e-20	1817.0	4640.0
PA14_22260	83.9179690645	5.15736315541e-20	72.0	698.0
PA14_59630	83.5013561949	6.36722746713e-20	272.0	1615.0
PA14_31190	83.0676713296	7.92919192055e-20	982.0	2286.0
PA14_22140	82.6255349218	9.91676640028e-20	104.0	852.0
PA14_03166	82.1978847701	1.23121566887e-19	98.0	821.0
PA14_28250	82.0559394792	1.32289033526e-19	971.0	4399.0
PA14_30960,traG	81.7645302305	1.53305342971e-19	1133.0	2711.0
PA14_54860	80.6808544283	2.65279946164e-19	14.0	362.0
PA14_22160	80.1227913627	3.51850466899e-19	64.0	642.0
PA14_09220,pCHB	79.8696477747	3.99943386378e-19	1603.0	4055.0
PA14_59100	79.62411593	4.52864055688e-19	1995.0	5192.0
PA14_03250	78.8987991787	6.53744812014e-19	362.0	1969.0
PA14_59370	78.12204745	9.68667214279e-19	1945.0	5058.0
PA14_30910,trbE	78.1062573843	9.76441448513e-19	1287.0	3165.0
PA14_59350,pilV2	77.9607955827	1.05106083111e-18	1826.0	4713.0
PA14_49510,pyoS3I	77.8395094247	1.11762143483e-18	322.0	1796.0
PA14_55020	77.8039215686	1.13794016505e-18	0.0	256.0
PA14_10830	77.5858493115	1.27077287067e-18	1192.0	2900.0
PA14_30850,trbI	77.4715814224	1.34645911595e-18	1367.0	3396.0
PA14_55080	76.6828041502	2.00743713726e-18	67.0	644.0
PA14_23360,wzz	76.6161613458	2.07633498303e-18	485.0	2457.0
PA14_59430	74.7120858044	5.44616993868e-18	1529.0	3878.0
PA14_32850	74.663553243	5.58171240765e-18	430.0	2222.0
PA14_44530,ygdE	74.0732383565	7.52718954273e-18	762.0	3530.0
PA14_12170	73.7934997084	8.6731744855e-18	469.0	2374.0
