feature	score	p-value	#I-out-of-72	#O-out-of-354
PA14_00090,glyS_12145|1	38.8721537408	4.52489443479e-10	19.0	14.0
PA14_41510,nasA_3703792|1	33.2958397535	7.91517881737e-09	18.0	15.0
PA14_05390,chpA_469164|1	32.9915646579	9.25595918097e-09	19.0	17.0
PA14_44660,ligA_3978116|1	32.2841000807	1.33198833189e-08	16.0	12.0
PA14_00150_16433|1	32.2841000807	1.33198833189e-08	16.0	12.0
PA14_25330,nqrD_2215656|2	31.6583149103	1.83825847202e-08	14.0	9.0
PA14_37730_3363525|1	31.6583149103	1.83825847202e-08	14.0	9.0
PA14_58890_5245448|1	31.3221567183	2.18570907965e-08	22.0	24.0
PA14_18660_1607114|1	31.2652695068	2.25070233976e-08	19.0	18.0
PA14_13000_1116086|1	31.0194260215	2.55458784665e-08	29.0	40.0
PA14_03410_313019|1	30.8023142112	2.85696949276e-08	15.0	11.0
PA14_31180_2710620|1	29.7691640986	4.86671533105e-08	21.0	23.0
PA14_37730_3362998|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_25480_2227202|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_49820,cobB_4431004|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_32570_2828060|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_17620,potC_1514342|2	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_45070_4020850|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_67350,hutU_6016131|1	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_45030,ttuD_4016164|2	29.3335687382	6.09309765729e-08	14.0	10.0
PA14_55450,hxcQ_4937085|1	28.7236346516	8.3478694605e-08	15.0	12.0
PA14_26130,morB_2281925|1	28.7236346516	8.3478694605e-08	15.0	12.0
PA14_58210_5180838|1	28.3510357815	1.01192646508e-07	16.0	14.0
PA14_44230_3935721|1	28.1510443417	1.12207107825e-07	17.0	16.0
PA14_41430,miaE_3694491|1	28.0805084746	1.16372021027e-07	18.0	18.0
PA14_31260_2718490.1|1	28.0805084746	1.16372021027e-07	18.0	18.0
PA14_51600_4586765|1	27.8814201335	1.28982400451e-07	13.0	9.0
PA14_38550,maiA_3438141|1	27.8814201335	1.28982400451e-07	13.0	9.0
PA14_37560,asnB_3342717|4	27.8814201335	1.28982400451e-07	13.0	9.0
PA14_49820,cobB_4431079|1	27.2110734463	1.82410924745e-07	14.0	11.0
PA14_15830_1350011|2	27.2110734463	1.82410924745e-07	14.0	11.0
PA14_66190_5897741|1	27.2110734463	1.82410924745e-07	14.0	11.0
PA14_30350,yqjG_2630695|4	27.2110734463	1.82410924745e-07	14.0	11.0
PA14_07760,surA_666000|5	27.2110734463	1.82410924745e-07	14.0	11.0
PA14_42770_3804739|1	26.8079600484	2.24709833219e-07	15.0	13.0
PA14_01250,ychM_123164|1	26.8079600484	2.24709833219e-07	15.0	13.0
PA14_31280_2720319.1|1	26.8079600484	2.24709833219e-07	15.0	13.0
PA14_45030,ttuD_4016662|1	26.5944960816	2.5095766563e-07	16.0	15.0
PA14_41480,nasS_3700206|1	26.5519926706	2.56539972191e-07	18.0	19.0
PA14_00800_78409|1	26.520480226	2.60758945887e-07	17.0	17.0
PA14_31070_2703433|1	26.4899530967	2.64912312197e-07	23.0	30.0
PA14_22290,vacJ_1942429|1	25.824287775	3.73953112593e-07	21.0	26.0
PA14_03630_327869|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_49610_4414412|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_04050_365392|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_14960,yafV_1270947|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_03130_275251|16	25.706767379	3.97430954669e-07	13.0	10.0
PA14_00080_10195|81	25.706767379	3.97430954669e-07	13.0	10.0
PA14_38510,hmgA_3436217|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_66580_5944220|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_27410,trpC_2378662|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_13450,fecR_1156925|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_04010_362156|1	25.706767379	3.97430954669e-07	13.0	10.0
PA14_31110_2706660|1	25.2971939736	4.91423132809e-07	29.0	46.0
PA14_55160,toxR_4899853|1	25.2674923946	4.99049087158e-07	14.0	12.0
PA14_05390,chpA_470677|1	25.2674923946	4.99049087158e-07	14.0	12.0
PA14_15780_1343908|1	25.2674923946	4.99049087158e-07	14.0	12.0
PA14_22370_1949060|1	25.2674923946	4.99049087158e-07	14.0	12.0
