feature	score	p-value	#I-out-of-14	#O-out-of-277
PA14_13910	326.85198556	4.66056884468e-73	0.0	6467.0
PA14_43405,kdbF	308.167777843	5.47476792043e-69	605.0	5747.0
PA14_43370,kdpC	302.897155744	7.70173632293e-68	712.0	7201.0
PA14_13900	294.340404425	5.63436843146e-66	36.0	7207.0
PA14_48230	270.266741775	9.92599724073e-61	390.0	3284.0
PA14_13890	263.673398659	2.71533933846e-59	10.0	5615.0
PA14_40520	259.37531099	2.34792405416e-58	563.0	5542.0
PA14_13880	243.357400722	7.28891737327e-55	0.0	4815.0
PA14_59190	236.661177938	2.10251268304e-53	388.0	3442.0
PA14_13950	236.451021272	2.33649513284e-53	97.0	8119.0
PA14_13920	234.411552347	6.50572005455e-53	0.0	4638.0
PA14_64260	220.457489429	7.18776620013e-50	675.0	7415.0
PA14_12170	215.52009298	8.58243208515e-49	496.0	4981.0
PA1781.1,P11	213.899319642	1.93722957244e-48	466.0	4593.0
PA14_27830	212.351781991	4.21489642715e-48	437.0	4222.0
PA14_03265	203.078423797	4.44708979058e-46	10.0	4414.0
PA14_39220	201.60241605	9.33588837312e-46	589.0	6381.0
PA14_43400,kdpA	196.42953388	1.25609318448e-44	785.0	9278.0
PA14_08320	188.092515091	8.29286472775e-43	208.0	10398.0
PA14_41510,nasA	178.408592678	1.0786919814e-40	691.0	8101.0
PA14_54720	173.054498308	1.59245603996e-39	670.0	7854.0
PA14_33980	172.934313406	1.69166528016e-39	627.0	7223.0
PA14_03270	172.425618918	2.18478410506e-39	74.0	6026.0
PA14_39250	169.854957599	7.95875749752e-39	685.0	8115.0
PA14_32250	167.285036793	2.89847051547e-38	481.0	5186.0
PA14_20530	165.313746217	7.8121971502e-38	18.0	3966.0
PA14_43380,kdpB	160.357578338	9.45196937273e-37	848.0	10720.0
PA14_33970	156.72304194	5.88395389815e-36	632.0	7487.0
PA14_44530,ygdE	156.276545076	7.3660841104e-36	679.0	8196.0
PA14_36410	152.83120888	4.17024995437e-35	737.0	9122.0
PA14_32140,antC	149.546260905	2.17839820064e-34	472.0	5231.0
PA14_03285	146.544214167	9.87118520514e-34	20.0	3664.0
PA0976.1,tRNA-Lys	140.381320668	2.19699216889e-32	600.0	7213.0
PA14_63770	140.17136921	2.44196489401e-32	504.0	5793.0
PA14_03250	132.53544133	1.14248746009e-30	59.0	4700.0
PA14_06200	130.393199636	3.36139820118e-30	773.0	10018.0
PA14_31260	130.339343034	3.45384749257e-30	340.0	3557.0
PA14_15620	128.845840525	7.32956932186e-30	557.0	6715.0
PA14_03380	128.272348469	9.78509029246e-30	48.0	4254.0
PA14_44200	127.967780648	1.14079955491e-29	635.0	7912.0
PA14_15630	127.880180517	1.19227909595e-29	598.0	7348.0
PA14_32850	126.455376647	2.44436630118e-29	91.0	5561.0
PA14_39480	126.041906812	3.01058188875e-29	13.0	2997.0
PA14_13870	126.029503878	3.02945670531e-29	178.0	8052.0
PA14_15435	123.540746224	1.06183202566e-28	39.0	3858.0
PA14_40270	121.916134265	2.40804888642e-28	722.0	9355.0
PA14_24870	121.104091923	3.62598729366e-28	405.0	4563.0
PA14_24500,pelC	120.285469532	5.47819193235e-28	521.0	6284.0
PA14_08310	119.011308679	1.04134130228e-27	349.0	12380.0
PA14_63780	118.730285146	1.19983532384e-27	765.0	10087.0
PA14_15260	118.535593039	1.32357664533e-27	748.0	9821.0
PA14_31150	117.805070094	1.91293723341e-27	147.0	6986.0
PA14_63710,gtrB	116.993168021	2.88058170505e-27	714.0	9310.0
PA14_35730	115.767968223	5.34290313892e-27	273.0	2764.0
PA14_20370,phnH	115.405115543	6.41564197115e-27	650.0	8332.0
PA14_55460,hxcZ	115.27776589	6.84115629162e-27	556.0	6882.0
PA14_37980	115.2396708	6.97384567581e-27	702.0	9150.0
PA14_10900,ydjL	115.109105937	7.44845496802e-27	691.0	8979.0
PA14_54050	114.600147509	9.62789392643e-27	573.0	7152.0
PA14_20330,phnE	114.168359679	1.19701280694e-26	727.0	9563.0
PA14_71120	114.042320387	1.27556827269e-26	612.0	7762.0
PA14_36670	112.581050793	2.66543050173e-26	877.0	11997.0
PA14_64280	111.008586042	5.89149834055e-26	818.0	11074.0
PA14_08330	109.365581241	1.34952644673e-25	300.0	10847.0
PA14_33350	108.027104985	2.65127458979e-25	197.0	8112.0
PA14_54750	107.934065875	2.7787001242e-25	569.0	7188.0
PA14_46800	107.336063637	3.75734618868e-25	717.0	9523.0
PA14_31220	106.886975762	4.71295816798e-25	198.0	1841.0
PA14_03390	105.952276041	7.55325300383e-25	12.0	2559.0
PA14_37990	105.765726233	8.29886243264e-25	752.0	10111.0
PA14_49510,pyoS3I	105.552551355	9.24142804966e-25	32.0	3252.0
PA14_09880	105.366499442	1.01511651824e-24	551.0	6948.0
PA14_10170,fepB	105.062907625	1.18319195332e-24	814.0	11124.0
PA14_39230	105.025201745	1.20592267972e-24	701.0	9309.0
PA14_39730	105.022728182	1.20742902569e-24	681.0	8991.0
PA14_02070	104.617845619	1.48116763876e-24	787.0	10696.0
PA14_49540	103.773314994	2.26839918647e-24	251.0	9423.0
PA14_44520,ydgF	102.826574818	3.65809408174e-24	709.0	9476.0
PA14_39780,hvn	101.997973646	5.55785862339e-24	853.0	11820.0
PA14_26230,hisQ	101.69065215	6.49059465596e-24	673.0	8922.0
PA14_36680	100.939134415	9.48538332095e-24	737.0	9960.0
PA14_39590,metE	100.808323497	1.01329612804e-23	865.0	12041.0
PA14_32660	100.733708804	1.05219564187e-23	700.0	9370.0
PA14_68430,fdhD	100.527347053	1.16773485819e-23	904.0	12687.0
PA14_28800	100.42599278	1.2290454167e-23	0.0	1987.0
PA14_27990	99.9916245495	1.53042882604e-23	393.0	12905.0
PA14_36700	99.840875441	1.65146456707e-23	747.0	10142.0
PA14_39750	99.1657910159	2.32223948454e-23	722.0	9752.0
PA14_52440	98.2269879499	3.73070703282e-23	733.0	9947.0
PA14_03400	97.9494584838	4.29198667259e-23	0.0	1938.0
PA14_63220	96.4424935732	9.1873968634e-23	737.0	10046.0
PA14_47150,cyoE	96.2181673618	1.02896351941e-22	772.0	10618.0
PA14_37550	96.1111875402	1.08609330928e-22	671.0	8990.0
PA14_60690	95.2518339652	1.67642800805e-22	693.0	9359.0
PA14_63750	94.502261374	2.44812566449e-22	830.0	11601.0
PA14_59220	94.3522763411	2.64083037164e-22	266.0	9542.0
PA14_36900	94.1595691924	2.91086011422e-22	687.0	9283.0
