feature	score	p-value	#I-out-of-234	#O-out-of-192
PA14_23260,gyrA_2015001.1|1	85.2457565438	2.6349334002e-20	203.0	37.0
PA14_65605,parC_5845617|1	83.6200172377	5.99628214205e-20	115.0	4.0
PA14_13990_1199882|1	56.7630430912	4.91619268025e-14	85.0	5.0
PA14_59990_5342403|1	55.9872685185	7.29418421884e-14	78.0	3.0
PA14_55410_4931209|1	55.2193910256	1.07800000986e-13	110.0	15.0
PA14_22680,yrbE_1972834|1	54.5449477058	1.51932751016e-13	88.0	7.0
PA14_52130_4623134|1	54.1768321852	1.83234576693e-13	116.0	18.0
PA14_52130_4623243|1	53.8743741812	2.13727156918e-13	118.0	19.0
PA14_31070_2701541|1	53.5905067155	2.46949834491e-13	95.0	10.0
PA14_22680,yrbE_1972882|1	53.5331786673	2.54262211003e-13	81.0	5.0
PA14_08050_691742|2	52.5554378531	4.18273004518e-13	104.0	14.0
PA14_22670,yrbF_1972083|1	52.5538541667	4.18610429581e-13	91.0	9.0
PA14_30850,trbI_2679573|1	52.1513465022	5.13836055592e-13	85.0	7.0
PA14_22680,yrbE_1972462|5	52.0241784914	5.48214183712e-13	93.0	10.0
PA14_30910,trbE_2686168|1	51.7663898601	6.25128044906e-13	90.0	9.0
PA14_22670,yrbF_1972058|2	51.2421128708	8.16481204122e-13	92.0	10.0
PA14_08050_691684|1	51.0300895225	9.0960875759e-13	102.0	14.0
PA14_30910,trbE_2686165|1	50.7573336386	1.0452129757e-12	94.0	11.0
PA14_30970,bphR_2691475.1|1	50.5581285613	1.15687046619e-12	83.0	7.0
PA14_30910,trbE_2686169|1	50.4608085809	1.21568416994e-12	91.0	10.0
PA14_30880,trbL_2681902|1	50.4088029219	1.24833011995e-12	80.0	6.0
PA14_30960,traG_2688711|1	50.4088029219	1.24833011995e-12	80.0	6.0
PA14_20520_1765766.2|1	50.2644641683	1.34360709083e-12	74.0	4.0
PA14_22680,yrbE_1972391|2	50.1935054851	1.39308104867e-12	88.0	9.0
PA14_30910,trbE_2685878|1	50.1778846154	1.40421479283e-12	120.0	22.0
PA14_30860,trbG_2679807|2	49.6802884615	1.80954839273e-12	90.0	10.0
PA14_59990_5342598|1	49.6081825038	1.87729109783e-12	79.0	6.0
PA14_31180_2710069|1	49.4081280048	2.07882553754e-12	87.0	9.0
PA14_22680,yrbE_1972786|1	49.4081280048	2.07882553754e-12	87.0	9.0
PA14_30960,traG_2688574.1|1	49.4081280048	2.07882553754e-12	87.0	9.0
PA14_22670,yrbF_1971771|1	49.4081280048	2.07882553754e-12	87.0	9.0
PA14_08050_692894|1	49.2489371884	2.25455462366e-12	121.0	23.0
PA14_30880,trbL_2682453|1	49.206691872	2.30363497499e-12	92.0	11.0
PA14_18340_1573309|1	49.152428501	2.36824986197e-12	102.0	15.0
PA14_31070_2701586.2|1	49.0580847724	2.4849389028e-12	123.0	24.0
PA14_37490_3336619|1	48.9005762756	2.69271620039e-12	89.0	10.0
PA14_30960,traG_2688829|1	48.8080357143	2.82280903933e-12	78.0	6.0
PA14_30960,traG_2688616|1	48.8080357143	2.82280903933e-12	78.0	6.0
PA14_30940,trbB_2687997|1	48.8080357143	2.82280903933e-12	78.0	6.0
PA14_30900,trbJ_2683437|1	48.7693517175	2.87903781605e-12	94.0	12.0
PA14_08050_692983|1	48.5321913663	3.24911445518e-12	120.0	23.0
