feature	score	p-value	#I-out-of-277	#O-out-of-149
PA14_15435	5748.37129449	0.0	3858.0	8175.0
PA14_22230	4966.04159444	0.0	1048.0	4367.0
PA14_15450,merD	4942.36259258	0.0	3705.0	7435.0
PA14_22220	4906.86371494	0.0	1037.0	4317.0
PA14_15445,merE	4807.83319533	0.0	3716.0	7348.0
PA14_22270	4796.39983996	0.0	2016.0	5483.0
PA14_22080	4780.54491346	0.0	1505.0	4853.0
PA14_22190	4710.3802401	0.0	1367.0	4635.0
PA14_22210	4673.43283839	0.0	977.0	4097.0
PA14_22100	4364.87150519	0.0	973.0	3909.0
PA14_22090	4190.91411926	0.0	1292.0	4220.0
PA14_15420	4177.00036386	0.0	4093.0	7250.0
PA14_22120	4016.13551688	0.0	1390.0	4233.0
PA14_22250	3905.26797359	0.0	935.0	3584.0
PA14_15470,merP	3869.85895641	0.0	5268.0	8111.0
PA14_22140	3819.45460973	0.0	1091.0	3736.0
PA14_22110	3811.27478232	0.0	1063.0	3695.0
PA14_22240	3708.81404587	0.0	1044.0	3608.0
PA14_22180	3651.07595306	0.0	840.0	3305.0
PA14_22260	3476.91875396	0.0	874.0	3246.0
PA14_22130	3363.92744143	0.0	849.0	3145.0
PA14_15475,merT	3319.88628871	0.0	6973.0	9110.0
PA14_49510,pyoS3I	3282.35328377	0.0	3252.0	5732.0
PA14_15410	2910.93201767	0.0	4923.0	6962.0
PA14_29330	2849.21876223	0.0	4094.0	6168.0
PA14_22160	2789.47991659	0.0	834.0	2776.0
PA14_27990	2696.20272884	0.0	12905.0	2253.0
PA14_13910	2497.19859791	0.0	6467.0	434.0
PA14_59630	2356.33650819	0.0	2977.0	4726.0
PA14_10830	2346.51569446	0.0	7289.0	8366.0
PA14_59610	2315.42486496	0.0	2734.0	4465.0
PA14_15460,merA	2261.30060223	0.0	8242.0	9015.0
PA14_10840	2255.2460821	0.0	6448.0	7596.0
PA14_14430	2221.35006319	0.0	13664.0	2901.0
PA14_15430,tnpR	2184.29661831	0.0	5140.0	6456.0
PA14_08250	2103.2040686	0.0	10887.0	2033.0
PA14_31260	2096.34562042	0.0	3557.0	5024.0
PA14_08320	2082.44114597	0.0	10398.0	1884.0
PA14_43090	2060.89320642	0.0	2782.0	4298.0
PA14_59620	2050.31353387	0.0	2746.0	4256.0
PA14_13950	1961.54790314	0.0	8119.0	1227.0
PA14_13890	1949.69469692	0.0	5615.0	490.0
PA14_13880	1949.13192661	0.0	4815.0	279.0
PA14_15480,merR	1939.27806299	0.0	8289.0	8664.0
PA14_13920	1927.07202243	0.0	4638.0	245.0
PA14_08200	1854.9387801	0.0	11898.0	2597.0
PA14_14420	1847.32473117	0.0	10682.0	2172.0
PA14_53620	1773.13296625	0.0	12150.0	2764.0
PA14_04710	1746.5935379	0.0	4678.0	5628.0
PA14_43100	1744.5939989	0.0	6457.0	7031.0
PA14_53650	1574.23656262	0.0	13087.0	3313.0
PA14_30940,trbB	1572.6792744	0.0	6946.0	7195.0
PA14_31190	1536.5159339	0.0	6674.0	6945.0
PA14_01130	1531.4795419	0.0	5509.0	6049.0
PA14_13870	1477.97869796	0.0	8052.0	1566.0
PA14_08330	1451.54527708	0.0	10847.0	2595.0
PA14_08260	1440.31328213	0.0	11947.0	3021.0
PA14_30850,trbI	1430.1364657	0.0	9319.0	8740.0
PA14_13900	1423.84428609	1.38371312758e-311	7207.0	1321.0
PA14_08280	1396.34783394	1.30633101592e-305	12575.0	3310.0
PA14_53660	1375.42652808	4.59547574019e-301	14598.0	4130.0
PA14_50310	1212.61388851	1.10652479796e-265	8229.0	1861.0
PA14_50320	1177.52009858	4.68648557111e-258	8182.0	1877.0
PA14_08240	1160.50209825	2.34107278823e-254	13519.0	3968.0
PA14_22550	1136.09373543	4.72314670986e-249	6132.0	6024.0
PA14_31180	1128.13595249	2.53376143988e-247	7331.0	6880.0
PA14_20530	1123.43587762	2.66243482046e-246	3966.0	492.0
PA14_53630	1122.62310478	3.99877752818e-246	9089.0	2270.0
PA14_50330	1095.62178073	2.95438731567e-240	8586.0	2108.0
PA14_33680,fpvA	1054.13844506	3.06778763116e-231	10268.0	2801.0
PA14_51520,spcU	1051.36132185	1.23152059655e-230	6527.0	6193.0
PA14_53570	1045.96264435	1.83596920709e-229	6328.0	6042.0
PA14_48940,coaB	1031.10591506	3.11217250755e-226	7929.0	1927.0
PA14_10130	1021.54962187	3.71710086762e-224	17412.0	5795.0
PA14_48950	1012.44973324	3.53312701945e-222	8315.0	2092.0
PA14_30860,trbG	976.775893036	2.00636020969e-214	7606.0	6847.0
PA14_20600	958.597204227	1.79445273654e-210	6800.0	6252.0
PA14_23350,orfA	946.73072605	6.81403270734e-208	4859.0	901.0
PA14_59220	939.868645228	2.11379299984e-206	9542.0	2650.0
PA14_24360	936.264544357	1.28385370357e-205	5360.0	5188.0
PA14_30870,trbF	929.719028256	3.39919814265e-204	6470.0	5975.0
PA14_30950	916.501236817	2.5391365358e-201	5625.0	5352.0
PA14_23360,wzz	902.042313171	3.5305872616e-198	6790.0	1631.0
PA14_30900,trbJ	889.566420799	1.81957560909e-195	7333.0	6519.0
PA14_49020	878.08501041	5.7008715514e-193	11623.0	3573.0
PA14_13220	877.324718931	8.34111531766e-193	5182.0	4977.0
PA14_22530	872.972504521	7.36839540242e-192	4667.0	4596.0
PA14_53640	861.659624473	2.12206913712e-189	7382.0	1897.0
PA14_30690	848.284285766	1.71619521141e-186	6488.0	5864.0
PA14_63450	819.8463157	2.61324577622e-180	2551.0	259.0
PA14_22520	817.769579705	7.39072700088e-180	4578.0	4456.0
PA14_13200	815.875613239	1.907475759e-179	5834.0	5354.0
PA14_54050	813.713696383	5.62973646134e-179	7152.0	6271.0
PA14_32850	809.512658373	4.61161577646e-178	5561.0	1267.0
PA14_30910,trbE	808.938580776	6.14704159551e-178	8663.0	7295.0
PA14_51530,exoU	802.566902264	1.49269636922e-176	7093.0	6212.0
PA14_23370,orfK	793.372968371	1.48903376587e-174	5253.0	1170.0
PA14_55410	792.962398712	1.82881904452e-174	7639.0	6571.0
PA14_08230	792.038451288	2.9043964607e-174	11484.0	3639.0
PA14_18960	785.125844281	9.24715499632e-173	6784.0	5970.0
PA14_22500	770.98108248	1.10012447792e-169	4268.0	4166.0
PA14_30930,trbC	770.635310716	1.30804405123e-169	4990.0	4687.0
PA14_31170	767.293689447	6.96927191797e-169	4807.0	4551.0
PA14_22540,wrbA	753.290073058	7.72722057373e-166	4223.0	4109.0
PA14_49010	751.634960441	1.76971292431e-165	2284.0	222.0
PA14_40470	734.722691187	8.41945494721e-162	6854.0	5935.0
PA14_28250	727.460604192	3.19431144765e-160	9291.0	7566.0
PA14_23380,orfH	722.214116849	4.41778884939e-159	5216.0	1224.0
PA14_15570	708.769160692	3.70518025534e-156	3739.0	709.0
PA14_03320	706.68019731	1.05453530158e-155	3995.0	3879.0
PA14_14300	686.960594468	2.04760652479e-151	4171.0	3979.0
PA14_01770	685.254197737	4.81198588063e-151	4690.0	4348.0
PA14_30960,traG	683.367149266	1.2379091687e-150	7795.0	6484.0
PA14_33980	681.023541728	4.00258446402e-150	7223.0	6094.0
PA14_28820	665.552394206	9.26472913255e-147	3140.0	3195.0
PA14_15650	660.322112425	1.2713995676e-145	8474.0	2577.0
PA14_03166	649.65553099	2.65476706753e-143	2434.0	327.0
PA14_30880,trbL	649.026234485	3.63819708972e-143	5905.0	5140.0
PA14_41290	648.907308667	3.8614490322e-143	9084.0	7276.0
PA14_58720	633.929993862	6.98373715742e-140	4599.0	1082.0
PA14_59570	630.505660925	3.88011679748e-139	4222.0	947.0
PA14_14310	625.045946803	5.97433004224e-138	5790.0	5021.0
