feature	score	p-value	#I-out-of-6	#O-out-of-420
PA14_31010	66.3319227327	3.81037413598e-16	42.3697168572	887.734203861
PA14_13950	56.9181156479	4.54341191772e-14	38.0577943045	817.624919225
PA14_31000	49.9620870474	1.56745529287e-12	27.3113199396	523.655880344
PA14_31030	46.7060143622	8.24754958182e-12	30.5432812454	648.279205595
PA14_31050	45.4872311279	1.53637161237e-11	35.5230411492	828.22267526
PA14_31040	45.482454023	1.54012335923e-11	30.5474320952	657.864944986
PA14_35750,tpnC	41.7968179319	1.01268094584e-10	26.463537297	551.766330029
PA14_35760	41.7913414702	1.01552137385e-10	47.4112294877	1319.26762504
PA14_35800	40.4291051605	2.03881205638e-10	47.9550423399	1360.41862089
PA14_31060	39.90143044	2.671075159e-10	37.8996448314	972.800517571
PA14_08320	39.5506669676	3.19657234261e-10	37.8721345375	975.810129169
PA14_35740,tpnA	38.9525792863	4.34226193847e-10	48.8868147986	1420.46466236
PA14_13920	37.4124352205	9.56105726355e-10	16.4806565983	276.981775397
PA14_46570	36.2020978025	1.77878973056e-09	24.1388344559	517.808236209
PA14_35770	35.14075023	3.06714810573e-09	44.4136029202	1294.28761711
PA14_35810	35.0623468783	3.19315856534e-09	48.1940276621	1453.66053385
PA14_35820,tnpS	32.9766634216	9.32717421134e-09	43.270501051	1280.72012138
PA14_35850	32.5473246196	1.16325154076e-08	31.5154506881	816.281024367
PA14_35830,tnpT	31.4862096515	2.00861727984e-08	40.8728469425	1204.40507282
PA14_13900	31.4361946542	2.0610281638e-08	24.6694452536	576.597138805
PA14_31240	31.3271012391	2.18014959325e-08	30.4502866771	790.10522261
PA14_35840	30.2370667191	3.82332242472e-08	31.7914153758	855.209101595
PA14_46620	28.0064451384	1.20912069324e-07	22.1048466568	518.171723989
PA14_35790	26.2317232096	3.02807101547e-07	52.9205071282	1840.05391766
PA14_46600	25.9516984622	3.50067307157e-07	17.0243133397	361.960464068
PA14_13910	25.130535306	5.35777187316e-07	17.2664976041	376.43932071
PA14_30970,bphR	24.5357570538	7.29435344371e-07	36.6424977206	1142.11732167
PA14_13890	24.4224686971	7.73611587235e-07	18.0559379134	409.233260076
PA14_15460,merA	22.9253627547	1.68414955875e-06	40.24799741	1332.90586756
PA14_69510	22.1038486048	2.58291390141e-06	27.1493143372	781.725959564
PA14_08330	21.5981117726	3.36182637574e-06	30.7025333214	938.610212534
PA14_46590	19.5913790423	9.59009518511e-06	18.1907794102	461.921264001
PA14_35780	19.2791315033	1.12933976104e-05	45.129871905	1647.64569903
PA14_46610	19.0188068119	1.29436408628e-05	13.5564159424	301.405022659
PA14_69520	18.9080787719	1.3717054065e-05	27.5969667459	852.498818315
PA14_31280	18.5704923642	1.63735502237e-05	28.9320666939	916.589559817
PA14_48950	18.3919776656	1.7981344138e-05	27.3455949179	850.87129072
PA14_30870,trbF	18.3217101213	1.8656886829e-05	20.9860904877	586.414638304
PA14_30860,trbG	17.1286193235	3.49319473246e-05	26.0643731125	818.317138152
PA14_13870	16.9755251303	3.78647937346e-05	22.9596471254	688.019591154
PA14_13880	16.9481683333	3.84143654171e-05	12.7938593104	293.127784378
PA14_30900,trbJ	16.8622245345	4.01936091969e-05	25.352225472	792.268969265
PA14_03190	16.4984372689	4.86901888208e-05	8.63479843349	2202.40687331
PA14_30910,trbE	15.7818220987	7.10821799134e-05	29.7858346243	1012.14076396
