feature	score	p-value	#I-out-of-5	#O-out-of-421
,,tetR_2	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35607	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35606	145.277434679	1.86770047734e-33	4.0	5.0
,,group_8474	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35601	145.277434679	1.86770047734e-33	4.0	5.0
,,group_19113	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35663	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35600	145.277434679	1.86770047734e-33	4.0	5.0
,,group_19112	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35664	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35665	145.277434679	1.86770047734e-33	4.0	5.0
,,group_35599	145.277434679	1.86770047734e-33	4.0	5.0
,,group_17596	143.997285375	3.55782306631e-33	5.0	9.0
,,group_17599	143.997285375	3.55782306631e-33	5.0	9.0
,,group_17600	143.997285375	3.55782306631e-33	5.0	9.0
,,group_35656	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35658	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35650	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35631	129.962755344	4.17539089348e-30	4.0	6.0
,,group_19073	129.962755344	4.17539089348e-30	4.0	6.0
,,group_18973	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35648	129.962755344	4.17539089348e-30	4.0	6.0
,,group_19072	129.962755344	4.17539089348e-30	4.0	6.0
,,group_19115	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35630	129.962755344	4.17539089348e-30	4.0	6.0
,,group_34823	129.962755344	4.17539089348e-30	4.0	6.0
,,group_34824	129.962755344	4.17539089348e-30	4.0	6.0
,,group_8344	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35626	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35627	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35649	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35660	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35634	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35629	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35644	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35654	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35662	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35645	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35636	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35643	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35640	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35647	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35637	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35632	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35657	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35652	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35659	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35680	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35655	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35638	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35639	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35646	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35653	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35642	129.962755344	4.17539089348e-30	4.0	6.0
,,group_34825	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35628	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35661	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35633	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35641	129.962755344	4.17539089348e-30	4.0	6.0
,,group_35608	129.962755344	4.17539089348e-30	4.0	6.0
