feature	score	p-value	#I-out-of-39	#O-out-of-387
PA14_15430,tnpR	40.572701785	1.89434775169e-10	35.0342201246	990.077000516
PA14_23370,orfK	38.3938064946	5.78155927419e-10	99.6770976614	507.958987857
PA14_23360,wzz	35.4660598278	2.59533657379e-09	120.526862546	668.90474478
PA14_60320,pilE	35.4347915271	2.63733627248e-09	85.2615064876	423.217768671
PA14_23350,orfA	35.3936744669	2.69360256693e-09	81.4276321403	397.768333037
PA14_49000	33.9528301942	5.64644915257e-09	40.8645773329	151.15263348
PA14_33340	33.2883288307	7.94580895089e-09	153.301567757	924.536993872
PA14_33350	33.0185723357	9.12827092997e-09	116.772628429	655.666711587
PA14_33320	32.9930367067	9.2489536844e-09	155.944369914	946.6350546
PA14_23380,orfH	32.8654343846	9.87638112449e-09	98.217644613	524.112452073
PA14_33310	31.8108738724	1.69938671367e-08	161.110284631	994.688632724
PA14_33330	31.6332040542	1.86218212564e-08	146.65101379	885.913357674
PA14_33300	31.0446483041	2.52160629138e-08	134.242586286	796.604217841
PA14_35710	30.7603360551	2.9194462467e-08	49.8826532049	212.1683955
PA14_31190	25.3583953191	4.76075903474e-07	54.8094822317	1077.71462604
PA14_14560	24.8285206694	6.26634090379e-07	29.1786166666	106.624745318
PA14_31260	24.1783980666	8.78117176391e-07	11.8028450324	449.973928024
PA14_15435	23.612506835	1.17819249673e-06	40.6078896256	863.119555179
PA14_53580	23.4955531545	1.25202816092e-06	49.0303364781	231.010665631
PA14_22080	23.364988559	1.33995314295e-06	13.221390278	463.739531056
PA14_49510,pyoS3I	22.7461140563	1.84877610447e-06	31.0025752846	719.113685813
PA14_15420	22.2604652023	2.38057777349e-06	26.5172966839	649.586420106
PA14_08200	22.0945935967	2.59539675629e-06	176.713623207	1203.45480009
PA14_35720	21.6135066545	3.33495063287e-06	47.6276783604	229.026114132
PA14_35730	21.1023523948	4.3539330923e-06	37.6007435179	166.421371422
PA14_22270	20.3894890872	6.31758377736e-06	24.3367225764	595.677826854
PA14_08090,gpFII	20.3704411062	6.38078215358e-06	121.549080728	1835.02657672
PA14_15460,merA	20.3544601784	6.43429380243e-06	77.4978888368	1295.65597613
PA14_22190	19.7949792165	8.62088317341e-06	11.8796497448	403.538858881
PA14_10120	19.4858381388	1.01348299007e-05	45.2702948528	221.92277334
PA14_08010,gpV	19.3557085733	1.08494422807e-05	113.012193742	1713.76850396
PA14_30850,trbI	19.1891877543	1.18382018107e-05	62.7834474145	1091.9099212
PA14_23420	19.1522285056	1.20696504436e-05	102.555851632	641.602382529
PA14_08030	18.843362581	1.41904033114e-05	125.207007003	1850.19616011
PA14_15450,merD	18.7617249681	1.48109938762e-05	28.6798767381	636.500817261
PA14_08130,gpU	18.5746090097	1.63382286773e-05	96.5293606129	1500.40109825
PA14_08070,gpFI	18.5365726225	1.66675227323e-05	158.933191187	2241.60155451
PA14_22140	18.4947731077	1.70370896663e-05	9.48736586424	351.554475246
PA14_48930	18.3596284289	1.82892381907e-05	77.7492232332	458.846820112
PA14_39925,phzD2	18.3589987647	1.82952834721e-05	166.651044999	1161.75082444
PA14_22100	18.2342120219	1.95338366206e-05	7.35115822643	314.126572437
PA14_15410	18.1208433987	2.07319574202e-05	33.7856455704	698.006613635
PA14_08120	18.103620993	2.09203215246e-05	147.974532134	2104.47435331
PA14_08000	18.0887610033	2.10842287733e-05	104.859129002	1592.49273202
PA14_49030	17.9516282592	2.26590499485e-05	34.4577275814	157.168816197
PA14_48920	17.8277044811	2.41836284317e-05	55.7660502991	301.847653732
PA14_22120	17.8167526591	2.43232229246e-05	14.9046703119	427.603966632
PA14_22230	17.7913741074	2.46498238132e-05	8.87849740374	334.21467886
PA14_15475,merT	17.677686257	2.61678371923e-05	66.7297532197	1118.04856785
PA14_30940,trbB	16.8862071298	3.96889386348e-05	35.0271693524	698.060480783
PA14_15470,merP	16.8104038896	4.13062216299e-05	54.3173104684	947.865252886
PA14_09450,phzD1	16.7800797848	4.19716007943e-05	171.587690928	1221.11838874
PA14_08110	16.7388763594	4.28929990781e-05	86.0578655165	1340.78564601
PA14_48910	16.5534482743	4.72979006064e-05	109.879563433	720.926129106
PA14_22210	16.5419777528	4.7584869412e-05	7.92153563213	305.384018586
PA14_08250	16.5346169368	4.77699433502e-05	120.041223071	802.187314506
PA14_08140,XR2	16.5104217259	4.83834013783e-05	69.3255182684	1131.46575007
PA14_14540	16.4528550005	4.9875014108e-05	94.1864726127	598.364008275
PA14_09480,phzA1	16.4055485052	5.11353266175e-05	197.818502657	1445.71022966
PA14_08150,gpD	16.3773846815	5.19008088164e-05	130.455312307	1863.8129303
PA14_08100	16.3444369714	5.28109536004e-05	104.579107659	1556.84311078
PA14_22220	16.3108237803	5.37560239502e-05	8.37193617876	310.119274172
PA14_27990	16.0475627155	6.17710866597e-05	176.853192954	1274.22837894
PA14_08040,gpI	15.9936213388	6.35562600914e-05	120.145247187	1734.786493
PA14_48970	15.9533786219	6.49217993709e-05	106.889973393	702.682157244
PA14_09470,phzB1	15.9051450597	6.65974299925e-05	217.133297774	1616.65050138
PA14_59120	15.6825159109	7.49134767914e-05	22.3997824017	90.0121206596
PA14_48900	15.6634134273	7.56739521929e-05	35.4520525464	172.158421312
PA14_30960,traG	15.5307609328	8.11735392451e-05	51.7991752926	896.245222413
PA14_08020,gpW	15.1480571903	9.94005425857e-05	102.085698195	1504.41158185
PA14_15480,merR	15.037004942	0.000105423625196	88.1438574707	1335.56677482
PA14_15445,merE	14.9259156922	0.000111816353963	23.0013279322	508.930545208
PA14_30860,trbG	14.887617212	0.000114109566412	44.9684800473	799.413031217
PA14_58720	14.7601219373	0.000122090348308	63.3074648668	374.87079458
PA14_22250	14.6850029564	0.000127053226137	9.05578961213	303.159563399
PA14_09460,phzC1	14.6320613628	0.000130672459652	194.086497801	1438.99090863
PA14_21010	14.4437577179	0.000144407679178	173.560022638	1267.74221423
PA14_39945,phzC2	14.4041458513	0.00014747726722	198.923803237	1483.54719304
PA14_39970,phzA2	14.3791159925	0.000149450661113	182.446896177	1343.77693688
PA14_22240	14.2503423249	0.000160031697701	10.2342291144	316.504339568
PA14_22110	14.2459457882	0.000160405977636	12.8630536431	355.987361241
PA14_22130	14.0740081523	0.000175755838056	8.06085575293	280.862257266
PA14_14550	13.8734341537	0.000195543044715	111.641856151	761.189416811
PA14_19100,rhlA	13.8533630681	0.00019764270691	198.925162612	1491.84333099
PA14_48990	13.6343299439	0.000222087108276	63.9387622619	387.367532857
PA14_08280	13.5520171394	0.000232041908796	158.112685852	1149.60847493
PA14_08050	13.537803868	0.000233805821809	166.671386645	2220.140617
PA14_48940,coaB	13.4633619872	0.000243267452753	93.0085596286	615.311081239
PA14_48950	13.3035468	0.000264904527464	111.572003324	766.644882313
PA14_10090	13.1446771386	0.000288337196036	39.1273597285	208.531821172
PA14_22090	13.1257349577	0.00029126707545	15.1966878492	376.736928055
PA14_03166	12.9809456175	0.000314677000893	30.9052993335	152.833149179
PA14_22260	12.9115575061	0.000326559446667	8.05070338147	267.927644401
PA14_50320	12.9106597562	0.000326716111685	90.9654867316	604.223213479
PA14_10080	12.6472282887	0.000376122895251	32.1373394227	162.578706087
PA14_59610	12.6465441947	0.000376260552022	26.3029300378	523.732945947
PA14_03163	12.6262270849	0.000380372110569	65.2312848469	404.657725788
PA14_10110	12.6054732043	0.000384618857303	27.5850434055	132.306837572
PA14_10790,ampC	12.398917444	0.000429582821088	178.165427889	2322.6458726
PA14_22180	12.2329712589	0.000469523680876	6.61740297797	237.975093747
